,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
10:39:32.862,57647.0,1.3943909612057308,9.989810604027127,1904.6589613409053,3518.5425992694104,5.0,3100.0,1144.4012525583669,31288.0,1960.0
10:39:35.869,68003.0,2.7493524818444626,87.52492363446723,1785.2388451319644,1501.1805893972175,0.2,5900.0,1144.1141454871704,18528.0,1580.0
10:39:38.884,121807.0,1.3595682652036052,32.42366633257237,1368.667384530225,3073.160268655186,0.5,6800.0,1817.4069982687552,19162.0,140.0
10:39:41.889,54314.0,1.7828396758511968,71.0772416325208,1616.4921780425602,4177.861899905344,2.1,8900.0,1640.7607156801896,8096.0,500.0
10:39:44.903,216465.0,2.801805281049933,97.0744361590674,1444.0411133483435,5677.862998831356,3.0,9100.0,1458.485285866711,23074.0,1000.0
10:39:47.913,148587.0,0.3198263301107575,66.04822045666893,1757.3997945230203,7441.799665004539,4.1,6900.0,1431.3149232453816,20930.0,1520.0
10:39:50.921,57223.0,1.966542961485403,0.3381667978927081,1125.2096603652833,4600.815745052271,0.1,1200.0,1862.7955518116776,19924.0,390.0
10:39:53.937,292409.0,0.9345314695730336,17.80144201550564,1454.7928703341993,4957.91153227922,3.0,4500.0,1737.6695586028286,280.0,1940.0
10:39:56.941,17108.0,2.536365425056443,68.94322253458657,1186.2937612000028,6089.363621755091,1.7,6500.0,1254.6383043253088,6797.0,2930.0
10:39:59.949,99792.0,0.9110562775878904,54.03126773168403,1625.7255205464762,9667.957500471402,0.1,4400.0,1401.5114589084928,3944.0,210.0
10:40:02.960,246901.0,2.4718768733455416,87.51760331098573,1436.5606342940034,9545.95191318741,2.5,9600.0,1988.779985051772,20180.0,670.0
10:40:05.974,243581.0,0.953235215815004,37.19579158135114,1506.4417455030057,7695.387832870163,3.0,16700.0,1967.851371429828,5416.0,1430.0
10:40:08.976,29344.0,2.950866499836661,46.52725265383046,1430.7197227490603,3527.8473835640343,1.7,15100.0,1758.9398045824,1566.0,2160.0
10:40:11.985,204482.0,0.8315800313806869,67.49978780331301,1523.9875730966558,2637.2560616621827,4.1,800.0,1448.0839870257364,13176.0,2960.0
10:40:14.991,9822.0,2.905435981876673,15.65838870825664,1192.48859816861,2764.3905282234623,4.3,2700.0,1962.6049118248025,20896.0,2210.0
10:40:18.000,79920.0,2.0050151082514,35.18491946849699,1500.908940345571,9541.72678762424,1.6,9600.0,1396.355709175281,29029.0,1920.0
10:40:21.011,157349.0,1.640884567723427,48.147228938144266,1984.1939602929,9683.987619763338,2.2,13300.0,1208.6751293767782,23564.0,2870.0
10:40:24.021,225979.0,1.444264762609945,62.78779236565718,1388.6440900424711,1982.7664659738705,1.9,4100.0,1622.7381879689783,1253.0,2380.0
