,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
13:44:31.205,0.5,0.1,250.0,4188.0,0.1,0.0,0.0,20.0,70.0,220.0,11.0,45.0,26.0,6.0,9.0,9.0,57.0,15.0,29.0,27.0,15.0,15.0,0.0,1.0,50.0
13:44:36.496,0.5,0.1,72.0,276.0,0.1,0.0,0.0,70.0,10.0,80.0,29.0,88.0,5.0,68.0,75.0,27.0,25.0,42.0,98.0,33.0,23.0,5.0,0.0,1.0,35.0
13:44:41.074,0.4,0.1,28.0,602.0,0.1,0.0,0.0,20.0,40.0,80.0,44.0,4.0,7.0,99.0,15.0,46.0,34.0,25.0,27.0,52.0,54.0,114.0,0.0,1.0,35.0
13:44:46.600,1.2,0.1,85.0,1406.0,0.1,0.0,0.0,10.0,50.0,190.0,6.0,44.0,18.0,116.0,25.0,75.0,119.0,86.0,30.0,23.0,91.0,8.0,0.0,1.0,20.0
13:44:51.283,0.7,0.1,106.0,952.0,0.1,0.0,0.0,50.0,40.0,40.0,25.0,69.0,35.0,56.0,19.0,45.0,69.0,85.0,71.0,89.0,23.0,52.0,0.0,1.0,20.0
13:44:56.492,0.2,0.1,86.0,4991.0,0.1,0.0,0.0,130.0,10.0,220.0,65.0,26.0,15.0,100.0,7.0,48.0,19.0,62.0,60.0,60.0,29.0,41.0,0.0,1.0,15.0
13:45:00.742,0.7,0.1,106.0,1921.0,0.1,0.0,0.0,40.0,40.0,240.0,38.0,6.0,12.0,82.0,60.0,25.0,82.0,17.0,96.0,49.0,35.0,12.0,0.0,1.0,25.0
13:45:05.565,1.8,0.1,52.0,440.0,0.1,0.0,0.0,130.0,50.0,150.0,19.0,3.0,28.0,74.0,85.0,3.0,23.0,27.0,68.0,2.0,53.0,77.0,0.0,1.0,20.0
13:45:10.263,0.5,0.1,34.0,3408.0,0.1,0.0,0.0,10.0,40.0,30.0,32.0,100.0,18.0,65.0,35.0,5.0,14.0,50.0,67.0,58.0,15.0,37.0,0.0,1.0,20.0
13:45:14.441,0.7,0.1,36.0,2455.0,0.1,0.0,0.0,40.0,10.0,40.0,6.0,8.0,25.0,118.0,67.0,46.0,17.0,82.0,50.0,4.0,25.0,14.0,0.0,1.0,35.0
13:45:18.580,0.5,0.1,56.0,1704.0,0.1,0.0,0.0,40.0,40.0,60.0,34.0,6.0,9.0,113.0,75.0,98.0,9.0,66.0,91.0,9.0,7.0,52.0,0.0,1.0,15.0
13:45:23.211,0.7,0.1,177.0,2100.0,0.1,0.0,0.0,10.0,50.0,150.0,68.0,19.0,2.0,41.0,99.0,12.0,17.0,95.0,3.0,48.0,10.0,54.0,0.0,1.0,15.0
13:45:28.471,1.2,0.1,51.0,323.0,0.1,0.0,0.0,40.0,10.0,210.0,47.0,47.0,7.0,98.0,45.0,7.0,37.0,83.0,98.0,43.0,30.0,48.0,0.0,1.0,15.0
13:45:32.870,0.4,0.1,179.0,188.0,0.1,0.0,0.0,20.0,130.0,20.0,3.0,38.0,17.0,58.0,69.0,19.0,90.0,17.0,35.0,41.0,112.0,15.0,0.0,1.0,30.0
13:45:37.418,0.5,0.1,32.0,1173.0,0.1,0.0,0.0,120.0,50.0,80.0,80.0,28.0,28.0,5.0,84.0,11.0,42.0,23.0,91.0,45.0,104.0,4.0,0.0,1.0,20.0
13:45:42.723,0.4,0.1,55.0,1998.0,0.1,0.0,0.0,130.0,40.0,10.0,94.0,26.0,31.0,5.0,67.0,63.0,42.0,23.0,15.0,34.0,52.0,86.0,0.0,1.0,15.0
13:45:47.871,0.5,0.1,119.0,1351.0,0.1,0.0,0.0,70.0,50.0,10.0,100.0,11.0,23.0,62.0,4.0,113.0,45.0,4.0,57.0,23.0,3.0,67.0,0.0,1.0,20.0
13:45:52.482,0.5,0.1,31.0,1707.0,0.1,0.0,0.0,10.0,130.0,110.0,12.0,3.0,31.0,100.0,9.0,17.0,54.0,6.0,4.0,96.0,2.0,89.0,0.0,1.0,15.0
13:45:56.686,0.7,0.1,176.0,354.0,0.1,0.0,0.0,70.0,40.0,120.0,6.0,35.0,13.0,84.0,21.0,29.0,85.0,58.0,17.0,38.0,82.0,38.0,0.0,1.0,50.0
13:46:01.571,0.7,0.1,139.0,1632.0,0.1,0.0,0.0,20.0,20.0,130.0,2.0,89.0,40.0,34.0,10.0,17.0,25.0,7.0,91.0,58.0,33.0,8.0,0.0,1.0,40.0
13:46:06.498,0.4,0.1,172.0,4130.0,0.1,0.0,0.0,100.0,20.0,120.0,21.0,35.0,35.0,110.0,45.0,7.0,81.0,41.0,37.0,100.0,4.0,17.0,0.0,1.0,40.0
13:46:10.787,0.3,0.1,169.0,2600.0,0.1,0.0,0.0,70.0,100.0,60.0,39.0,90.0,18.0,21.0,63.0,21.0,15.0,104.0,13.0,6.0,17.0,25.0,0.0,1.0,50.0
13:46:15.452,0.9,0.1,31.0,1102.0,0.1,0.0,0.0,100.0,120.0,100.0,34.0,12.0,33.0,45.0,15.0,13.0,41.0,23.0,27.0,49.0,57.0,91.0,0.0,1.0,20.0
13:46:21.208,0.7,0.1,74.0,4236.0,0.1,0.0,0.0,20.0,50.0,130.0,16.0,57.0,3.0,49.0,58.0,113.0,2.0,7.0,68.0,9.0,4.0,57.0,0.0,1.0,25.0
13:46:26.358,0.7,0.1,63.0,1134.0,0.1,0.0,0.0,40.0,40.0,160.0,35.0,47.0,5.0,105.0,41.0,5.0,33.0,46.0,120.0,11.0,15.0,42.0,0.0,1.0,15.0
13:46:30.434,0.7,0.1,106.0,4904.0,0.1,0.0,0.0,50.0,20.0,110.0,51.0,47.0,7.0,114.0,35.0,3.0,33.0,19.0,106.0,8.0,12.0,90.0,0.0,1.0,15.0
13:46:34.531,0.2,0.1,47.0,3994.0,0.1,0.0,0.0,70.0,40.0,80.0,37.0,39.0,38.0,81.0,88.0,58.0,11.0,56.0,34.0,21.0,85.0,8.0,0.0,1.0,20.0
13:46:38.956,1.4,0.1,61.0,1922.0,0.1,0.0,0.0,40.0,70.0,40.0,84.0,67.0,5.0,54.0,86.0,52.0,8.0,37.0,23.0,57.0,3.0,15.0,0.0,1.0,30.0
13:46:43.675,0.7,0.1,27.0,1852.0,0.1,0.0,0.0,10.0,40.0,180.0,82.0,57.0,7.0,17.0,42.0,12.0,113.0,78.0,49.0,53.0,17.0,15.0,0.0,1.0,25.0
13:46:49.000,1.2,0.1,199.0,1455.0,0.1,0.0,0.0,20.0,50.0,250.0,44.0,69.0,33.0,76.0,25.0,33.0,29.0,2.0,96.0,4.0,2.0,71.0,0.0,1.0,15.0
13:46:54.314,2.0,0.1,139.0,693.0,0.1,0.0,0.0,120.0,20.0,60.0,16.0,63.0,23.0,14.0,30.0,4.0,53.0,29.0,83.0,17.0,27.0,12.0,0.0,1.0,30.0
13:46:58.517,0.3,0.1,31.0,834.0,0.1,0.0,0.0,20.0,40.0,190.0,2.0,47.0,14.0,89.0,118.0,17.0,7.0,15.0,41.0,89.0,58.0,41.0,0.0,1.0,35.0
13:47:02.897,0.5,0.1,43.0,1411.0,0.1,0.0,0.0,80.0,20.0,60.0,41.0,11.0,30.0,21.0,38.0,45.0,23.0,15.0,15.0,46.0,98.0,37.0,0.0,1.0,25.0
13:47:07.506,0.5,0.1,211.0,237.0,0.1,0.0,0.0,70.0,20.0,30.0,89.0,8.0,9.0,15.0,45.0,21.0,90.0,29.0,98.0,49.0,96.0,13.0,0.0,1.0,15.0
13:47:12.296,0.7,0.1,151.0,1670.0,0.1,0.0,0.0,40.0,70.0,60.0,47.0,11.0,25.0,34.0,61.0,14.0,70.0,21.0,29.0,25.0,65.0,14.0,0.0,1.0,45.0
13:47:16.458,0.5,0.1,64.0,760.0,0.1,0.0,0.0,20.0,40.0,10.0,1.0,35.0,3.0,93.0,25.0,53.0,66.0,29.0,95.0,15.0,49.0,25.0,0.0,1.0,15.0
13:47:20.828,1.1,0.1,36.0,732.0,0.1,0.0,0.0,70.0,70.0,110.0,41.0,70.0,25.0,113.0,75.0,70.0,25.0,3.0,84.0,12.0,58.0,2.0,0.0,1.0,25.0
13:47:25.506,0.9,0.1,44.0,949.0,0.1,0.0,0.0,20.0,100.0,210.0,56.0,51.0,7.0,114.0,46.0,58.0,7.0,10.0,43.0,15.0,77.0,6.0,0.0,1.0,25.0
13:47:30.481,1.4,0.1,68.0,4242.0,0.1,0.0,0.0,70.0,80.0,60.0,15.0,8.0,3.0,56.0,14.0,13.0,2.0,104.0,67.0,4.0,5.0,107.0,0.0,1.0,20.0
13:47:34.854,0.5,0.1,122.0,2595.0,0.1,0.0,0.0,40.0,40.0,40.0,15.0,35.0,5.0,21.0,35.0,106.0,60.0,25.0,42.0,105.0,69.0,13.0,0.0,1.0,30.0
13:47:39.632,1.2,0.1,86.0,862.0,0.1,0.0,0.0,40.0,80.0,40.0,21.0,18.0,3.0,113.0,25.0,45.0,7.0,15.0,77.0,67.0,11.0,60.0,0.0,1.0,30.0
13:47:44.569,0.5,0.1,231.0,304.0,0.1,0.0,0.0,50.0,40.0,10.0,1.0,32.0,21.0,120.0,81.0,10.0,57.0,115.0,95.0,45.0,17.0,25.0,0.0,1.0,20.0
13:47:48.675,0.9,0.1,117.0,1801.0,0.1,0.0,0.0,50.0,40.0,10.0,98.0,28.0,9.0,60.0,74.0,19.0,11.0,63.0,113.0,74.0,42.0,81.0,0.0,1.0,25.0
13:47:53.483,0.5,0.1,106.0,1387.0,0.1,0.0,0.0,130.0,70.0,60.0,11.0,22.0,3.0,15.0,60.0,37.0,37.0,57.0,91.0,21.0,25.0,101.0,0.0,1.0,35.0
13:47:58.921,0.9,0.1,231.0,486.0,0.1,0.0,0.0,10.0,20.0,150.0,15.0,35.0,30.0,27.0,19.0,75.0,62.0,12.0,33.0,71.0,15.0,73.0,0.0,1.0,20.0
13:48:03.560,0.7,0.1,216.0,1190.0,0.1,0.0,0.0,40.0,20.0,20.0,51.0,48.0,2.0,67.0,19.0,15.0,23.0,29.0,75.0,17.0,67.0,49.0,0.0,1.0,40.0
13:48:08.570,0.4,0.1,43.0,1372.0,0.1,0.0,0.0,70.0,130.0,110.0,24.0,13.0,5.0,39.0,83.0,14.0,17.0,8.0,98.0,100.0,21.0,35.0,0.0,1.0,40.0
13:48:12.800,0.3,0.1,43.0,1104.0,0.1,0.0,0.0,120.0,100.0,60.0,4.0,35.0,28.0,92.0,31.0,10.0,21.0,67.0,5.0,21.0,89.0,3.0,0.0,1.0,25.0
13:48:17.628,2.0,0.1,38.0,3680.0,0.1,0.0,0.0,20.0,20.0,10.0,10.0,10.0,9.0,90.0,49.0,14.0,68.0,75.0,71.0,37.0,70.0,21.0,0.0,1.0,30.0
13:48:22.401,0.5,0.1,85.0,2893.0,0.1,0.0,0.0,10.0,120.0,20.0,87.0,18.0,4.0,82.0,115.0,69.0,45.0,31.0,60.0,17.0,2.0,38.0,0.0,1.0,30.0
13:48:26.580,0.3,0.1,79.0,4005.0,0.1,0.0,0.0,100.0,20.0,80.0,16.0,22.0,13.0,35.0,42.0,29.0,75.0,48.0,31.0,19.0,69.0,86.0,0.0,1.0,25.0
13:48:30.690,0.3,0.1,194.0,235.0,0.1,0.0,0.0,40.0,40.0,80.0,39.0,19.0,15.0,98.0,6.0,53.0,31.0,12.0,41.0,53.0,14.0,113.0,0.0,1.0,50.0
13:48:35.363,0.2,0.1,96.0,163.0,0.1,0.0,0.0,120.0,40.0,80.0,50.0,4.0,4.0,10.0,3.0,17.0,111.0,19.0,54.0,76.0,13.0,107.0,0.0,1.0,40.0
13:48:40.575,0.5,0.1,189.0,671.0,0.1,0.0,0.0,40.0,80.0,10.0,52.0,19.0,25.0,100.0,96.0,29.0,2.0,27.0,73.0,21.0,73.0,48.0,0.0,1.0,20.0
13:48:44.649,1.9,0.1,50.0,932.0,0.1,0.0,0.0,10.0,10.0,110.0,52.0,11.0,23.0,108.0,12.0,31.0,13.0,104.0,2.0,107.0,15.0,38.0,0.0,1.0,50.0
13:48:48.835,0.9,0.1,154.0,578.0,0.1,0.0,0.0,40.0,70.0,60.0,94.0,39.0,9.0,60.0,8.0,3.0,95.0,29.0,39.0,91.0,19.0,105.0,0.0,1.0,15.0
13:48:53.705,0.4,0.1,34.0,3636.0,0.1,0.0,0.0,20.0,130.0,60.0,100.0,11.0,7.0,17.0,6.0,49.0,25.0,53.0,74.0,33.0,77.0,53.0,0.0,1.0,20.0
13:48:58.458,0.2,0.1,79.0,435.0,0.1,0.0,0.0,10.0,70.0,210.0,3.0,62.0,14.0,23.0,74.0,21.0,115.0,65.0,19.0,2.0,116.0,23.0,0.0,1.0,30.0
13:49:02.651,1.9,0.1,55.0,2692.0,0.1,0.0,0.0,40.0,10.0,190.0,52.0,35.0,9.0,90.0,11.0,27.0,85.0,29.0,15.0,58.0,19.0,21.0,0.0,1.0,15.0
13:49:06.885,0.4,0.1,92.0,1451.0,0.1,0.0,0.0,70.0,50.0,120.0,57.0,8.0,5.0,98.0,2.0,21.0,62.0,17.0,38.0,12.0,92.0,78.0,0.0,1.0,15.0
13:49:11.555,1.4,0.1,82.0,3256.0,0.1,0.0,0.0,20.0,10.0,80.0,11.0,8.0,38.0,112.0,116.0,56.0,43.0,45.0,75.0,25.0,76.0,31.0,0.0,1.0,15.0
13:49:16.552,0.9,0.1,31.0,1919.0,0.1,0.0,0.0,70.0,10.0,220.0,3.0,84.0,13.0,19.0,6.0,4.0,80.0,42.0,92.0,88.0,12.0,39.0,0.0,1.0,30.0
13:49:20.654,1.9,0.1,79.0,4450.0,0.1,0.0,0.0,80.0,40.0,10.0,39.0,38.0,13.0,93.0,25.0,35.0,5.0,83.0,53.0,89.0,8.0,3.0,0.0,1.0,45.0
13:49:24.922,0.5,0.1,66.0,2618.0,0.1,0.0,0.0,40.0,100.0,240.0,11.0,3.0,7.0,15.0,19.0,13.0,57.0,84.0,92.0,15.0,29.0,83.0,0.0,1.0,35.0
13:49:29.588,0.7,0.1,241.0,429.0,0.1,0.0,0.0,20.0,130.0,20.0,25.0,38.0,28.0,17.0,57.0,38.0,19.0,15.0,14.0,21.0,6.0,53.0,0.0,1.0,45.0
13:49:34.592,1.1,0.1,28.0,569.0,0.1,0.0,0.0,70.0,20.0,10.0,41.0,18.0,20.0,45.0,42.0,29.0,66.0,6.0,62.0,34.0,70.0,42.0,0.0,1.0,35.0
13:49:39.001,1.2,0.1,50.0,1373.0,0.1,0.0,0.0,70.0,20.0,20.0,21.0,93.0,15.0,73.0,50.0,25.0,43.0,6.0,6.0,83.0,89.0,27.0,0.0,1.0,50.0
13:49:44.487,1.3,0.1,124.0,685.0,0.1,0.0,0.0,10.0,100.0,160.0,75.0,42.0,33.0,46.0,52.0,77.0,29.0,12.0,11.0,70.0,35.0,13.0,0.0,1.0,20.0
13:49:48.853,1.3,0.1,174.0,4080.0,0.1,0.0,0.0,10.0,130.0,110.0,12.0,51.0,25.0,39.0,69.0,34.0,112.0,120.0,42.0,38.0,41.0,81.0,0.0,1.0,30.0
13:49:56.687,0.5,0.1,51.0,1363.0,0.1,0.0,0.0,100.0,40.0,250.0,61.0,4.0,5.0,33.0,11.0,38.0,57.0,30.0,73.0,99.0,21.0,17.0,0.0,1.0,20.0
13:50:00.931,0.5,0.1,233.0,389.0,0.1,0.0,0.0,10.0,20.0,80.0,64.0,11.0,10.0,52.0,50.0,116.0,8.0,9.0,10.0,39.0,42.0,45.0,0.0,1.0,30.0
