,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
10:15:05.292,26.99288424148031,17.971911388625113,67.21878806199024,53.0,0.71,-83.0,457.38873146515533,12.0,5.1,3.0,41.0,5.0,3.5,0.28,13551.07464839178,1841.0,1.0,0.8,860.0,1.664550240233916,47.31667104810421,7.4472041760334,317.0,758.0,3.8501375756891
10:15:08.307,12.688884142515766,12.754519831950669,115.9608613886158,-35.0,0.76,70.0,404.2580611277872,94.0,1.7,22.0,7.0,4.0,3.5,0.28,7015.5335672160745,7698.0,0.5,1.2,690.0,1.519604270898661,25.226992470580832,76.49163126007704,904.0,526.0,5.492858180130909
10:15:11.316,20.387304111755743,18.372726776425203,123.08536215048983,17.0,0.67,51.0,756.3084816006711,61.0,8.6,34.0,0.0,6.0,4.5,0.2,25735.889837855022,28395.0,0.3,0.3,540.0,2.1814778587551777,50.28157555561863,73.13807546381376,949.0,463.0,8.131241231757532
10:15:14.326,41.27610338761819,47.20286499379388,56.40345242222675,93.0,0.32,14.0,889.8991200271189,32.0,2.4,54.0,23.0,4.5,5.0,0.14,12887.243870969825,31979.0,0.6,1.8,760.0,2.2142415580477675,48.00064602781484,77.36308758791989,561.0,807.0,1.7085464159095356
10:15:17.338,11.383801015791452,43.773315404951965,254.28712046128823,-89.0,0.31,24.0,475.7854998960739,56.0,1.9,51.0,22.0,3.5,3.0,0.33,29087.966023749446,12309.0,0.4,1.9,220.0,2.094168074281148,84.68141674985242,105.70659712158258,94.0,839.0,7.540731786651388
10:15:20.355,49.91357755117922,9.49061285370734,172.0326377950635,17.0,0.49,-28.0,523.6905883445255,-23.0,8.4,51.0,14.0,2.5,6.0,0.36,9108.004620677502,12804.0,0.3,0.6,530.0,1.5530637684313635,98.55444958054417,42.01613218052171,308.0,247.0,8.312123679634864
10:15:23.367,47.22048192227174,46.95036053650259,10.54677310812616,-43.0,0.12,52.0,361.301157357172,38.0,4.0,68.0,19.0,4.0,3.5,0.26,16022.615512013457,25754.0,0.5,0.6,330.0,2.518470742738468,84.31646674234197,31.358823828172678,903.0,170.0,3.885003896642435
10:15:26.381,41.90863856189921,39.789587558948625,78.53706509817968,75.0,0.04,-63.0,685.4518904093757,-26.0,5.7,69.0,13.0,5.5,5.0,0.11,7443.117424771868,28805.0,0.6,0.9,730.0,1.0494078364549175,65.02043419854407,54.82735952107842,957.0,236.0,6.963992886734219
10:15:32.966,45.665987971657664,23.766731585862797,96.30767097324122,-86.0,0.14,-75.0,426.05635593300366,-14.0,7.0,49.0,0.0,4.5,5.5,0.26,12029.355460564062,26592.0,0.5,0.9,280.0,1.1727908085680618,57.709182744696875,54.49835220662119,210.0,933.0,5.234669344301044
10:15:35.975,30.216321577753334,37.52865463453648,57.46528382137347,10.0,0.14,50.0,312.6245797529709,35.0,2.3,36.0,45.0,3.5,3.5,0.14,3810.4598152771337,11993.0,0.8,1.3,950.0,1.7039757126253319,82.81699593492915,6.657917032685194,9.0,440.0,8.700878775736099
10:15:38.982,30.855885482783165,43.42034104281525,187.3365028673631,34.0,0.95,-72.0,553.631260266979,-60.0,6.7,11.0,36.0,5.5,3.5,0.23,2586.2169327392858,2062.0,0.7,0.2,460.0,1.6873218627455717,19.689434828931454,35.6803187887909,353.0,748.0,4.153682954527381
10:15:41.990,22.35069393374212,42.906826484283144,51.39755280109286,35.0,0.14,-89.0,234.35367743896742,54.0,9.4,32.0,64.0,3.0,4.5,0.16,5931.477207605367,1280.0,0.6,0.7,160.0,1.1288630747414896,70.04228947484965,106.77903882393495,379.0,436.0,3.0687713579986635
10:15:45.005,13.855299029328895,38.458051114446405,2.8133522983626458,23.0,0.06,-48.0,554.4285856794519,-45.0,1.9,63.0,59.0,4.5,3.5,0.38,7178.275495852852,13099.0,0.9,1.1,450.0,1.5752807513722804,29.480399481016285,60.4092238614574,582.0,555.0,8.164744000801857
10:15:48.028,16.41991682724394,41.15530684201014,174.0350281853204,-32.0,0.88,-38.0,758.7790212025714,81.0,5.4,70.0,64.0,4.5,6.0,0.15,20311.992027055683,29735.0,1.0,0.9,230.0,2.601683445218465,10.402026473345337,107.67170967810623,967.0,117.0,1.094378588740565
10:15:51.038,43.97505125146031,26.17627081194113,90.83032472829606,-38.0,0.68,-1.0,226.29089606299257,-10.0,1.3,33.0,37.0,6.0,3.0,0.28,22744.379889692515,5338.0,0.3,0.7,800.0,1.5229806144229099,74.58276305997249,77.16500310226907,261.0,229.0,7.91657001869528
10:15:54.050,8.835928425919253,18.109079563833227,217.16408204167143,36.0,0.13,-16.0,220.73091677643126,-69.0,5.7,54.0,51.0,3.5,4.5,0.21,10340.534832705527,22035.0,1.0,1.1,780.0,2.154339386720002,70.40362041770355,21.92414102579637,880.0,631.0,3.184111658911563
10:15:57.062,35.21432289410724,20.484300359873227,65.87098171822097,-59.0,0.1,-98.0,806.8730296603618,-29.0,0.9,8.0,9.0,4.5,3.0,0.19,12050.36641418884,3893.0,0.3,0.4,50.0,1.09044527648044,14.814346095481499,25.858443164208452,993.0,378.0,4.039271625263439
10:16:00.074,28.953405256066954,47.480079473691944,164.52747623772913,8.0,0.04,-59.0,119.1853339508572,-25.0,2.8,53.0,11.0,5.0,6.0,0.35,5665.852381274538,18070.0,0.5,1.5,570.0,1.986152498930559,45.134213024380436,86.18097245554651,554.0,93.0,5.313219543502969
10:16:03.088,9.24754263281017,19.681822005276697,202.30186883673906,74.0,0.84,12.0,415.97145162932475,81.0,9.4,35.0,6.0,3.0,4.0,0.25,5839.697351807918,1073.0,0.4,2.0,810.0,2.8862342468878497,30.785816143703205,24.33484275205739,5.0,627.0,7.692684267843262
10:16:09.682,27.433563157264917,29.166490498314328,86.20028062178285,86.0,0.62,85.0,184.8060253399823,-26.0,0.2,58.0,0.0,4.5,5.5,0.25,6277.722243982445,830.0,0.3,1.6,60.0,2.7571541142447007,73.47253723281203,97.85663923965085,443.0,303.0,2.0557350401936847
10:16:12.690,37.95514843188911,13.046444992086057,34.52466921785626,-46.0,0.46,-66.0,889.0046225501703,-20.0,9.7,61.0,33.0,4.0,3.5,0.12,656.816299459263,6683.0,0.9,0.7,10.0,1.4786462691443831,59.850599868417966,43.50652482541086,695.0,917.0,3.316610495129718
10:16:15.702,24.256877407862618,6.979866351853557,144.73942424752417,57.0,0.56,25.0,596.6336988985037,31.0,2.8,4.0,16.0,5.0,6.0,0.12,11297.333978605437,9714.0,0.3,1.6,380.0,2.9257136637475343,9.694298533697948,29.461208147802978,787.0,613.0,0.6784274275332529
10:16:18.710,28.78547671303232,34.41509034092573,69.03069573432418,80.0,0.93,81.0,888.6119504519612,86.0,1.1,37.0,37.0,5.0,5.0,0.37,19077.901385369878,2294.0,0.2,0.2,870.0,1.2832368319679384,66.1926435264105,8.002745506178893,15.0,23.0,2.9357475022816963
10:16:21.720,44.77343513199037,42.3168560687314,61.50531322647019,0.0,0.1,59.0,109.74768989055595,-77.0,1.2,56.0,4.0,4.5,5.0,0.26,4120.519006666711,25192.0,0.2,0.6,200.0,2.6667848667731247,17.48761448090477,96.65570652050218,829.0,970.0,7.58508906153709
10:16:24.729,22.68439393122339,39.140436113818865,182.7679462109283,-70.0,0.73,-34.0,839.6884678517284,-51.0,3.2,37.0,57.0,4.5,4.5,0.11,21135.994305460907,30091.0,0.5,0.4,140.0,1.1785740515874412,28.024303306322206,95.75293711526294,897.0,392.0,9.570965643877535
10:16:27.744,12.445292308382047,13.83368731182768,147.56542975511485,-36.0,0.3,-75.0,694.9992510920525,-72.0,6.7,23.0,19.0,3.5,6.0,0.25,14491.184464650541,30993.0,0.7,0.1,160.0,2.694244802501725,21.00947078610947,51.67056637827865,491.0,433.0,1.1126983937694899
10:16:30.756,35.13272614693342,40.240929738368116,155.5155247979814,62.0,0.85,54.0,384.2205660472548,-51.0,6.2,10.0,62.0,3.0,6.0,0.38,30266.074589960604,11215.0,0.4,1.2,430.0,2.0116343430478008,20.97131595240409,115.62682487165706,790.0,12.0,9.203336135291554
10:16:33.773,7.7974006393436195,17.683728260093424,17.439757064125175,-78.0,0.2,-84.0,998.8418071438069,-25.0,7.3,52.0,47.0,6.0,5.0,0.2,26254.656167499255,10372.0,0.4,1.9,980.0,1.4125242923283887,36.738215724707146,70.4896458848917,628.0,376.0,8.756379928946181
10:16:36.781,10.473913300068581,8.936477990256746,46.54894741168447,-66.0,0.79,25.0,177.83867956963735,-56.0,0.1,2.0,21.0,4.0,5.5,0.12,17499.629985775417,3539.0,0.2,0.8,40.0,2.735209490130604,88.44715396434015,78.96056161730544,29.0,999.0,4.750447924560415
10:16:39.791,25.406336409637937,43.171176324778536,60.96949852648939,22.0,0.99,32.0,101.84918528291819,-74.0,0.9,59.0,44.0,2.5,3.0,0.27,21391.332645353617,18686.0,0.4,0.6,170.0,1.5590051690367897,88.04031828062286,46.84881871107422,20.0,871.0,5.91249370632591
10:16:46.388,21.347674424515002,14.667726766038292,213.18255371036946,18.0,0.85,47.0,313.32950322779345,-42.0,9.0,59.0,50.0,4.5,4.0,0.38,14460.34855599931,10256.0,0.1,0.8,750.0,1.85718777405205,92.20368866378153,107.30782151532692,583.0,337.0,7.295427350294838
10:16:49.409,29.92142657236487,33.0727169607061,28.020566937396836,-11.0,0.4,-61.0,425.45720754863885,-22.0,1.0,11.0,43.0,4.5,6.0,0.26,1292.4299923853623,1586.0,0.7,1.0,610.0,1.7250644724371171,25.812326987444532,20.765381585888925,765.0,906.0,1.9055915238446572
10:16:52.419,15.431830898702012,6.147852237229138,86.94044073002598,68.0,0.61,40.0,668.6890272891097,-55.0,2.2,49.0,24.0,6.0,3.5,0.28,3972.8023366594894,14012.0,0.2,0.8,510.0,1.7396720555239742,72.5282182439636,49.3692107118759,891.0,581.0,7.305462251050299
