,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:43:52.113,28607.01907249727,43280.45906956894,221.4210840581481,-132.0,0.843656624185634,620.0,0.3968696915501311,0.4912493219420224,-12.0,83.0,1.0,3000.0,210.0,53.406141292283635,36.0,85.0,9.0,0.6,7.401917716768342,9.0,0.05,0.01,27.99193991752997,-113.0,138.0
14:43:55.118,32621.316618297937,36999.155044490726,231.40450799310665,-161.0,0.5596797932652784,200.0,-0.5982675981761485,0.5449248149993977,66.0,38.0,100.0,4000.0,156.0,14.520799676930885,15.0,60.0,8.0,0.42,4.902354242155806,2.0,0.2,0.02,23.611490177229015,-117.0,-79.0
14:43:58.121,18482.523579048826,13578.424686645352,584.6461895946238,-62.0,-0.2603844002060657,520.0,-0.09409378957769166,-0.4982485646827713,29.0,3.0,89.0,3800.0,71.0,9.115800235709148,37.0,60.0,4.0,0.2,10.992558289692257,4.0,0.02,0.02,8.765805149125338,-59.0,29.0
14:44:01.126,49.85029982522253,59708.53215708586,157.68882117802502,-66.0,-0.1884818309422382,970.0,0.8471381703455938,0.5160684110626479,-121.0,16.0,67.0,2300.0,164.0,6.061223231999325,18.0,98.0,10.0,0.32,11.37290315127384,6.0,0.05,0.0,24.63278524428353,-17.0,-12.0
14:44:04.130,9464.827760531689,71656.41772901472,111.52879918245276,109.0,0.15644173889099322,950.0,-0.37328106009698125,-0.4208921848523953,24.0,39.0,22.0,900.0,233.0,27.110004820090595,17.0,23.0,3.0,0.3,4.048767963474308,2.0,0.17,0.0,22.068299728839197,-94.0,-81.0
14:44:07.134,17483.272959995295,57642.18265661232,412.86132146954134,144.0,0.774231603779665,640.0,0.8961418358557973,0.5229995907452074,-58.0,6.0,88.0,4300.0,39.0,34.76624731923388,30.0,13.0,8.0,0.53,6.286617922410711,9.0,0.08,0.01,20.817638592595944,-71.0,-20.0
14:44:10.136,6420.707075451042,17558.320857083254,44.2264684328646,83.0,-0.20213375696949426,630.0,0.8859209216972206,0.8861656635371069,4.0,75.0,1.0,3200.0,113.0,40.80008943315825,51.0,36.0,5.0,0.36,11.440590527610025,8.0,0.12,0.02,9.377248376171762,80.0,-20.0
14:44:13.141,8379.995302620893,78114.31680784092,821.6229156803669,27.0,-0.22829058642059147,900.0,0.7199570179738519,0.6279033262733988,82.0,56.0,55.0,2100.0,220.0,98.51557288456709,32.0,1.0,8.0,0.6,11.292788325614842,10.0,0.18,0.02,16.758124001670126,55.0,-54.0
14:44:16.575,6738.581535544413,93952.13666942863,156.62251106537542,61.0,-0.3000371569653422,580.0,-0.5590594284380003,0.06975543171466381,13.0,55.0,25.0,1300.0,126.0,2.923545098410074,46.0,76.0,2.0,0.49,10.723357462392743,3.0,0.2,0.02,19.357285724355123,-48.0,172.0
14:44:19.579,2929.1364418339986,4933.7007100551555,712.5451077482087,-136.0,-0.3746581296200099,100.0,0.5629906302661425,0.21189042290190296,-106.0,2.0,22.0,200.0,183.0,7.568954955410834,73.0,66.0,6.0,0.44,10.228104286193894,9.0,0.15,0.0,29.695776896432037,-6.0,-52.0
