,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
03:16:18.745,90529.0,0.2,1.3,-3.1,0.7706667196651699,0.8,21586.27667523457,17039.0,40.0,2.4857646187561024
03:16:21.753,142342.0,0.5,0.4,-8.8,0.7747682822238885,1.2,17131.348517664843,8367.0,300.0,1.8640770130296829
03:16:24.760,65753.0,0.9,0.9,5.0,2.2802976055720388,2.9,20896.479393127232,31312.0,590.0,1.1146427058482702
03:16:27.764,50393.0,1.0,1.8,-1.3,2.215421319984272,3.6,18617.303663921648,30433.0,380.0,1.7631042019048322
03:16:30.772,167106.0,0.1,1.3,6.5,2.46447099244778,3.0,24690.767416765848,29219.0,830.0,1.155617190970997
03:16:33.785,187466.0,1.0,1.8,-5.6,0.4206586827288284,3.2,20617.41712927231,18755.0,240.0,2.8744420847080074
03:16:36.793,104650.0,0.5,1.6,-8.2,0.9882033564713216,2.3,24033.730701485823,12126.0,60.0,1.8814340261171167
03:16:39.802,84822.0,0.1,1.8,2.0,0.7795432733320276,1.2,18729.93182106103,27874.0,100.0,2.6146249431106545
03:16:42.809,103938.0,0.8,0.4,-7.0,1.4688827449434634,2.8,27649.578610814293,6093.0,780.0,1.935836010760838
03:16:45.820,183520.0,0.6,0.5,-1.1,0.9038023800459428,1.8,7837.491271496281,20270.0,640.0,1.0571873082106642
03:16:48.836,293609.0,0.4,1.1,4.6,2.510544684707757,0.3,7608.277467490288,26711.0,760.0,2.895515817684186
03:16:51.850,255342.0,0.9,0.9,-4.9,1.942688417599553,4.4,12366.475830926009,1148.0,500.0,2.2052410339898465
03:16:54.864,285889.0,0.3,0.6,6.1,1.3361641190460174,0.2,20830.84101514998,15768.0,10.0,1.4890106722213072
03:16:57.870,35577.0,0.5,1.1,7.4,2.2719450669027887,4.1,28616.44709001293,31647.0,500.0,2.5882529363303486
03:17:00.878,113099.0,1.0,0.6,6.6,0.8097024669581149,3.9,7563.239386699117,29851.0,600.0,1.6282564875229355
03:17:03.888,136115.0,0.2,0.1,6.7,2.2048751353708056,4.0,28983.849922003286,16625.0,880.0,1.99664220101328
03:17:06.900,213691.0,0.4,1.3,-1.4,2.209455082825172,1.4,7027.770654284657,9069.0,530.0,1.4322068604207512
03:17:09.910,202329.0,0.1,1.0,-6.4,1.372823697138934,2.9,21712.305100809008,11576.0,170.0,1.811131328447833
