,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
09:11:40.057,10.04625721559058,32.00168102254736,179.60224330250713,-93.0,0.68,18.0,966.7819227233899,55.0,3.7,28.0,18.0,4.5,4.5,0.16,754.4706353200032,11740.0,0.1,0.1,350.0,1.8957196579692022,61.88611070967222,31.279038770538552,243.0,419.0,2.509870688431943
09:11:43.068,15.633367725976733,20.962301015709297,175.8269231249398,59.0,0.33,14.0,712.8573806006749,-49.0,3.7,32.0,31.0,5.5,3.0,0.11,16656.811803530934,30784.0,1.0,1.5,420.0,2.901600714119917,30.302563492242655,36.86477125028701,835.0,470.0,9.008173240924918
09:11:46.079,19.16013402738244,49.902013250367304,7.84511811500553,10.0,0.66,84.0,176.8525261499494,57.0,6.1,24.0,20.0,3.0,3.0,0.4,1344.1819209432012,14108.0,0.1,0.8,360.0,2.494217767302295,28.867371948523804,118.5380763898834,909.0,161.0,9.600711885528495
09:11:49.088,26.428319232629452,5.064235400654364,202.77013686140324,-98.0,0.14,63.0,329.3620502620881,-68.0,4.3,37.0,41.0,3.5,4.0,0.36,26633.389502263362,2283.0,0.7,1.1,150.0,1.4176371573062152,82.35702108258124,89.13618510021217,230.0,982.0,5.665740165531552
09:11:52.101,44.21642988645706,9.127212573080222,169.03335879276938,57.0,0.34,-26.0,757.7889006072074,-30.0,8.0,53.0,22.0,3.5,6.0,0.11,28016.543734312727,29953.0,0.6,0.8,510.0,2.525557621690134,29.393116812108342,42.751283188187955,572.0,493.0,1.8765540043974132
09:11:55.117,23.61052269908613,44.613786245430525,204.778322908144,-59.0,0.37,-19.0,432.84421372136484,0.0,9.8,46.0,28.0,2.5,3.0,0.39,30751.54811534906,14251.0,0.1,0.8,470.0,1.2920639818079238,1.8312164753369702,63.416312631219725,223.0,467.0,6.412679385538505
09:11:58.133,21.751604499660257,12.120957944913995,35.83263517558866,90.0,0.88,30.0,342.4203717815762,37.0,6.8,45.0,47.0,4.0,4.5,0.32,11680.185791506829,11462.0,0.7,1.1,280.0,2.9772207986833568,74.91749828630049,21.542958998773084,993.0,738.0,6.79865663119757
09:12:01.141,38.35475780063061,26.686290695926164,167.12917877176176,58.0,0.52,-77.0,205.57496159950293,29.0,9.0,57.0,8.0,5.5,2.5,0.26,25682.997712369008,19508.0,0.4,1.2,490.0,2.909930411856078,68.27670548160954,80.26980604751462,666.0,97.0,7.544216563421139
09:12:04.154,29.412460909813987,16.149185380947785,184.35971325538026,-13.0,0.41,20.0,327.9300397077626,-45.0,3.8,0.0,20.0,6.0,4.0,0.19,15656.977506719779,29901.0,0.9,0.7,420.0,2.44170145140493,63.51828768989261,9.920824045246427,811.0,425.0,9.236189091568255
09:12:07.162,36.69070863282662,45.50387275059761,18.645573668187964,76.0,0.14,96.0,2.438013678126227,81.0,3.2,70.0,0.0,5.5,6.0,0.39,18239.816207800406,25340.0,0.1,0.3,780.0,2.421275711663379,58.178292383303074,46.37671129660108,990.0,465.0,0.5208577399761918
