,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
13:48:24.486,670.0,330.0,-4.8,3.8257058915567157,5.736959587678591,960.0,150.0,1400.0,23.476269091867756,5.3032679814729855,230.0,76.0,65.0,-0.614492109980328,0.4711823753574119,0.2677157214946365,40.0,23.602530028261338,15.485844535528807,3200.0,26.0,51.0,1.1828632914408317,20241.805904776826,2465.0
13:48:27.497,1420.0,400.0,-3.8,5.036142845535939,9.270161498135156,60.0,1700.0,1000.0,41.082915530476136,7.5466090505094225,930.0,69.0,32.0,-0.7159024766030634,-0.16768598733894713,-0.14949312133778048,201.0,84.01136521510517,7.521328404286859,2200.0,92.0,82.0,2.226412072455434,7461.993133671605,25764.0
13:48:30.509,1920.0,350.0,-3.3,6.083777203593072,3.5094624163712194,760.0,1300.0,1500.0,16.714135705099803,0.6403951712081195,60.0,67.0,41.0,-0.46862924709928266,-0.38483700892548944,0.8681817369517515,42.0,54.423598556199494,5.5776191592232225,4100.0,98.0,5.0,2.405764578769797,28746.07157938645,967.0
13:48:33.521,970.0,150.0,-4.8,1.147030128163692,9.162769778808368,1010.0,1550.0,950.0,44.392955469369724,1.4705714952951539,770.0,93.0,84.0,0.8155076842323015,-0.35223177333969624,-0.21654055396041388,187.0,68.17240600172532,27.68556645795443,3200.0,33.0,21.0,1.7396719363135604,29984.138523187925,24154.0
13:48:36.556,1470.0,280.0,-3.7,8.775009326978626,4.095823707716456,260.0,1900.0,1400.0,0.8523833895856259,7.931605867888898,260.0,5.0,30.0,0.9489685129499492,-0.4630819828412751,-0.4490158176767279,209.0,80.70786649991555,5.454702681306073,3200.0,81.0,86.0,1.6463183282470908,10389.080999558837,28615.0
13:48:39.571,670.0,330.0,-4.5,4.211217879076038,5.073240714820053,660.0,1400.0,1650.0,30.680387006694616,0.44256605337388066,170.0,76.0,8.0,-0.8599513042437412,0.6296070846360373,0.6204166950583756,179.0,9.313722158965865,22.808919653304418,1100.0,47.0,87.0,1.745879314681855,28571.690700543633,6949.0
13:48:42.593,1620.0,100.0,-1.6,5.011896215295097,9.125295065229276,860.0,2000.0,1150.0,32.276577547701514,0.7968049814510287,130.0,20.0,59.0,-0.8505235504039935,0.4716475383951426,0.04163728951641943,202.0,19.646236671014695,21.10178614247556,3600.0,77.0,87.0,2.555393292617973,30636.27480072984,28972.0
13:48:45.623,1470.0,180.0,-1.9,6.553613257265135,4.845018844693387,960.0,850.0,1850.0,31.584598438474043,7.698760282454654,290.0,49.0,84.0,-0.16417422661633008,0.3207471873990031,-0.26331531725558066,244.0,73.29008985107197,10.292791760275087,4300.0,99.0,89.0,2.912342253976048,13672.779037929085,28461.0
13:48:48.640,1170.0,230.0,-3.9,8.932942815300038,6.081224040637869,260.0,950.0,2000.0,17.512238979485307,0.2056643367867954,730.0,90.0,98.0,0.7790829246402946,0.06035308737263123,0.4636610935465484,169.0,19.086277184091905,14.093146188510897,3100.0,27.0,97.0,2.241653119701562,24830.21966747171,10179.0
13:48:51.650,1470.0,330.0,-4.1,8.627730337471032,1.8872175708800527,760.0,1500.0,1450.0,1.6026388489292664,2.2701392808115015,150.0,30.0,87.0,0.05523977583102546,0.2570278950263942,0.35089521366267373,176.0,53.994334333949354,21.681131127404907,400.0,60.0,4.0,1.6725656813525356,9062.72978089993,19026.0
13:48:54.666,1320.0,180.0,-1.6,9.719839989404,8.195400420117501,210.0,400.0,900.0,11.345317340673649,6.497447279292975,120.0,60.0,70.0,0.2887871771282118,0.8992097807753925,0.48668222015328677,97.0,26.385277100762707,17.81516604922541,3100.0,7.0,57.0,2.6255785031416927,1261.6618618915045,12646.0
13:48:57.694,720.0,290.0,-1.0,8.356878758603841,9.694488567424983,760.0,700.0,1650.0,29.894706530150312,3.0161893011503302,160.0,29.0,21.0,-0.665158726458266,0.28501130201227765,-0.19696911179629878,118.0,28.237138653353956,18.94294194862026,1100.0,18.0,69.0,2.2551566803027034,8052.798480688864,7274.0
13:49:00.758,1370.0,350.0,-0.6,1.3342679575529282,9.079755678959907,910.0,1900.0,1650.0,21.158836115119566,4.661654877416034,510.0,47.0,76.0,-0.9457561929459066,0.8223159263431776,0.4337756430030273,70.0,74.26768676035724,9.59176527227886,400.0,61.0,15.0,2.4952626703193967,28016.665525999197,13984.0
13:49:03.773,1320.0,490.0,-2.9,1.2743327731508067,3.049596286294611,660.0,100.0,950.0,2.475948001926925,4.942305829409577,260.0,21.0,30.0,-0.07585157513032725,0.8264901888326934,-0.38724752475587126,40.0,24.201722021042983,11.912621420009419,3100.0,8.0,68.0,1.6108800353287478,22746.491004361742,25508.0
