,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG
09:09:13.256,155145.0,1.5547641115936215,40.44711130672616,1615.3237287767631,1013.909961780716,4.2,14200.0,1560.6432119444355,9750.0,990.0,2.4870587199010923,650.0,1.7,162.8902521222495,247.5118557885642
09:09:16.268,147299.0,1.5905664999666915,19.23866904032532,1722.7274559959617,7546.775872132285,0.3,17800.0,1355.5963323338633,23107.0,20.0,3.177409125737839,950.0,8.4,50.52986574062584,151.83241869461983
09:09:19.272,41541.0,2.2527601475606134,80.2246054667858,1797.7764629956064,736.8692012613413,2.2,10800.0,1428.9890341766456,18004.0,1290.0,3.427739183338239,1600.0,1.1,58.98312316061628,172.6499556945615
09:09:22.285,286544.0,2.178501583255508,41.24310973731249,1222.7265704872316,9315.841909286792,0.8,16800.0,1943.457519309594,13324.0,1380.0,3.861098967256545,2000.0,4.4,30.801092045579505,188.37657643095332
09:09:25.300,233269.0,0.5867881959169229,71.16279598521815,1447.2211284957402,7836.530388325011,3.4,2400.0,1654.838584908797,26388.0,1900.0,2.7007060460851564,950.0,1.3,81.95024378235658,43.91894493908088
09:09:28.316,205121.0,2.992268056565416,1.9863236620211453,1844.7355591914295,7595.23779366976,1.6,18000.0,1298.951628036402,23019.0,2190.0,3.63208874480214,150.0,8.8,216.6052736003611,105.75458870593314
09:09:31.329,243421.0,1.6674895679200818,1.7297837601923334,1067.0619354753171,8362.348297502182,0.9,9100.0,1995.9605402629356,9852.0,2280.0,3.246520469564611,900.0,5.9,7.524188495629066,203.0992039497514
09:09:34.335,133180.0,0.4738385547955711,21.088822974895454,1801.2848481935528,1922.160235222804,1.2,7700.0,1563.6015031943869,3962.0,600.0,0.0310049068201765,1450.0,7.9,50.91117632804126,32.11890143840397
09:09:37.340,49921.0,2.5594683261154785,88.25144342157945,1990.795842782045,544.5789614331433,3.2,9300.0,1556.213465630528,27680.0,2540.0,0.9601379518106294,1650.0,1.5,202.4805500151964,143.44232695932956
09:09:40.347,61571.0,2.1202694267881244,72.02426293116982,1061.002848483707,7838.200004665021,0.8,8800.0,1892.1765759353173,26307.0,1760.0,3.561091539439717,1150.0,9.4,74.4589970754411,223.1006336750726
09:09:43.358,216412.0,0.5310231602249137,18.8527540061416,1260.1207189813254,1329.2116514462164,4.9,1700.0,1414.4641103155286,28386.0,1940.0,2.744142530684501,1150.0,3.8,128.3243762988633,178.55379944371776
09:09:46.371,198609.0,1.2358064257318937,90.90937374201384,1239.7726837289877,3678.867026432301,0.3,4300.0,1874.5204184075465,7412.0,1020.0,0.9713383926289788,1600.0,1.4,231.59107390942305,33.9199146666254
09:09:49.383,290907.0,0.4075112172911406,4.74669232508383,1657.0879054381826,6205.704892600092,4.2,5700.0,1889.0060893920288,9819.0,30.0,3.2357812626094606,50.0,7.4,187.72895282800152,161.28937683161988
09:09:52.391,155460.0,1.5012836365075115,45.62892851951521,1302.5369545504468,1652.6693164949347,4.6,3900.0,1491.378168952351,5576.0,2310.0,1.1709241193941424,1900.0,9.1,53.29276387683063,109.92554133895403
