,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
13:27:43.274,570.0,200.0,-4.2,2.7945932506429756,7.915248884859244,910.0,1450.0,1600.0,25.1071079283742,4.036749356941805,600.0,42.0,52.0,0.7418535517278619,0.6411689723849345,-0.10766071056886622,134.0,26.93972489373213,1.4349311737434016,2000.0,36.0,29.0,2.7744634752126687,31038.70241452749,17879.0
13:27:46.283,1770.0,190.0,-0.0,8.913021922627394,7.8921030370935465,760.0,700.0,1900.0,14.36734485275527,0.6317229243501989,520.0,5.0,38.0,0.43963255131457113,0.20940562427300569,0.6646816469159467,143.0,91.52611780582731,22.607308633264182,800.0,82.0,19.0,1.5246777001315783,31930.09949265192,18913.0
13:27:49.303,1320.0,230.0,-2.9,9.065967889711263,7.252757705021351,410.0,400.0,1100.0,14.542824451198133,3.9020755334745534,390.0,9.0,61.0,-0.16368800651980586,-0.23341963459940857,0.5896837899524621,31.0,83.65090551149349,24.219521843517064,100.0,76.0,31.0,2.2647400586346924,2212.605198724635,24595.0
13:27:52.317,1320.0,130.0,-4.6,4.401197678834167,6.622951814275385,560.0,850.0,850.0,3.80880813880633,7.560237139653575,80.0,63.0,77.0,0.7779062686507014,0.07111215029649154,-0.30327502148236174,35.0,17.529478084751737,12.62995021625346,2300.0,24.0,72.0,1.1511325154002852,8994.03436110276,31449.0
13:27:55.333,1170.0,280.0,-2.3,9.74082637665486,8.089326470706961,310.0,750.0,1250.0,47.592903379582886,3.355954212983799,130.0,99.0,92.0,-0.6913589255132111,0.7622608229044119,0.29144457922033706,62.0,24.25295437200007,26.966106126625988,4500.0,82.0,77.0,2.823187924969993,9115.0842452568,20595.0
13:27:58.361,820.0,300.0,-3.9,5.930311343927436,9.093618525049868,710.0,1450.0,1150.0,18.812733400127946,5.99811740435747,320.0,52.0,11.0,0.10649814583274941,0.93858980411816,-0.2947117341634717,78.0,26.58328364704856,18.06507222406627,4100.0,87.0,69.0,1.7916111367434693,7187.21654623175,22110.0
13:28:01.369,1470.0,130.0,-3.5,8.907122637554462,3.89264071460227,60.0,1050.0,1800.0,23.68578430914681,2.366005278625229,800.0,46.0,39.0,0.528675578958183,0.5796069248770181,-0.4696859209013233,55.0,72.4357756809688,27.663918049170256,1200.0,55.0,82.0,2.1312955553426303,20219.153283583804,12945.0
13:28:04.384,1570.0,300.0,-4.6,4.5165445103880195,2.7077261806636694,660.0,1700.0,1200.0,5.613436323895704,1.37641787710744,230.0,85.0,18.0,0.356111955391504,-0.1799146358932635,0.6202106991103127,133.0,17.3911602081534,8.220089530318425,2900.0,98.0,83.0,1.7474194571067259,16796.76784184695,31542.0
13:28:07.404,1720.0,150.0,-0.4,3.9987531213832317,5.49181037591591,210.0,400.0,900.0,23.46103255009139,4.995755265716902,620.0,93.0,13.0,-0.10260605872747874,-0.08997436210936288,-0.14734131993773159,78.0,23.769586384848395,5.569085735576917,2400.0,30.0,93.0,2.1666769079925894,19402.478917819346,19728.0
13:28:10.410,170.0,430.0,-2.3,8.952564843440625,5.966929001440968,460.0,1500.0,1250.0,21.960746160309576,4.748239306323624,420.0,14.0,31.0,0.2840558240419693,-0.3287961584715784,0.8968321946810773,99.0,76.36778527702266,24.09369604450695,1600.0,28.0,27.0,2.3156943527088387,899.2725125125091,1792.0
13:28:13.419,1420.0,500.0,-2.4,0.9933240759198103,1.599499287293351,260.0,1800.0,1450.0,32.46517269552473,7.671193351377434,120.0,74.0,14.0,-0.5779566611969527,0.028342947472159707,-0.01959605090172656,123.0,87.92674776485904,17.34803507962611,100.0,27.0,81.0,1.8199516667708686,12411.951503547556,2467.0
13:28:16.431,670.0,240.0,-0.9,7.766373759554818,6.065911666536465,660.0,1400.0,1350.0,47.39917749957314,3.1344333200415555,460.0,22.0,22.0,-0.17221575697529612,-0.013370957419132468,0.3830208982692711,221.0,96.73847953973204,19.28954634449706,2500.0,98.0,93.0,2.792103526878213,21387.98953078197,24363.0
13:28:19.444,1570.0,150.0,-0.4,1.2449299443186013,3.8439822944410347,360.0,500.0,1150.0,18.90399950201636,7.943823197168516,880.0,52.0,88.0,-0.912863239902336,0.12383731844538015,-0.196846569003716,150.0,41.31250342043832,29.004750794878397,3900.0,12.0,73.0,2.1957680027985624,9568.874277834586,31470.0
13:28:22.471,1570.0,40.0,-2.0,4.964228546781594,9.372069427064858,1010.0,900.0,1100.0,35.28942864228353,2.439285238054624,450.0,66.0,60.0,-0.1491931942911393,0.7662102594088138,-0.41092656325240534,122.0,93.16535860158062,13.963756740605346,3100.0,75.0,34.0,1.0131575966615047,5961.9059018763755,444.0
