,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
00:35:11.463,7058.0,0.4,0.6,6.4,0.3598583282042228,1.1,4344.889318981328,20832.0,320.0,2.117653267689887
00:35:14.477,296749.0,0.2,1.5,-0.5,1.4267885858669718,4.9,32759.855362876344,30213.0,390.0,2.1964303495633546
00:35:17.484,60314.0,0.6,1.0,-6.8,0.7292090220517777,2.9,4914.941085496678,14177.0,960.0,2.175348447226349
00:35:20.493,126957.0,0.2,1.8,-7.2,2.4588645504847686,4.9,7257.979491247237,22869.0,70.0,1.5971238665303849
00:35:23.504,181813.0,0.3,1.6,6.6,2.7449279643269557,3.1,16356.742164859374,18224.0,730.0,1.6267494844705428
00:35:26.519,251752.0,0.7,1.5,8.5,1.8521910980469813,0.7,539.2806901296261,4562.0,650.0,1.6324542846957173
00:35:29.524,71338.0,0.1,0.1,7.8,0.2636745241663214,0.1,12035.930316393757,2248.0,820.0,1.4488721872649775
00:35:32.528,11101.0,0.7,1.5,-2.1,2.0475231159138003,0.2,5199.985132277073,22356.0,930.0,2.773248599420397
00:35:35.541,247381.0,1.0,0.7,1.1,1.4335528995935642,3.3,20133.741148852267,2881.0,350.0,2.9561673498239838
00:35:38.550,128090.0,0.6,1.1,-5.0,0.4000178034316948,3.5,8513.36573438889,12424.0,10.0,1.6591019324394016
00:35:41.556,48084.0,0.8,1.4,-6.7,2.752163772909074,4.6,12922.582303402349,12500.0,530.0,1.5270063768185702
00:35:44.567,169673.0,0.9,2.0,-8.5,1.071844047123594,2.6,10117.504361318244,17756.0,70.0,1.2430574253915354
00:35:47.580,218702.0,0.4,0.4,7.3,1.2073360748624267,1.1,25715.42385166916,23385.0,20.0,2.4437631753055284
00:35:50.592,178033.0,0.8,2.0,-9.3,1.161632073427648,0.3,31593.405101710472,22227.0,430.0,1.3159436913009959
00:35:53.604,228251.0,0.9,1.3,-5.1,1.7640285249856673,0.3,13148.25008775448,8703.0,640.0,1.60033340488456
00:35:56.614,137479.0,0.4,1.4,2.8,1.4654450567113153,1.5,23246.937107501828,20928.0,630.0,2.8429861887925565
00:35:59.620,94909.0,0.6,0.1,-8.7,2.1809676881093796,1.4,24965.076973205058,2273.0,30.0,1.7463495596228278
00:36:02.626,114295.0,0.2,1.5,-2.1,0.6872226326102131,2.4,31668.045526946353,16705.0,70.0,2.7202738424590085
00:36:05.630,2286.0,0.3,1.0,2.1,1.1838649687538978,2.5,28699.535014229066,5172.0,530.0,2.944216600517663
00:36:08.638,89295.0,1.0,0.8,4.6,2.8632769136817444,2.7,12742.392936236014,23881.0,930.0,1.8111522573906151
00:36:11.645,86696.0,0.6,1.6,2.7,2.053336787927086,2.7,27774.038476217716,10912.0,50.0,1.5554983930499455
00:36:14.669,241248.0,0.3,1.7,-5.0,1.0210140961142171,0.4,12329.784327733247,23447.0,360.0,2.0468166114146915
00:36:17.680,200924.0,1.0,0.6,-0.5,0.5443722156086117,2.9,7898.093092969899,5022.0,90.0,1.6227076706632018
00:36:20.687,132362.0,0.8,1.8,5.1,0.2671288628976801,3.2,21356.68309233017,21914.0,850.0,1.737230947198411
00:36:23.699,215221.0,0.3,0.9,-6.1,0.4783287848704678,1.8,28572.929559239525,26832.0,830.0,1.0510354268736415
00:36:26.712,223168.0,0.9,0.4,-0.0,1.6998071861737634,2.1,5144.62230021201,18505.0,360.0,1.3956591733802566
00:36:29.723,267365.0,0.7,2.0,-4.0,1.0648345982144352,2.3,8291.161803977147,8967.0,150.0,1.7779921751735652
00:36:32.732,142008.0,0.9,0.5,-6.8,1.9843926241133978,2.5,22180.482497948866,14748.0,640.0,2.1641448316804652
00:36:35.745,231179.0,0.5,1.3,-6.4,0.9977519613929466,0.2,8357.183236435842,21953.0,680.0,1.5493081395844124
00:36:38.756,84634.0,0.6,0.4,1.1,0.4298604185547775,4.4,15349.258205281814,11713.0,240.0,2.8600531859894516
00:36:41.765,148729.0,0.3,1.5,-8.7,2.691700096139754,4.4,26042.126760110157,6871.0,420.0,1.5559050859847336
00:36:44.776,200749.0,0.9,2.0,-5.1,0.8809979899169456,0.9,11403.543803731422,5775.0,690.0,2.462334596361338
00:36:47.783,53887.0,0.8,0.1,6.5,0.6675189260962078,2.1,15306.086773687432,20768.0,250.0,2.739802205941544
00:36:50.797,275110.0,0.8,0.9,-0.8,0.8878118075774439,3.2,14986.652607047952,10218.0,290.0,1.89854002689003
00:36:53.808,187537.0,0.8,2.0,-0.5,1.4044134787970994,4.5,29589.053804393214,11363.0,660.0,2.491205383419218
00:36:56.821,229525.0,0.6,1.0,-3.1,2.39970512718832,1.4,15894.768379312345,21066.0,250.0,2.973708953067848
00:36:59.828,81647.0,0.6,1.9,0.7,2.8298158849335056,2.0,27591.43993571544,3248.0,290.0,1.8160168748207395
00:37:02.836,102388.0,0.8,0.4,-8.4,1.2261670265542834,2.0,3807.332552540968,12416.0,490.0,1.175397028452193
00:37:05.849,286591.0,0.7,1.4,-4.4,0.981581415259162,0.8,18783.449573141574,3047.0,530.0,2.7562586691616593
00:37:08.857,105601.0,0.1,1.5,4.8,1.026733298853014,0.7,24479.26911502568,8951.0,620.0,2.80585449366548
00:37:11.863,67337.0,0.2,1.2,-7.1,0.9985724263110319,0.9,8103.854555010217,2856.0,510.0,2.8772119390130824
00:37:14.869,85929.0,0.4,0.4,6.5,1.0175766031877038,4.2,1090.601723161765,24984.0,30.0,1.9557197217558293
00:37:17.879,113867.0,0.5,1.3,-8.3,1.4350741505339857,4.2,29286.711458212227,4470.0,150.0,2.9272772130543707
00:37:20.889,156370.0,0.7,1.2,8.0,1.6098782091982657,0.6,22336.762579462687,22713.0,770.0,1.635426392469566
00:37:23.897,160833.0,0.9,0.3,-3.0,1.081119517578611,1.3,14994.893078961028,22167.0,900.0,2.946490920800964
00:37:26.906,136645.0,1.0,0.7,-2.2,0.5712373806851716,1.6,21912.877550898316,10273.0,290.0,1.9634483377533278
00:37:29.920,271957.0,1.0,1.5,5.9,2.3659365625487223,0.9,28261.607627358022,2718.0,470.0,2.468276141300943
00:37:32.926,38037.0,0.4,1.5,-5.4,0.3481451187767597,3.4,7649.619393659199,25060.0,770.0,1.86596940110421
00:37:35.933,41536.0,0.4,2.0,-7.5,1.133735199318486,3.1,30831.07945215374,30823.0,730.0,2.1420117446113
00:37:38.942,110936.0,0.6,1.1,4.3,2.460495681488594,2.9,15432.200725286793,30963.0,630.0,2.2551097226394674
00:37:41.950,80897.0,0.1,1.2,5.5,0.94181837587832,2.8,30553.443014132463,17294.0,690.0,1.61497471779795
