,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
09:54:04.901,28.36150135222141,43.61879390345945,176.1725201934172,92.0,0.91,-42.0,955.172156570604,17.0,0.2,17.0,65.0,6.0,5.5,0.24,30449.84683890353,14336.0,0.8,1.8,20.0,1.046053424694006,27.365366858888986,117.9180592409678,653.0,437.0,2.89099595032117
09:54:07.909,30.826927706790954,7.655013593208756,127.28739436331891,-65.0,0.62,-36.0,365.62478954201003,-5.0,3.1,50.0,33.0,2.5,3.0,0.19,26093.064344148588,21064.0,1.0,1.5,110.0,2.2933416528087953,61.70213738297958,70.794237190939,766.0,643.0,4.237809184422433
09:54:10.922,15.305648573358678,32.89080957574765,215.49379426307436,-65.0,0.33,69.0,534.812128821307,61.0,1.4,5.0,30.0,4.5,6.0,0.31,7418.673470548537,15418.0,0.4,0.8,220.0,1.9942716525018147,61.05391189303472,58.444535730357394,573.0,854.0,6.174273569274844
09:54:13.936,14.097120472723962,20.966076383984955,127.7593558435409,14.0,0.02,99.0,84.97771163482771,-27.0,6.7,43.0,25.0,5.0,5.5,0.37,4733.83237973918,2226.0,0.8,0.5,410.0,1.7182299532016425,62.06330263790945,0.7484180365695847,808.0,793.0,8.99407751735723
09:54:16.947,29.09275953370146,17.697111997702123,190.90845282660598,47.0,0.16,-45.0,246.67166676151177,-36.0,3.2,52.0,27.0,3.0,3.5,0.22,22320.151789993608,2348.0,0.8,1.8,700.0,2.3121207348962907,13.104600867231635,52.39308056899728,296.0,819.0,9.146605417759975
09:54:19.959,44.869279961084004,21.395088529687317,134.9201425052067,-21.0,0.91,38.0,963.1406794966819,26.0,1.8,26.0,0.0,4.0,6.0,0.32,28932.071552444104,30916.0,0.2,0.4,220.0,2.612350149940262,82.7751668472625,62.15926097082027,60.0,386.0,4.732275099486341
09:54:22.965,44.10928547113058,30.18559663263308,161.14071901658272,94.0,0.39,-11.0,186.8191133631495,-80.0,7.9,32.0,29.0,5.0,2.5,0.14,6447.413470903406,23401.0,1.0,0.7,390.0,1.4078224483350563,22.85682011391518,22.714004935967186,457.0,609.0,8.198583131925282
09:54:25.980,37.67996100997259,28.228185375243754,71.16009239941101,-80.0,0.57,63.0,724.4951972426504,99.0,6.4,15.0,22.0,5.5,2.5,0.4,3241.4932724438377,18254.0,0.9,1.8,90.0,2.9413216358732224,3.211198366962187,30.00873828715024,686.0,266.0,8.876050582491128
09:54:28.987,34.22075079969194,13.467457530751963,46.84588043633576,-13.0,0.65,-50.0,834.994148919141,86.0,0.6,62.0,42.0,3.0,3.0,0.15,18841.305045502686,4012.0,0.8,1.8,400.0,2.3906817714174458,23.203978794605437,62.00361639019481,560.0,384.0,3.5513753851129453
09:54:31.995,8.843128174930495,24.027752007677545,231.12692720541696,4.0,0.79,-89.0,888.0583055357589,-38.0,3.2,29.0,57.0,4.0,4.5,0.21,31607.882735818646,2297.0,0.7,0.6,90.0,1.5275920141754695,27.854089816773765,108.52037439728744,792.0,630.0,5.99691487796316
09:54:38.585,33.264898881649685,10.13900685310195,110.75155167168836,62.0,0.59,-28.0,981.185635973641,5.0,7.2,7.0,62.0,5.0,6.0,0.34,3402.177805704532,23417.0,0.9,1.9,500.0,2.8681756376668543,87.95241639750016,119.80336929541212,907.0,914.0,4.5916282833188555
09:54:41.598,14.371924491185561,12.7950231858883,93.83702756262092,-58.0,0.73,-85.0,882.1959519482206,8.0,9.4,23.0,32.0,5.0,2.5,0.15,28189.135143553354,12537.0,0.5,0.7,130.0,1.5157858011071716,13.683449831911918,8.143834036255422,248.0,902.0,2.902798052364039
09:54:44.615,12.304034664824453,37.476531878039616,100.22472221920584,-8.0,0.89,-93.0,546.0478179267608,51.0,1.0,3.0,21.0,3.5,3.0,0.35,11129.948501501756,8479.0,0.1,0.7,300.0,1.9958556134320495,97.60674802877547,44.07964923555321,213.0,432.0,9.111778928792631
09:54:47.626,10.446775230268106,22.745533984692432,252.9749305193266,-95.0,0.73,-70.0,350.33664047388754,-42.0,7.4,12.0,60.0,3.5,6.0,0.24,7837.0289360512115,30666.0,0.7,1.3,940.0,2.518313929122522,73.42829561313121,113.26120036650943,639.0,110.0,1.811784425820225
09:54:50.643,13.110545353474112,25.52181969507062,230.93851518603725,8.0,0.12,49.0,391.1855169777159,87.0,6.0,69.0,39.0,4.0,5.0,0.25,19850.079714509407,31053.0,0.5,0.7,470.0,1.3915291970766328,70.16770987489186,41.682950159158956,734.0,426.0,6.279943422425414
09:54:53.651,48.312113801519615,5.2839458908319505,106.05377302253606,11.0,0.16,92.0,505.5990804650008,-84.0,4.8,66.0,34.0,5.0,6.0,0.27,8666.473515410911,17725.0,0.1,0.8,690.0,1.0819458001372935,41.9232315187089,21.518336209176727,583.0,949.0,7.68312727501643
09:54:56.662,9.685022622923757,28.439996620103596,159.7758461065444,-85.0,0.95,42.0,353.18928850943416,-40.0,3.6,55.0,52.0,5.5,6.0,0.28,5952.247590568353,17211.0,0.5,2.0,130.0,1.8790597721929658,12.949192809510953,106.25968408250522,255.0,479.0,1.4618168210809637
09:54:59.669,36.43837743367345,14.308763059110754,183.6652805064584,21.0,0.33,-63.0,812.5591119594011,26.0,8.5,5.0,58.0,5.0,4.0,0.14,19065.451735264767,17560.0,0.5,0.4,810.0,2.6702278838488938,6.568270173022394,99.07754175876177,387.0,700.0,9.929675412236685
09:55:02.690,25.202565848343124,32.089991296632874,233.244630021844,50.0,0.07,-64.0,506.2214015913253,59.0,2.3,18.0,57.0,5.5,4.0,0.33,10071.70209203987,18524.0,0.2,1.2,120.0,1.885614137938668,81.3967366933509,0.6139379577398563,92.0,7.0,9.462247026755552
09:55:05.700,33.7281384814317,20.951239474301673,57.84159146244069,-78.0,0.7,-18.0,460.6770525454749,-97.0,8.5,31.0,30.0,4.0,3.5,0.27,25399.148723309125,21591.0,0.2,0.5,820.0,2.258277345942487,88.86115764918846,60.244443527910974,922.0,769.0,3.676181290823136
09:55:08.712,34.28915320576378,47.77953687073328,243.9834880816892,96.0,0.6,-63.0,555.9944124950301,8.0,0.3,61.0,45.0,5.5,2.5,0.19,23016.32903743194,15158.0,0.7,0.1,680.0,1.6380815826062871,64.62129314085641,65.87189370157002,731.0,396.0,1.3178076037191355
09:55:15.299,18.320354633795223,31.357528241939722,8.267763006361772,-73.0,0.47,69.0,413.40253986704073,46.0,1.1,19.0,11.0,2.5,3.0,0.22,31504.970155510407,14322.0,1.0,0.2,900.0,1.5236378642663093,26.088522116922743,57.63484116215419,664.0,156.0,7.84896405191777
09:55:18.307,10.06080785716415,45.20786260824789,168.98076784493006,68.0,0.06,-23.0,702.1700898029487,-7.0,1.9,67.0,13.0,3.5,6.0,0.23,1509.6465792001227,28426.0,0.2,0.1,200.0,2.925960961368949,20.12613431551018,52.47399520561322,386.0,752.0,3.233032260333639
09:55:21.316,44.73381227515487,10.559351308186304,170.96937852030464,-68.0,0.69,-63.0,46.59683688028884,-72.0,1.5,18.0,53.0,5.5,2.5,0.35,886.0805063679076,10999.0,0.3,1.0,620.0,1.8632214023497387,21.04122230920721,80.21042970246681,819.0,383.0,2.811491459242407
09:55:24.327,20.628299857042194,40.63074112512522,91.67104628418869,49.0,0.48,82.0,571.1668011366506,-66.0,6.6,49.0,32.0,5.0,3.0,0.24,9949.496947605972,9657.0,1.0,1.7,720.0,2.708752427425213,84.08758001198812,8.17271938790432,105.0,885.0,6.051415307246527
09:55:27.336,6.870432144371348,18.21665949318288,116.55284208980245,39.0,0.57,6.0,537.5826303384003,-95.0,6.1,67.0,58.0,4.5,4.0,0.39,4285.8947654691465,26518.0,0.6,0.1,1000.0,1.6818073036950256,26.06896886247054,12.540317472812177,952.0,495.0,1.5280083229087633
09:55:30.348,44.29242528025433,8.89769341371947,116.64864837397194,79.0,0.73,-88.0,194.97443761100178,76.0,3.6,40.0,48.0,3.5,2.5,0.4,141.2281095242765,23734.0,0.1,1.3,50.0,2.927683909635658,28.42270127221497,53.58896715066916,694.0,57.0,3.2440143065516254
09:55:33.357,27.437812795458953,5.259098866938449,185.472913518025,-93.0,0.64,37.0,937.3033992699267,-2.0,3.0,38.0,0.0,4.0,5.5,0.38,17366.805435309332,6006.0,0.2,0.9,860.0,1.325547432226041,54.34501612566877,32.14390866347492,710.0,217.0,5.264122592366931
09:55:36.363,45.103884065202784,10.505593175402945,135.01825313503298,-68.0,0.47,-66.0,701.6171842131439,78.0,4.5,57.0,67.0,5.5,4.0,0.4,16988.478598952184,9293.0,1.0,1.2,510.0,1.9984900505602075,6.540167858784903,116.81743079611529,903.0,829.0,3.5053298419642283
09:55:39.371,47.97335805811457,8.020867761357586,232.33459168972243,-63.0,0.25,52.0,203.7022037290312,85.0,7.6,51.0,51.0,4.0,2.5,0.13,11441.439333534932,27771.0,0.8,0.5,1000.0,2.615738948268778,89.19282784818346,46.945614771224584,798.0,865.0,2.122987738227332
09:55:42.382,27.14136551211503,45.9450341754799,13.66575662153604,-41.0,0.81,89.0,16.00815153798795,-67.0,8.7,53.0,29.0,3.5,6.0,0.33,4982.674019975265,16813.0,0.1,1.1,840.0,1.2751293417936396,76.06848317939748,50.06158792867233,785.0,857.0,5.608589920369717
09:55:45.390,32.34860316100102,5.980226161218273,101.88961469761229,61.0,0.19,3.0,980.0270145855069,-9.0,5.7,31.0,31.0,2.5,5.5,0.33,23418.632063080437,9123.0,0.6,0.8,990.0,1.3267552475939397,46.14761034712771,57.12452420652228,309.0,880.0,3.9435543859697115
09:55:51.983,23.04695602058538,45.983938358475136,14.26729912966084,45.0,0.07,-45.0,655.7049775113403,72.0,7.6,45.0,22.0,4.0,4.5,0.32,3893.4793768685895,14059.0,0.1,0.4,840.0,1.1888342625722925,86.35600062906886,5.8538189047033296,151.0,813.0,7.674340199547773
09:55:54.995,46.62951720291675,38.722352532695055,86.82483214374216,87.0,0.84,-29.0,974.3115408944001,-31.0,5.8,24.0,12.0,2.5,3.0,0.33,17912.00452891191,14833.0,0.7,1.4,400.0,2.818038639971906,96.81234929302092,1.6709548810785835,864.0,320.0,7.969973594853393
09:55:58.015,27.56596491737218,21.530298206358875,1.2307217392080445,1.0,0.32,66.0,949.6145654269517,-12.0,1.5,3.0,10.0,3.0,3.5,0.22,25861.17372776747,29005.0,0.1,0.6,200.0,1.2610519609225628,33.566320616633824,44.38122959068022,64.0,2.0,4.487280900498044
09:56:01.027,15.156100744733557,19.138454013956245,23.773549475994695,89.0,0.87,50.0,874.0024938878589,75.0,6.8,21.0,51.0,4.0,5.0,0.17,18759.119497962136,24969.0,0.1,1.9,840.0,1.3745359517031175,16.069273705275673,17.637055577128095,958.0,889.0,3.6705366100019168
09:56:04.038,15.408742648436785,35.67795251150788,92.46158924861705,95.0,0.55,-35.0,629.3892792071944,-26.0,3.4,64.0,70.0,5.0,3.0,0.38,30711.863966893005,5901.0,0.2,2.0,700.0,2.7995522711998015,78.23367766767868,92.22822259118189,893.0,556.0,9.392028924321211
09:56:07.049,47.96022917775073,23.553617475045183,142.59420289886472,88.0,0.97,90.0,265.9317348817341,21.0,5.9,13.0,37.0,5.0,4.0,0.16,19656.554467041205,12256.0,1.0,0.8,930.0,2.3898092078869126,76.2708110496417,69.75216384994289,72.0,961.0,5.934667544969061
