,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
13:40:32.231,5.0,5.0,0.0,-25.0,0.32,-39.0,1.0,74.0,6.4,23.0,40.0,5.0,5.0,0.39,0.0,29882.0,0.9,1.9,20.0,1.0,0.1,0.0,622.0,908.0,0.5
13:40:38.522,5.0,5.0,0.0,54.0,0.86,-22.0,1.0,71.0,9.0,61.0,33.0,3.5,3.0,0.37,0.0,21979.0,0.5,0.2,880.0,1.0,0.1,0.0,135.0,852.0,0.5
13:40:44.096,5.0,5.0,0.0,-71.0,0.91,20.0,1.0,24.0,6.5,64.0,68.0,3.0,6.0,0.29,0.0,20396.0,0.2,1.8,500.0,1.0,0.1,0.0,962.0,613.0,0.5
13:40:50.325,5.0,5.0,0.0,72.0,0.41,30.0,1.0,50.0,9.5,68.0,52.0,2.5,5.5,0.17,0.0,26967.0,0.9,1.9,20.0,1.0,0.1,0.0,602.0,885.0,0.5
13:40:56.284,5.0,5.0,0.0,-18.0,0.3,13.0,1.0,64.0,2.9,44.0,45.0,5.5,6.0,0.37,0.0,7375.0,0.7,1.9,510.0,1.0,0.1,0.0,124.0,993.0,0.5
13:41:02.458,5.0,5.0,0.0,91.0,0.8,-6.0,1.0,53.0,6.3,46.0,67.0,4.0,5.5,0.14,0.0,23021.0,0.9,1.3,570.0,1.0,0.1,0.0,542.0,551.0,0.5
13:41:08.344,5.0,5.0,0.0,-41.0,0.46,76.0,1.0,23.0,8.9,25.0,36.0,4.0,5.0,0.35,0.0,5318.0,0.9,1.8,440.0,1.0,0.1,0.0,949.0,151.0,0.5
13:41:14.326,5.0,5.0,0.0,88.0,0.47,65.0,1.0,86.0,8.3,56.0,34.0,5.0,5.0,0.4,0.0,23049.0,0.5,1.8,640.0,1.0,0.1,0.0,566.0,972.0,0.5
13:41:20.358,5.0,5.0,0.0,55.0,0.91,4.0,1.0,-55.0,6.9,57.0,68.0,6.0,6.0,0.4,0.0,23387.0,0.9,0.7,550.0,1.0,0.1,0.0,894.0,306.0,0.5
13:41:26.360,5.0,5.0,0.0,21.0,0.38,95.0,1.0,39.0,8.0,47.0,31.0,5.5,5.0,0.31,0.0,24323.0,0.7,1.7,630.0,1.0,0.1,0.0,828.0,922.0,0.5
13:41:32.638,5.0,5.0,0.0,97.0,0.72,-71.0,1.0,18.0,9.2,58.0,42.0,3.5,2.5,0.19,0.0,16341.0,0.3,1.1,950.0,1.0,0.1,0.0,885.0,854.0,0.5
13:41:38.341,5.0,5.0,0.0,80.0,0.53,59.0,1.0,50.0,3.9,57.0,55.0,5.0,6.0,0.31,0.0,25678.0,1.1,0.7,40.0,1.0,0.1,0.0,399.0,981.0,0.5
