,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG
13:15:03.057,75166.0,0.7,0.4,9.8,1.242148940589359,4.7,16569.85114437486,8756.0,710.0,2.0178961595330707,69.62914751500443,190.52357739905125,59.105512375796025,113.0,249.10507793692366,233.8235804784195,212.50908889047443,54.316265144261756,115.51221727917837,62.99323864963639
13:15:06.063,42129.0,0.5,0.4,6.6,2.809873601950035,1.0,22984.42210439927,29677.0,60.0,2.7757914719394994,34.3969160925909,170.71872250913339,50.144546927656975,361.0,224.34836706698826,211.1035511960107,154.6532061458939,162.07880537812622,117.72181500099717,15.735739642784445
13:15:09.072,131772.0,0.2,1.3,6.3,1.1441536236748258,3.8,23176.86535763334,25748.0,50.0,1.084719166286527,56.9654439928471,134.6275122942237,167.55674398418535,916.0,111.94287937912313,239.8741565416454,100.98036558767569,16.516116367761608,51.56831903410895,24.707187147731137
13:15:12.078,97356.0,0.5,1.7,-3.9,2.2846669251986884,0.3,23912.31760986276,8901.0,560.0,1.5070778405010747,24.02721875316781,115.24457004688804,68.43660410370602,572.0,21.495176963156414,198.38395100696545,237.49841636811635,83.26477777323215,227.34344988169053,33.08238098527972
13:15:15.091,234645.0,0.1,1.7,-4.6,1.1126201284175097,4.6,27523.623108045824,14628.0,650.0,1.1461201079106953,22.138104400398575,86.46187406375226,169.6242479658634,444.0,108.0318148749221,210.55748195880264,215.67079676200512,206.37821462705938,90.53987436285438,79.67016894412518
13:15:18.099,107851.0,1.0,1.8,-2.7,2.712726810319687,1.4,4909.203057653149,6662.0,110.0,2.5513995998042915,11.149756316800419,167.9327663935785,82.69825432257856,153.0,103.3183964356481,190.37959155327897,215.127420758892,39.204784061643544,30.469747546261946,111.00492785670578
13:15:21.111,219337.0,0.6,1.6,-3.4,0.7265931191469817,0.1,2023.66085546612,12863.0,740.0,1.1270574642775437,92.91167807033845,97.37428781652653,78.01145240689192,168.0,68.62145913256659,56.79412197737502,93.22070091541316,162.6104162512079,219.60106679366933,107.88325280816808
13:15:24.123,175827.0,0.6,0.3,2.5,1.7191300027289034,3.7,16259.54284916219,25918.0,360.0,2.47602094300195,90.2188997944314,112.63861915182453,54.67502877253637,643.0,66.92325028071579,32.933996160811866,158.5483781754697,22.894028848433535,242.36999586758043,77.0461779666491
13:15:27.143,119683.0,0.4,0.4,-3.5,1.1177755833803036,1.5,7305.363480110554,28052.0,350.0,2.1995593905951356,89.12851775135103,94.93568557447418,112.35436568979533,494.0,121.34927902187114,23.44519932837784,202.57651349126803,211.78330089563278,49.12792947442739,103.41128186929622
13:15:30.155,278382.0,0.4,0.5,6.4,1.666324778939069,4.6,27008.542251736573,5298.0,360.0,2.2597240585313845,14.76709194671401,144.73067535649872,168.31167241455893,674.0,125.09501012907143,195.15293449938332,251.33592975735402,227.51500739738847,57.30222763272092,232.39628369020943
