,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
13:35:34.468,5.0,5.0,0.0,95.0,0.78,71.0,1.0,50.0,8.4,40.0,33.0,2.5,5.5,0.39,0.0,17726.0,0.7,1.5,380.0,1.0,0.1,0.0,553.0,876.0,0.5
13:35:40.562,5.0,5.0,0.0,97.0,0.97,73.0,1.0,96.0,2.8,18.0,61.0,5.5,3.5,0.37,0.0,28177.0,0.3,0.5,960.0,1.0,0.1,0.0,482.0,831.0,0.5
13:35:45.669,5.0,5.0,0.0,99.0,0.91,95.0,1.0,67.0,9.5,42.0,61.0,6.0,5.5,0.37,0.0,29139.0,0.5,1.8,440.0,1.0,0.1,0.0,204.0,274.0,0.5
13:35:50.930,5.0,5.0,0.0,-81.0,0.86,49.0,1.0,49.0,7.6,5.0,29.0,4.5,6.0,0.24,0.0,24275.0,1.1,0.9,690.0,1.0,0.1,0.0,709.0,617.0,0.5
13:35:56.612,5.0,5.0,0.0,79.0,0.96,-19.0,1.0,-38.0,7.5,61.0,55.0,6.0,6.0,0.14,0.0,30739.0,0.9,1.5,290.0,1.0,0.1,0.0,618.0,593.0,0.5
13:36:02.217,5.0,5.0,0.0,-68.0,0.41,51.0,1.0,13.0,7.3,57.0,37.0,5.5,5.0,0.35,0.0,30150.0,0.3,1.2,730.0,1.0,0.1,0.0,708.0,758.0,0.5
13:36:08.083,5.0,5.0,0.0,-66.0,0.17,45.0,1.0,-79.0,1.6,68.0,66.0,3.0,5.5,0.29,0.0,8179.0,0.5,1.5,700.0,1.0,0.1,0.0,939.0,127.0,0.5
13:36:14.813,5.0,5.0,0.0,-49.0,0.64,-71.0,1.0,56.0,9.0,63.0,64.0,5.0,5.5,0.29,0.0,16515.0,0.9,0.9,520.0,1.0,0.1,0.0,422.0,281.0,0.5
13:36:21.117,5.0,5.0,0.0,84.0,0.37,63.0,1.0,38.0,10.1,55.0,34.0,5.5,3.0,0.35,0.0,16164.0,0.7,0.3,690.0,1.0,0.1,0.0,306.0,996.0,0.5
13:36:26.064,5.0,5.0,0.0,56.0,0.63,84.0,1.0,17.0,3.2,50.0,62.0,6.0,3.5,0.29,0.0,23948.0,0.9,1.7,780.0,1.0,0.1,0.0,958.0,26.0,0.5
13:36:31.242,5.0,5.0,0.0,-68.0,0.49,23.0,1.0,-37.0,5.2,59.0,63.0,6.0,3.5,0.33,0.0,8072.0,0.9,1.8,730.0,1.0,0.1,0.0,718.0,350.0,0.5
13:36:35.965,5.0,5.0,0.0,3.0,0.92,79.0,1.0,81.0,7.4,51.0,50.0,2.5,4.0,0.24,0.0,20692.0,0.4,1.4,620.0,1.0,0.1,0.0,995.0,833.0,0.5
13:36:41.844,5.0,5.0,0.0,41.0,0.68,1.0,1.0,54.0,3.2,47.0,58.0,6.0,2.5,0.22,0.0,17160.0,0.7,0.5,840.0,1.0,0.1,0.0,797.0,242.0,0.5
13:36:47.523,5.0,5.0,0.0,83.0,0.58,34.0,1.0,55.0,9.4,20.0,42.0,4.0,4.5,0.39,0.0,11825.0,0.7,1.7,990.0,1.0,0.1,0.0,789.0,764.0,0.5
13:36:52.260,5.0,5.0,0.0,65.0,0.73,83.0,1.0,-89.0,9.2,3.0,29.0,3.0,4.0,0.35,0.0,30260.0,0.7,1.1,100.0,1.0,0.1,0.0,973.0,426.0,0.5
13:36:59.492,5.0,5.0,0.0,-68.0,0.9,-71.0,1.0,70.0,0.1,5.0,66.0,2.5,3.0,0.31,0.0,31063.0,0.9,1.8,1000.0,1.0,0.1,0.0,442.0,764.0,0.5
13:37:05.401,5.0,5.0,0.0,-62.0,0.63,71.0,1.0,8.0,4.2,68.0,58.0,3.5,6.0,0.29,0.0,21871.0,1.1,0.7,920.0,1.0,0.1,0.0,616.0,932.0,0.5
13:37:11.590,5.0,5.0,0.0,-10.0,0.98,-98.0,1.0,21.0,9.5,59.0,20.0,4.5,5.5,0.27,0.0,30601.0,0.9,1.9,380.0,1.0,0.1,0.0,197.0,523.0,0.5
