,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG
13:37:04.446,255879.0,0.8,2.0,2.9,2.91902654602107,4.0,11972.905240797574,16571.0,280.0,1.2545943688288381,44.99757556777761,72.92565982173602,167.40688433388897,661.0,236.89178762983462,238.89699852931565,77.83482448665013,30.216370110815912,167.74710459081726,144.6412428341554
13:37:07.452,60282.0,0.4,1.2,3.1,1.0286036477814493,4.1,8188.678047479585,30193.0,70.0,2.0374080732737605,43.57016998781504,151.98757514009603,182.22415089866635,958.0,249.9378752594379,177.43776240069292,205.22224160590508,77.68646147844069,33.4463855865356,31.140141510217173
13:37:10.473,216755.0,0.8,0.5,7.7,1.452747428094427,0.5,29159.837490171547,160.0,450.0,2.4608996433991197,29.158804839627145,61.11867210285125,91.66558624526985,516.0,45.57707471030037,134.39727452459852,161.9404417905023,218.94798969586077,190.41701033620706,15.84369522185104
13:37:13.490,259146.0,0.6,1.0,1.9,0.8672879634201036,0.8,3586.629324776037,17585.0,750.0,1.44095370519367,96.46749869503036,197.16996680996982,103.43546090746611,162.0,50.748708390885874,186.72586524865739,250.8761574908585,190.09620164636374,178.18606886127225,85.40875587062907
13:37:16.504,258241.0,0.3,0.4,-5.8,1.8264057149576491,2.5,28986.223802729313,15801.0,630.0,2.437964916666364,75.60239715008031,173.1134773977506,173.54115668501743,812.0,119.43217910158299,240.89720125394024,94.35074850742323,226.2903869925309,29.431570982923432,111.8077771376724
13:37:19.513,160259.0,0.1,1.2,0.9,2.874082603279995,2.8,29783.82967308198,30358.0,70.0,2.951535370145228,7.057731536144356,117.94294565618262,193.66034868687908,611.0,143.89940373894882,129.64466350989358,73.53540383748447,227.03066983243843,85.64866886257248,235.0303952495122
13:37:22.517,4451.0,0.2,1.7,-5.8,0.8649045946730951,1.2,5755.29296342995,29160.0,390.0,2.0389306147886375,25.06839289374442,196.38978423008945,69.3307973161164,985.0,173.7500521338823,37.28618002347739,242.42661642005177,244.34695549490905,127.21864803965492,184.30281289770022
13:37:25.530,125614.0,0.5,0.8,8.7,1.8646509858425473,3.0,12112.107681550902,26944.0,360.0,2.212908424554552,96.74163004654062,58.92788714792802,145.9421540504913,562.0,117.27698231595122,103.67938002448234,39.51436787406981,117.21429775042525,50.704455713327405,35.28578613473286
13:37:28.537,134988.0,0.7,1.4,6.9,0.8339518166009092,3.6,4738.928814454105,19915.0,440.0,2.170920731646113,21.754440039244,79.33207067042403,177.9920694992598,746.0,253.3892824160572,125.76697678472932,92.67157983425342,137.46609571765586,113.86707102265713,227.49778984190877
13:37:31.550,213047.0,0.4,1.9,-3.3,0.49976958508413893,1.5,28447.740311352285,8287.0,650.0,2.4834243345183493,3.8820799468009293,81.25826067704153,132.02982039318638,39.0,64.79016440455098,40.798608038307194,154.70060550008034,140.8283419169291,21.592794890586102,14.340044375161735
13:37:34.564,223871.0,1.0,1.8,2.8,0.7216043392070731,3.0,16645.629754351183,15200.0,560.0,1.1049270734507792,40.93799823453046,80.68179978669446,121.26163531092621,81.0,31.68021326728359,64.21326305150544,12.04098393696491,155.41136031339883,229.76976204463114,9.237241705815102
13:37:37.570,129874.0,0.9,2.0,8.1,2.721971524613973,1.5,21883.085979368527,18097.0,240.0,1.720533835015576,79.52566873465214,185.66428441605098,86.31569835110906,426.0,102.70852444870201,218.1727190398108,76.41449168472478,216.21085738950126,11.897639335480783,124.1343032888407
13:37:40.580,88812.0,0.5,2.0,5.8,1.2836579686617005,1.9,1999.5332552622476,21754.0,960.0,2.7189085897246565,85.91586561280853,190.298875316942,75.39736948017918,736.0,44.552631854212414,83.13769482354103,46.4939896998529,186.1791451540283,19.07785774765037,216.9854240057241
13:37:43.602,213586.0,1.0,0.9,-6.6,1.6520497895905246,3.9,19097.792578965345,8477.0,710.0,2.739044374758736,68.50798452682028,69.86102538341189,177.44369943423845,907.0,145.9729019717692,82.60218314536114,87.70879940444863,182.93623384712924,202.9844557212951,95.4471503798415
13:37:46.613,173156.0,0.7,1.0,8.2,1.4878004568475576,0.8,26703.586309261224,30121.0,650.0,1.2577809038546108,61.09104885867719,65.88174508843866,135.47716377973575,962.0,75.37885598623356,70.73128128607296,139.80550878723997,169.48877903162335,237.52842084663283,41.03492603050065
13:37:49.641,275337.0,0.6,1.2,6.8,2.466598325162749,1.6,11222.376200865745,17448.0,180.0,1.599372372068991,48.51816067455321,160.16297191394432,153.80986973202306,43.0,96.80678901454841,208.21113037634544,223.92444566126642,90.46975865404369,118.33832153299237,25.409425165128702
13:37:52.648,55851.0,0.9,0.3,-9.8,1.6111800662449258,2.3,10322.006711490858,21782.0,540.0,2.7777643995065766,53.24506757422362,145.7701193093401,194.3580535356389,767.0,103.57901177340565,196.08698180701003,123.85315710447384,232.61886531896894,183.3483413147964,25.87840493049062
13:37:55.656,121448.0,0.3,1.3,6.8,0.7198797068610903,1.0,779.3518990151895,13995.0,700.0,2.2906447314751515,3.6470640612041465,129.20765053436855,197.8609432789755,409.0,43.64177429719157,84.37696763680066,210.3321692004409,133.77583775406333,43.7551293561709,159.2103048922487
13:37:58.670,239635.0,1.0,1.9,6.0,1.120652956518666,3.2,28690.487708513236,23421.0,900.0,1.6247001294930603,59.548751162195146,174.11868275433017,74.62180464550994,488.0,144.01025004940288,41.49333168486074,139.75722385619596,81.69822951620306,250.0780653021092,194.8833154314507
13:38:01.682,261009.0,0.6,0.3,1.6,2.8210734445704313,3.2,31842.68807567722,23308.0,540.0,2.2879100162745614,31.171843827293266,85.00947486780055,186.72168177722273,574.0,252.79041222009653,119.43672800264977,242.4733879682167,146.29169932955705,102.91624680925258,15.325016533801952
13:38:04.694,212404.0,0.3,1.3,-5.6,1.7666278778697293,3.6,13336.560713965448,26505.0,590.0,1.6194120162173276,46.95742571679106,140.09234156726205,105.74686592723403,85.0,2.5617191935842945,157.68164201232975,94.51070514609883,244.29168315405255,240.4301155223077,188.39382574948445
13:38:07.713,137903.0,0.6,1.5,2.5,1.2278389937482734,0.6,9931.00566084642,6446.0,10.0,1.009231154819022,59.05988513537667,87.38589181381059,167.66452433139665,698.0,179.60254159967752,64.1745386033893,130.4344395064854,80.12899303287648,121.01300337730012,162.6212941685474
13:38:10.725,240136.0,0.9,0.7,-1.9,1.26654219199797,4.7,6922.690190350524,29352.0,800.0,1.4213392149600412,37.42324352001046,181.42493332666885,156.89112445212083,172.0,4.043628395661935,53.742679414159824,167.05381414487468,30.868744864176914,75.99764302024569,189.5721346838917
13:38:13.734,132405.0,0.7,1.0,-4.0,2.73777025754135,4.6,23637.475129586514,2439.0,410.0,1.5184406833683914,80.83917935331992,92.35244366559027,193.00175607119797,48.0,139.82341736004196,213.88167260977835,231.6909525108728,227.8760981602333,102.65102147190287,219.25135222346896
13:38:16.748,259648.0,0.4,1.7,-9.2,1.7600708948880108,1.9,13273.651187512947,9967.0,510.0,2.436176753785531,86.9627209531723,68.15851733160946,153.54263898351923,297.0,222.08827946726504,42.569875021324364,229.98582272878863,206.4783809445395,213.43916611686004,43.423592586077966
13:38:19.758,142929.0,0.8,1.4,-6.3,1.470668248794063,3.8,19000.642806783762,11169.0,450.0,1.1081071657721335,59.17764395820436,71.80531684523608,126.87450720467045,18.0,169.38942639969326,239.4616480089044,187.03773807205874,102.25376555171664,248.76076558122165,157.9182995242829
13:38:22.766,96355.0,0.8,2.0,7.0,2.06414345523726,0.9,26917.943895165583,8123.0,160.0,2.79729091400013,44.87542356014144,105.01827999518872,108.23355472192227,460.0,206.65587307108513,12.27164774628619,4.912644388629338,12.75641657510302,170.65718008989154,18.39475474036018
13:38:25.775,169080.0,0.1,0.6,-8.9,2.70026641229307,1.2,26536.438518537107,3718.0,770.0,1.4343752327989812,41.19389697088014,116.92018841980926,166.5098212754355,182.0,70.97739058098186,137.3167175370508,221.10672908689003,208.08205061713963,169.47154849538404,52.817238019242076
13:38:28.780,94074.0,0.1,0.2,9.5,0.6441204672613849,0.8,12012.632515310474,7585.0,500.0,2.1309155225263283,96.73017717550931,178.5123640245827,64.58549712582777,208.0,18.705847006927556,27.36004080045472,18.251826477333665,123.35940712921646,14.215551637512869,23.244824265275337
13:38:31.793,271601.0,1.0,0.5,8.4,2.617421450935169,1.7,16565.931834639174,9267.0,860.0,1.0438196140537943,7.431022793506949,111.84830797819043,183.25292569390595,6.0,7.934508384731101,46.63519234460838,152.08370944976346,207.847144005434,58.17377644801741,168.86121717726613
13:38:34.805,187163.0,0.7,1.5,-1.0,1.7261932778016689,2.5,21421.09346485773,11827.0,910.0,1.218533485751769,21.808001826054632,165.45542971170482,178.58730787440692,36.0,215.34718345648494,237.28674267890025,244.88805825562386,201.40653010816052,130.0155820009055,235.23684571820107
13:38:37.821,39311.0,0.2,0.7,-8.5,1.0648846414738873,2.1,12708.356881146736,25087.0,30.0,2.6111735956758393,73.30679046963472,192.13173020646818,104.08986342949706,992.0,66.30708904811671,65.29636811233858,77.80470588013208,168.25471855590544,20.840534560006883,139.75934365737453
13:38:40.823,23558.0,0.7,1.0,7.5,1.4346176774951491,3.7,8403.74795974548,6747.0,770.0,2.666743500589714,89.71732539981326,69.15997844389574,141.37869366750232,807.0,138.4217266778002,211.31372524690448,61.812820207301904,37.39186565170997,143.18385387714392,234.3936231966117
13:38:43.828,8282.0,0.9,0.5,2.0,1.0065838488985566,4.3,23225.785734206038,19026.0,560.0,2.2085514314375514,80.40983266656112,74.31628623470192,52.75353018599447,810.0,139.48079671069053,216.9255672179528,41.20802260984731,144.57783194329795,14.784314052927797,58.16096365014035
13:38:46.853,204806.0,0.6,1.0,4.3,2.3127588636937695,2.6,7196.437991079872,27049.0,630.0,1.4851575926867908,19.14624293501902,108.01968163288973,92.72382820074444,902.0,47.359967843118746,81.50441145265215,161.0474761759806,152.14361005758798,56.11429300970089,60.15516656854047
13:38:49.861,144618.0,0.5,0.2,-1.6,2.520794194483728,2.4,18974.219519810085,16915.0,500.0,2.914093502323114,21.181746441148537,184.05103096681907,131.33152146805483,910.0,191.07810273030282,235.52531993837331,30.51683237062951,15.824759211134708,61.890595515465115,82.912772580799
13:38:52.868,60075.0,0.6,0.1,8.1,2.1385821679630856,3.1,24849.49685000361,23110.0,510.0,2.078385989289691,24.952430914083624,61.66481151937646,89.66410074199649,56.0,27.78090439928,229.18726770516147,78.65465181205684,118.44631607941275,237.84410176420334,85.28264457137385
13:38:55.881,268977.0,0.6,1.7,-9.7,1.452115536256427,2.7,227.15664506288556,2851.0,990.0,2.1894155272648375,36.67220378427114,145.52258191645922,60.69742956330851,442.0,116.22348647527184,59.295443763662064,197.5564338174675,43.3279153060257,254.36507317446404,94.38388609170619
13:38:58.891,168546.0,0.3,0.9,-3.3,2.4180129427913575,3.1,2690.656565293284,11315.0,620.0,1.6343327272372892,53.536811083696804,144.83454846374843,127.11628605255898,168.0,159.77329573585936,94.8513527730936,215.21611043307468,16.35864822730543,213.95026435059106,144.1154517000121
13:39:01.903,242460.0,0.2,0.7,-8.5,2.607646397267439,3.6,28604.966971611193,31690.0,340.0,2.086824107275006,5.1634864128266305,157.68680130912674,133.09361499245597,993.0,46.02746841531074,137.06687039901576,78.1243898144776,152.64609910670922,13.986801162431256,104.38233224916458
13:39:04.911,98603.0,0.8,2.0,-4.3,1.876390569296897,1.6,25878.641772570965,26737.0,190.0,2.1383507411343374,0.7247614413414799,57.09827932958647,189.40651350615573,29.0,2.6714196858948123,82.10382483199261,52.50334929877149,133.39676957690781,176.8596121020125,9.152932906519599
13:39:07.915,7806.0,0.5,1.7,7.7,1.146470222049383,3.1,2162.3381017963698,10130.0,150.0,2.8973717051635273,90.15024249934505,150.5954278243696,102.41234234757691,68.0,188.77066620741297,245.26307130700394,118.56539493339193,62.112381985925595,233.9290677421435,200.19945231950675
13:39:10.929,193153.0,0.3,1.0,8.0,1.4466802844880848,3.2,8998.303877175475,8402.0,800.0,1.8020081641135213,1.4230191597202784,120.9158941132837,138.4334458121935,918.0,215.5458249776661,180.79137495678722,213.40000909404685,226.09883364586722,154.2758794440573,17.311051539466874
13:39:13.936,60657.0,0.8,1.5,4.3,1.068617383236465,4.7,29777.651820024148,12570.0,100.0,2.6423599781170326,4.9355263527868,85.81470527688016,121.63929596882025,991.0,149.338448697554,78.83648402656247,40.67534779524901,34.806207478712814,45.838515404546285,211.15817346726647
