,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:47:17.019,19580.751554153943,58124.46221942996,386.3841705818056,-131.0,0.7527453851350063,360.0,0.8650058840564505,0.6199099256375864,-33.0,17.0,38.0,3400.0,191.0,57.880060794675984,80.0,20.0,10.0,0.59,3.0958755688603126,8.0,0.02,0.01,25.510874767076153,-84.0,180.0
14:47:20.023,11371.901925430242,46947.064351141984,593.5473769114658,-151.0,-0.24565751144139752,980.0,-0.2716696482559071,-0.21899008596443248,152.0,24.0,64.0,3100.0,166.0,74.19499081312227,47.0,54.0,3.0,0.29,4.654715781053272,4.0,0.14,0.01,16.187640755428852,-129.0,106.0
14:47:23.028,22288.309341874396,90274.2839140662,114.97303187592793,-157.0,-0.11177447236164267,760.0,0.6056596953280897,0.5688343616187557,-177.0,30.0,15.0,1700.0,47.0,17.87924825008027,43.0,15.0,10.0,0.26,8.417859653906689,7.0,0.09,0.01,23.208682014112792,7.0,111.0
14:47:26.033,20715.142420521133,83636.9054107715,58.018801823030685,75.0,0.6590934228233689,490.0,0.4420912180403169,-0.17660506083450028,-69.0,47.0,49.0,3800.0,216.0,84.15366287399202,89.0,54.0,2.0,0.47,3.010201556756816,7.0,0.2,0.0,27.645275876488625,-113.0,7.0
14:47:29.037,10267.801242015952,71518.09378616003,29.918222534304338,55.0,0.13229527886947556,50.0,0.4219372826961312,-0.34585601559302204,108.0,78.0,50.0,3900.0,200.0,49.06641304942725,60.0,48.0,9.0,0.27,4.81303474837593,4.0,0.07,0.01,16.153414417203514,77.0,-145.0
14:47:32.044,29890.851212496927,62941.56992659776,597.9367775380947,126.0,-0.12957752373439285,130.0,-0.9506551793779578,-0.3867779014249105,158.0,61.0,4.0,800.0,35.0,36.76861190714787,4.0,41.0,4.0,0.5,5.504255835637621,8.0,0.2,0.02,26.154065671345613,-17.0,179.0
14:47:35.048,27921.232880255116,65717.72538963116,616.5864952520903,-109.0,0.8237461742384478,370.0,-0.8825210628180568,0.6023558021804505,-140.0,3.0,92.0,2900.0,142.0,59.05214756114381,48.0,89.0,2.0,0.48,9.805136114231928,10.0,0.09,0.01,14.65381890873312,13.0,-44.0
14:47:38.052,1678.2807273685255,25005.406125214435,236.1883272112903,38.0,0.7401045220874991,690.0,0.4459001888418819,-0.29776102238891605,-125.0,63.0,77.0,100.0,186.0,40.8703276618975,46.0,8.0,5.0,0.32,8.518410385788698,5.0,0.15,0.02,24.87306452543894,-113.0,-106.0
14:47:41.056,23293.22035696064,38163.312275685304,865.9083251170825,132.0,0.07112382930201899,880.0,-0.5674734724909873,0.34966714059865345,68.0,91.0,64.0,2800.0,88.0,55.91366911901763,33.0,16.0,5.0,0.53,7.825698942638914,3.0,0.09,0.02,21.794299377240296,-148.0,-93.0
14:47:44.061,17912.814154766267,90383.42078141932,140.55313194057828,-134.0,-0.35970694840731676,840.0,-0.6916644644701488,0.4798221035913466,113.0,33.0,6.0,2900.0,89.0,44.652880843329854,91.0,95.0,2.0,0.25,6.559645023894797,5.0,0.09,0.02,5.785877106552664,100.0,-104.0
