,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
01:59:50.808,271010.0,0.6,1.1,2.8,1.7483476840397427,2.6,31226.918581686514,9178.0,470.0,2.0310096706848797
01:59:53.823,264530.0,0.9,0.3,-5.2,2.0593490627069504,5.0,5001.448428126289,28023.0,180.0,2.554918018810499
01:59:56.837,278803.0,0.6,1.1,1.8,2.3685067563661297,4.1,18131.586850807897,1578.0,680.0,2.4863142598224766
01:59:59.850,251356.0,0.3,0.7,2.4,1.1461684823410843,1.8,17384.556996316616,5448.0,340.0,1.8323906991148504
02:00:02.886,297521.0,0.7,2.0,-3.8,0.7288425576276186,3.9,26494.14258541869,24537.0,510.0,2.142591361831811
02:00:05.895,176242.0,0.4,1.7,-8.7,0.8460147744124893,2.3,2843.170463865225,30872.0,90.0,1.3763639622875399
02:00:08.909,248152.0,0.5,1.7,-6.3,2.285285292509476,4.3,17988.21359337366,14384.0,290.0,1.4071230389618257
02:00:11.915,55005.0,0.2,1.0,-7.6,1.7140448680472853,2.3,15812.153212539406,27128.0,40.0,2.423720298384122
02:00:14.929,261587.0,0.4,1.0,-7.3,2.820219847726076,2.4,6113.0154134736285,1183.0,530.0,2.7863598232644984
02:00:17.939,186349.0,0.9,0.9,-8.5,0.4935460123591674,3.6,19589.257317166735,15780.0,950.0,1.417075333835293
02:00:20.951,231360.0,0.1,0.6,-9.7,1.206428562847008,4.6,166.21696968224404,25294.0,300.0,1.4398649984849674
02:00:23.963,199547.0,0.2,1.5,1.5,2.16694149859131,4.1,26588.866562602976,22375.0,380.0,1.562357298082565
02:00:26.981,192338.0,0.1,1.4,-1.0,2.9587292120190076,0.1,13435.61059397782,20722.0,540.0,2.1804415709738265
02:00:29.989,129233.0,0.9,1.3,1.9,1.0578296881198619,1.9,14609.85634748784,1701.0,430.0,2.2356457637836904
02:00:33.002,223813.0,0.8,0.3,1.8,1.745262750356865,4.6,15628.563305065572,10356.0,500.0,2.153500646887624
02:00:36.015,208317.0,0.6,0.3,-2.9,0.4473496923931792,3.8,13529.852503482902,6322.0,390.0,2.752135683618566
02:00:39.020,3415.0,0.3,1.3,-5.7,1.7542713253296924,0.9,25793.94462272205,23675.0,170.0,1.2084569490107269
02:00:42.025,97319.0,0.3,0.3,-8.6,0.8334791271517381,4.8,23909.885843059554,4071.0,790.0,2.4436570952029655
02:00:45.034,165423.0,0.1,1.2,-0.2,2.0181239580124144,3.9,6015.239199116059,9288.0,650.0,1.2033864480138714
02:00:48.049,282436.0,1.0,1.3,-1.3,2.758407194987509,2.0,2930.300796962002,20851.0,160.0,1.4038283044522013
02:00:51.058,111773.0,0.9,1.4,-9.3,2.596926084527867,4.2,19478.222231647604,30085.0,980.0,2.1858850459139596
02:00:54.073,275427.0,1.0,1.3,3.5,1.2651849393625967,4.6,12758.842356494,22521.0,320.0,1.1786481663746662
02:00:57.077,3790.0,1.0,2.0,6.9,1.9016672491689883,3.2,27478.966670339625,10879.0,90.0,1.1366744442630492
02:01:00.095,270299.0,0.5,0.8,-7.5,2.6136912755430197,2.1,4373.19487581432,9785.0,880.0,2.6159744035857266
