,LAND_SPEED,LAND_ALT_LOW,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG,RNGFND5_PWRRNG,RNGFND6_PWRRNG,RNGFND7_PWRRNG,RNGFND8_PWRRNG,RNGFND9_PWRRNG,RNGFNDA_PWRRNG,WPNAV_TER_MARGIN,OA_MARGIN_MAX,VISO_POS_M_NSE,WP_NAVALT_MIN,OA_BR_LOOKAHEAD,FOLL_OFS_X,BCN_ALT,TERRAIN_MARGIN
14:24:27.457,180.0,3350.0,0.5526853258254716,9.981865539839177,9.315752487485428,-71.0,744.5004832592599,20910.596323273483,14973.047886478791,18971.457311267986,30987.42341685615,23566.38662701874,988.2621333707069,27221.02027220333,4099.938682865923,26600.9985519838,12878.215675048234,55.950063370912034,28.1,2.638003172999457,2.6549393590003225,7.0,28.0,815.0,5896.795847397309
14:24:30.468,90.0,5890.0,7.653974921745624,13.89974374269173,6.1719951805368165,-46.0,706.5044005856676,9975.135179122779,26661.01031633944,10450.99468051139,16175.21104633927,6464.21662714891,27265.89738243248,25391.47771435114,992.7308200772677,23327.732723856847,14455.678274036394,86.79142382589166,87.1,4.702550041474348,0.1852028253758442,16.0,-4.0,3972.0,46050.01889864343
14:24:33.477,150.0,1100.0,0.7883830159874505,1.7460163022176811,8.574472304204516,-46.0,221.8394164367975,8742.338803820416,6236.669825111765,5853.919652118798,32759.360719298293,9821.934269487583,12712.355551595081,15508.064809279784,17054.541895482897,26055.269051247902,22301.19697900731,15.106716904406882,80.1,2.901201655818713,2.027343179402681,34.0,-5.0,8217.0,13499.205631316878
14:24:36.485,90.0,6290.0,1.396437887369335,8.26396277443342,7.734544914951823,-5.0,77.31101453337341,4921.827522793121,9940.619383010455,4512.335623365099,20493.844596619292,8899.586695155385,7171.409602949987,7410.98890879275,787.2586054681624,8873.100331751537,19768.280178116773,47.65388639920046,29.1,2.399146998150239,0.1569599379322295,59.0,-21.0,2188.0,48308.186688859845
14:24:39.496,50.0,9890.0,1.121451295414041,13.189451486437683,9.937912368996162,-34.0,377.3542277833083,26349.646004359638,25322.262803755864,3348.318423742048,4747.445932570511,13523.075997623358,1887.313898259619,17969.751190785628,25525.26923153954,8345.450260379968,15758.180805500371,50.35761411002444,3.1,4.946292690755916,0.6734696805274726,55.0,-65.0,8403.0,24103.472321732654
14:24:42.503,150.0,9920.0,6.145996862024691,3.219488887478379,3.386165557188551,90.0,940.3612377727324,13103.189032349783,25199.68257531912,8578.463053673308,19454.122924989722,32702.15101193812,19404.000196474684,770.9443281338197,22178.192511023208,27451.9230562467,2585.1486482248147,50.45792598708666,35.1,6.083675837321951,2.2366039305473784,63.0,-61.0,3374.0,43156.2786237206
14:24:45.513,190.0,7620.0,8.580957433824027,3.7050888025944517,8.272634571342149,-90.0,914.1404540899667,19207.868227733103,28020.60077238219,10822.325476781967,26357.66409746173,1267.5811767688365,15930.068837679088,3449.276992196069,1299.928914043693,5274.288467678484,3941.4786786504123,68.13915422361737,24.1,7.455301370639365,4.090321835322936,2.0,-71.0,4039.0,3453.6186602687667
14:24:48.532,50.0,5900.0,8.413099148154616,17.71082824820583,2.165458466056455,32.0,466.05844175291867,13288.846819200931,13940.58939435106,24517.08249195326,22197.920084704507,5977.720379883243,21225.51161165119,7532.8283632198245,9374.74944063386,9545.951781165348,4805.125697284591,90.71132996300479,37.1,0.885175601719661,2.8589001788792006,70.0,39.0,2450.0,19787.352890131977
14:24:51.539,140.0,8190.0,5.109199417542371,9.677008673841307,4.084665216700145,-86.0,297.41345548834744,9466.523341807639,24249.04000669274,12831.480281079846,23866.486668620724,368.4360831626865,1254.9218042823393,20218.09171835302,15162.314939591204,10291.683785065821,2076.8564838160655,85.17654887109498,63.1,4.681922463458526,2.540685228610653,47.0,50.0,826.0,15995.821270283897
14:24:54.561,70.0,8260.0,3.247246364466294,5.407211818810951,6.168667545497176,41.0,404.12102729764774,26925.231582310676,22034.834245010094,29296.986905584465,25326.78850931097,32620.443793197363,2506.2833416222024,12480.315232743655,17788.430258858407,21633.772405670014,11424.105217396138,30.523429038860225,28.1,7.547296721214705,0.8319857241729245,36.0,39.0,6234.0,37566.62258800884
14:24:57.573,150.0,3860.0,0.897727033281499,7.05014260368433,9.80781490862638,-67.0,636.0762532614785,30103.64045822889,28635.819170617026,20379.64587564123,16857.274474344587,29946.88056659862,23806.010648812513,18951.488297099022,16192.843192514756,19986.134339424603,18236.1357775309,20.970104822474088,36.1,5.331833281350202,4.699410526338962,90.0,-46.0,9546.0,49473.596153524355
14:25:00.582,200.0,5240.0,9.974628375842112,14.868873975561392,1.3001592443073695,52.0,382.37514893804257,32335.829583823946,14888.590002797644,7855.870036112883,23272.536321015574,24264.371421934,1771.4505498568676,9391.660886309457,21066.974157934368,16671.914495129073,5617.15894997127,13.928895259011062,68.1,9.306213528893169,1.6477773071743878,47.0,82.0,764.0,24222.80523434334
14:25:03.592,130.0,6220.0,7.70044848731962,10.58386761043993,6.581467859571665,-32.0,840.378677652184,9625.003657101108,11630.910152329805,32074.51586671517,1949.0559340190625,14557.193143463766,19024.7469251794,1351.1190686019877,13979.612413074341,12889.562255573499,32630.99998334086,98.84436055228772,7.1,5.103325243329435,3.4253253227193357,69.0,89.0,4266.0,15914.631536774144
14:25:06.625,170.0,9330.0,7.148088726768363,14.262298269869518,3.2314506761524373,25.0,18.423399632793824,3272.44572292936,16032.23698754034,14905.867266891555,15314.035061120749,952.302358321357,21828.57419634045,5520.346189989284,22482.879733659123,6888.396429115322,26113.47556851982,40.402165903046146,72.1,5.594536132831058,1.5019289472948028,29.0,30.0,4007.0,693.5303050569944
14:25:09.635,50.0,7200.0,8.596726864804612,18.213706937701218,7.704491512303215,42.0,296.6469149619766,16998.541702716266,8155.820225919144,25097.947164936468,28499.789142610196,28752.661941945407,2783.711150275508,31371.98210760725,839.4338622460202,20969.830889524397,4763.738663238987,39.624219914276125,65.1,6.769439118607457,4.885608408035474,8.0,-24.0,509.0,19738.985438147283
14:25:12.644,200.0,6240.0,8.153521858639904,6.787515012399499,8.45373959498429,36.0,59.94398477964103,23247.719646986407,1142.5050841716206,15701.435690931316,2319.531801865412,24530.757738080305,27920.316932156664,4800.564909210785,1067.4848026390146,19093.301634597035,20263.304887623955,64.4425017377838,53.1,4.723630268353136,1.2079044501433067,70.0,-61.0,8164.0,844.5809959854635
14:25:15.654,80.0,8050.0,2.1687409266848,3.8203478700508042,5.737675072596008,23.0,739.4075914763328,25363.564723322856,28104.85204543981,32318.210034443357,7668.622554635469,12499.357919943739,9943.230797485618,17059.132609057488,4458.4266473451735,27604.86162081721,810.7779527812221,32.546431523421205,86.1,2.2087520322879546,3.92764168205554,43.0,-7.0,3280.0,26832.841634327888
14:25:18.666,80.0,6610.0,2.6194546367233364,4.493806514672,1.7807135604989244,-95.0,983.9402826866286,4394.289699601763,15951.552547218475,18376.0681879578,7055.976677023268,9178.89648389941,18044.83488503046,7199.197105376612,4309.29264021892,1919.4358747594886,15564.11536324177,83.59843480219968,97.1,0.19319068199903924,1.6852071281619314,33.0,60.0,2516.0,38606.80011777806
14:25:21.675,170.0,2760.0,6.831420718239397,5.086843794357874,5.937989838805857,28.0,274.46244331035183,24187.653778401193,22747.400828412792,16328.016517470178,9320.03853663038,12326.835154564074,27565.5898092709,24829.43153539458,1059.4470674032275,2989.047221409403,2585.3577791549656,46.12356903751127,53.1,5.480412302338717,0.24502030252199936,69.0,-97.0,5717.0,19988.975487890646
14:25:24.681,70.0,5830.0,4.834255555032571,5.129227266549723,9.82900354416944,96.0,739.773402184259,20245.894424042344,18401.36953175498,2771.635010540599,27692.459670930006,25770.271681901966,11746.904169789534,25210.90351271073,25997.987752567526,13415.965977683602,27208.644482585278,78.2306968109998,36.1,3.1225865524359873,4.395382617462978,6.0,28.0,4214.0,39832.203714269854
14:25:27.690,170.0,5210.0,1.9537715543862366,16.491488101465638,7.707522106465628,50.0,738.9456604408194,18755.376708305965,3022.364375199622,28377.214490758044,20990.86652548273,2825.6593664046336,17657.68936914507,10783.456725226308,12587.497532669378,5346.07949203589,28550.760677555452,79.79742711072642,13.1,4.080561735478001,2.342909046109946,22.0,-77.0,5504.0,6586.481589653998
14:25:30.702,80.0,2510.0,2.16680553941496,13.81874425419195,1.8439250380148984,73.0,318.1804490471455,248.20467321380895,26014.939015447937,8374.308915249121,4895.400630923168,15198.072263457394,19365.48015022894,15293.717001104782,23420.23738929089,22090.429600921405,23004.03832361058,55.936264708013574,55.1,0.8923653439673386,1.2057871694009181,95.0,17.0,1366.0,35745.20189330829
14:25:33.711,160.0,2930.0,4.906227381720044,12.767014696250989,3.1472887225851696,-65.0,526.2293467834623,18260.969182906214,16000.927930852007,31739.42119440932,18057.2623874298,23670.8799842683,22234.65249691442,8974.37145196598,4840.300990395978,7959.952001234204,28916.160620366885,38.49949729560698,29.1,0.8240009005627426,2.8395795412135922,23.0,20.0,2342.0,37421.06565294745
14:25:36.723,160.0,3360.0,4.121639110696861,17.542651309747455,1.6375089916859935,-79.0,633.3855545001504,23385.85211570139,14763.206553592705,2245.3585784251877,1758.9369298235374,1841.8294782632665,16827.52994749662,1997.5227655447936,454.2621962948229,10864.547856358511,5548.26333079301,19.685693635984585,53.1,7.988623041649009,3.737355729756753,95.0,27.0,5682.0,18638.74726791491
14:25:39.729,60.0,7310.0,6.956871541694428,13.647158061437608,9.895869002430102,41.0,333.7017824192715,1601.201744921752,5205.2025947057045,17453.75474117986,26601.184958628222,31950.3496356716,10848.734550365127,13891.07254894912,25256.55468252535,27396.1016390964,6525.039174017957,35.28284348970107,85.1,7.173787010499887,4.464500928928549,81.0,41.0,5825.0,16832.639507419364
14:25:42.737,110.0,9280.0,3.7773200616491645,10.8113057425644,9.342915225766236,21.0,665.6213895851835,16858.04383551833,9900.747878961309,5495.366447905335,19675.70807228195,23837.27796562189,12864.054482322326,10562.318976596605,22488.877505647426,7868.166142850015,31194.200492557768,86.72845366376524,83.1,7.57961070150892,0.5337982492799842,83.0,3.0,2149.0,3808.1448675552556
14:25:45.751,140.0,2230.0,4.955688712111035,10.508412440739543,5.155213769640608,96.0,259.5831710626267,27804.232235727068,4722.4766906762625,19931.943883029486,24761.34505220732,13821.98048248241,32125.113367630707,26218.339863407175,15798.49437483376,771.3079661563635,1065.9216543483442,73.47547412464608,8.1,0.14573540529509865,4.015535720636572,42.0,26.0,911.0,48440.17998718572
14:25:48.765,110.0,7540.0,5.202825413876227,2.5483754422456584,6.606445256951202,-64.0,859.4882884165838,27364.07952017603,28324.373502274044,26616.814509872132,27775.14703164212,15543.08345102748,29041.167877997148,12206.334378995152,25074.049651694124,17934.49374113977,20241.729469388625,54.11689239427302,34.1,9.40019080255771,3.7608350715345447,76.0,73.0,7157.0,1704.7154037296482
