,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG,RNGFND5_PWRRNG,RNGFND6_PWRRNG,RNGFND7_PWRRNG,RNGFND8_PWRRNG,RNGFND9_PWRRNG,RNGFNDA_PWRRNG,WPNAV_TER_MARGIN,OA_MARGIN_MAX,VISO_POS_M_NSE,WP_NAVALT_MIN,OA_BR_LOOKAHEAD,FOLL_OFS_X,BCN_ALT,TERRAIN_MARGIN,INS_TCAL1_TMAX
11:43:18.248,240.0,8.784673482165445,19.559212971447792,2.7888138535896867,12.0,568.6393452449641,23893.83466771413,5103.171757998821,6950.272501731367,12454.961520927935,26470.65910428384,10989.972506745029,3306.172880419333,29027.485202424454,31199.93414598235,32128.615906540294,92.26021674537525,22.1,0.10805952981297114,4.945426950993721,47.0,-85.0,4356.0,22092.580333792568,-17.517374887191124
11:43:21.286,20.0,5.509387616601788,10.545205907277548,4.046301718692594,-41.0,434.6222624598769,26938.56528980248,8270.619518585674,20321.84432849132,15974.625191865647,6231.626324318792,6044.378202953302,7401.161953250319,3585.9575095835944,30439.720279197576,5331.842653332574,89.69035893362177,49.1,2.5574042511504875,0.4423013724006103,38.0,-38.0,6386.0,34772.61738936437,-50.2055611296214
11:43:24.296,50.0,5.871270528200489,11.049418519875097,1.4545263028713968,-95.0,178.8454807249712,17478.63074746253,6640.075835979633,19545.55063582939,21862.208984523942,28976.901155962118,23730.215818900113,31404.701754089572,8153.192706486493,11612.956077102337,6366.851059007793,55.86983000054956,7.1,0.6624115953949572,1.7482008398065485,48.0,48.0,457.0,8565.798927120712,44.571459925004774
11:43:27.306,320.0,8.170422015149466,13.571551548515439,5.700397706116952,80.0,518.0942578299026,25527.37175097633,24598.953351115957,7104.317757431965,26428.17121770705,9569.200924174582,6948.852672107664,13990.913868517804,14360.15558266106,21178.49411997192,22572.81900051893,15.430560643084346,9.1,0.11861098311289431,4.108572301034122,4.0,55.0,5698.0,21215.00671908196,-41.862739011076584
11:43:30.315,320.0,2.6036662421386234,0.16549331496490627,3.5940612273499832,-19.0,993.644780334165,13941.97504603716,558.856835581906,25865.81618501321,8344.580653058858,31105.70975739622,2164.9816190451324,8689.7960134257,17717.00736015303,22211.364500239124,10262.218345710544,59.760975091408284,72.1,8.976110881175181,0.6451391916648574,31.0,19.0,9473.0,13327.327660070612,23.328129910417005
11:43:33.328,130.0,7.154882228011732,7.095183680201654,4.20436683028525,14.0,280.31618130000203,27788.82630683194,11873.015434488416,30288.575183277964,27295.9904564686,7824.261951378101,16842.507105724984,783.8728409353497,10909.347166433367,23643.650888845124,10480.611796192705,92.15264553434146,1.1,9.226778025124439,1.682178067855269,4.0,39.0,5561.0,24287.788387474026,-4.610545535458883
11:43:36.337,220.0,7.469487180000805,11.10764249154186,1.5443087864582168,30.0,404.55917999871747,17500.139245227085,5964.843342674098,29519.70816194152,1382.657240889187,18945.750137573315,7323.449476652034,13651.306852308924,11528.636351164054,21540.730587332215,27240.44634334343,90.20294605194943,16.1,5.929623222307455,3.0578654072373617,37.0,-63.0,9982.0,12620.410268236592,-2.24476614557058
11:43:39.346,230.0,5.21346298256406,6.879722448753364,5.7473226661774115,-56.0,203.32882693731202,28645.047742032722,6196.141793737687,19511.86059874521,30425.481199098682,3811.6656137520913,10951.592421605652,7727.856939163807,23633.27832534034,1863.1139962096559,23807.635233147972,11.35026639578911,87.1,2.0848615195775735,3.72961499641948,20.0,88.0,1500.0,47372.36429739382,31.303152592598323
11:43:42.353,500.0,9.755323125919917,12.107986060678481,8.237383548700176,8.0,348.49922717887614,4233.42401021162,24605.365389429415,14601.316052658796,7414.631265098797,5537.1752088800795,29.748807290609854,17204.897278966488,30874.759246072463,3160.169862234234,25043.745732405045,15.240115998638025,8.1,4.699994270112296,1.6298866130452994,62.0,-77.0,9334.0,30906.575844366056,47.1910518123769
11:43:45.368,350.0,6.815228455349288,8.369711239475215,6.20865099190358,82.0,541.2231426132843,16529.9427473094,7609.359275175968,5840.191867850219,23453.074211401472,14793.581868480796,2581.476959968413,4562.7786794277035,18145.803948209497,18446.805146496317,21960.566029933205,5.08799215270388,40.1,2.780646060826012,4.5990736116449495,20.0,95.0,9302.0,14973.197594815534,-23.270903429779302
