,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG,RNGFND5_PWRRNG,RNGFND6_PWRRNG,RNGFND7_PWRRNG,RNGFND8_PWRRNG,RNGFND9_PWRRNG,RNGFNDA_PWRRNG,WPNAV_TER_MARGIN,OA_MARGIN_MAX,VISO_POS_M_NSE,WP_NAVALT_MIN,OA_BR_LOOKAHEAD,FOLL_OFS_X,BCN_ALT,TERRAIN_MARGIN,INS_TCAL1_TMAX
11:37:29.972,50.0,6.242355298167035,18.902356180922027,7.791456332760832,29.0,552.030525536243,30585.76294311091,14839.950149647997,1138.7155439094042,14379.703531125784,25378.82275904205,30183.537588917818,26288.751288363488,13880.110412971531,10593.455387105287,12759.446820382454,94.41933098194914,60.1,2.1038170955438003,2.9506682442223653,9.0,-30.0,1271.0,281.68693868814444,-17.090281522128073
11:37:32.978,310.0,3.6545127060537808,15.86249027587896,6.665629417066068,-47.0,430.3723639039804,2843.486207833624,603.8902045817636,1978.148479252098,248.25465351619766,2962.5588166309212,9271.298711745867,15248.299324686497,15990.63982632288,17680.420334367016,19051.84986693258,90.59286952060678,95.1,0.36339999498765885,0.7042894305049185,27.0,-77.0,7668.0,26983.18295041555,-65.0859405469845
11:37:35.989,490.0,8.856769651682702,2.4454561556506604,1.9060995154377056,91.0,450.5684028175917,27854.82847450254,26892.398163266036,24314.64611764901,22520.19534160808,31167.769623918604,14362.4050283239,32068.42759973456,22281.82810700378,3293.9339913001068,23380.59727825357,61.96300869517515,89.1,2.157812508196796,4.400021242382514,18.0,64.0,7657.0,40296.56316191568,58.67135709966658
11:37:38.997,240.0,8.204642670568479,8.75950142786219,4.697667773058001,89.0,812.576982110904,12584.53305780492,5539.703664057731,28999.324056966154,29367.276610030025,6664.113159644632,14282.150376285168,12519.118377964902,1497.1732813084382,30077.467162673507,3719.809811130084,73.80975212372351,25.1,7.6216553479245555,4.378099505795428,22.0,66.0,1794.0,8273.486206850308,-61.056761442442074
11:37:42.005,400.0,6.754709317642122,8.814308543683058,9.028533815258308,68.0,588.2436625156159,23201.500219592952,24524.4866831686,2785.120782532893,17630.53206507866,30576.189538785202,16575.23387633519,11666.366376753853,14265.809348265477,15829.725982848322,20813.06906680622,22.803614224889632,61.1,9.410608681933349,2.6544773344632286,67.0,31.0,4677.0,7765.174637750914,48.68913106928102
11:37:45.011,460.0,2.9636455681601506,17.6778577507219,3.0201277443845895,96.0,320.1198698315655,22937.63163613972,17852.283415402162,17714.88322301992,24213.55840895317,14505.178870008576,5244.583620670457,16888.492524681547,15788.174280154497,1721.0920513672868,21172.98863581197,21.303312018541334,52.1,5.237187231536318,0.45611355553856814,38.0,46.0,9608.0,39725.578429687266,-6.441474878969295
11:37:48.021,300.0,0.6336890737487033,9.088576242855606,2.2290354517822206,67.0,563.2306329518574,891.3766082623498,27608.041939603718,13534.921154746438,12440.690688895216,8503.01365153225,25406.341613558576,19492.504900931006,31621.19606036213,11890.376857802623,19588.797472736693,5.1238579277691825,36.1,5.466084756255402,4.0858143773685365,49.0,-63.0,7778.0,47673.913513746345,0.19508972723319573
11:37:51.026,290.0,6.088198108347273,9.324424943115663,2.7609101351377734,95.0,982.541156813099,21760.298260686228,9543.519732454248,7078.277882256008,13923.71266344849,24765.409528753273,5181.612080276643,837.9164661575687,5817.944636742881,30743.561801799417,26963.319332858202,91.20950679867535,13.1,3.7930225814923517,2.983166689900764,41.0,47.0,3871.0,7947.071093327721,-41.979177373809506
11:37:54.035,370.0,1.8104493658706833,1.6723090833485332,1.0347405676292425,-16.0,315.49186790372676,11687.885626174411,18253.21534899171,28310.44960544461,4357.98002261653,26417.679078406178,20085.085960770535,3289.4986700672775,32206.48177071906,20167.894670812202,20769.898325174297,36.23860633028864,77.1,5.680432462172501,2.786395125146848,64.0,-45.0,811.0,38284.85580556655,-31.176944853608624
11:37:57.042,40.0,5.36100782206147,0.034136669661744,8.473671531068618,-95.0,525.9993398859954,9381.28208954935,17678.155433941505,14667.197330332769,17110.401746205793,20348.14216830907,2945.040207373516,22670.54456787126,6538.762115683261,8247.440607659093,164.86533248930988,80.96855145012962,25.1,9.295809474457627,3.2416911943619118,11.0,-86.0,487.0,42990.390555072474,-14.376369326302026
