,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG,RNGFND5_PWRRNG,RNGFND6_PWRRNG,RNGFND7_PWRRNG,RNGFND8_PWRRNG,RNGFND9_PWRRNG,RNGFNDA_PWRRNG,WPNAV_TER_MARGIN,OA_MARGIN_MAX,VISO_POS_M_NSE,WP_NAVALT_MIN,OA_BR_LOOKAHEAD,FOLL_OFS_X,BCN_ALT,TERRAIN_MARGIN,INS_TCAL1_TMAX
11:03:24.687,430.0,2.770778674750991,6.265797240101572,1.8142521384353893,-69.0,333.8446803727534,27263.65101974872,31785.41868574907,3627.8449522256974,6678.16280658671,19869.243480354522,6810.932277616251,12754.075318184698,17948.585820546323,18606.9914635924,1570.9401904834326,28.99719413174872,33.1,8.470984834407764,4.701262363386384,48.0,69.0,9949.0,30392.29331041085,-48.88541349248405
11:03:27.696,130.0,5.471634165393527,6.008238065390959,9.465814714145042,-77.0,676.0312559132716,10621.082877707388,4741.4998009278315,9096.746243675236,26375.04519507652,27824.50718037229,8418.149191603508,17991.859510415936,1520.21992697137,7509.031439543663,7803.508332930899,67.63396664963038,57.1,1.0782519466674043,0.4616107465816721,97.0,11.0,4349.0,45238.615559890626,-44.887882126365454
11:03:30.704,330.0,6.820882730784491,10.361476800027791,6.183917333769123,7.0,417.13258273516163,9023.071904935285,5028.164426832083,2899.663621116746,1343.4193027062106,31547.614893757724,5729.926548193047,17747.502160072305,1911.6224309042914,7019.0560569151285,26758.792430018526,68.92395482992839,29.1,1.0256783879930007,1.478055081409952,98.0,49.0,2491.0,34365.90630126676,54.750211263299306
11:03:33.714,380.0,3.316734680516066,3.017502149418043,2.6458268075752303,51.0,614.6555393726337,29743.924882679257,31770.510410361872,17794.96243135726,20064.495378650176,27885.833191569087,18312.207781640755,24851.97175109482,6944.07877991188,15663.766498917741,10615.386663635074,78.42493445089869,83.1,2.352726506197773,3.8274741458143224,5.0,-54.0,9502.0,21541.398699132274,73.4912698547879
11:03:36.724,300.0,9.604011186008481,10.551527824700262,5.236052636883356,-58.0,452.79691966287885,6852.971366793738,8254.289919526153,17470.21278243008,26431.633094659843,23381.770238024692,25672.948117065127,22018.948916837766,24564.79369084799,11280.642930851163,11151.271040313693,75.44136023369202,57.1,9.069159292926514,0.5984173269102067,70.0,-88.0,3172.0,34039.38394951314,9.735421652040941
11:03:39.738,450.0,7.843773923994142,12.846743216106901,2.5639635328563255,-45.0,581.2302089411282,29128.67837525811,11629.675402741299,3803.3112066543654,10512.196320771252,26292.748500026435,5130.193721235616,17339.920236987367,10992.438287649447,16450.16048337108,2904.6609589023683,31.759451209869617,40.1,2.7842553109835704,2.29955554404751,41.0,-58.0,2811.0,30970.188212812707,-5.97443882369501
11:03:42.747,430.0,8.862367529580018,13.251815728325543,7.775210980185716,-4.0,688.9741678439092,14433.21510004795,21756.30175828986,31885.37773083284,25255.024536421522,4422.479272863935,27204.901456833322,30089.48639561188,13794.650991606468,11760.529623306847,3322.6865898684446,46.571470116127216,14.1,9.132792253455964,2.879700324327281,35.0,7.0,4331.0,46058.42625751995,34.53704986279645
11:03:45.755,470.0,7.83109873643835,16.11369670739529,4.464355549374401,15.0,841.4087668713089,16111.788673671883,4449.984456757613,2662.1617082103658,3013.0097910851523,29361.85531454983,26166.538847702916,9417.352807796015,3134.1538606551344,13510.278493923292,30027.055205787306,98.1617838884702,15.1,7.993358228608499,2.7931378453073528,32.0,20.0,269.0,32619.788080796134,3.7109426990622865
11:03:48.762,170.0,7.202116412457217,14.962275596480453,3.3928535406049347,-95.0,51.14088285147667,16388.277781506047,7522.678325842586,17271.56587372835,4171.893485276592,3315.806878989635,25689.611506002162,29179.42475207729,22111.55475897276,10500.233245823287,26137.531751624047,58.766746689354854,89.1,5.396221869013595,3.569149222408534,76.0,76.0,3660.0,45595.42847201771,-54.817174397409715
11:03:51.770,300.0,2.8443694415530683,7.9529816190683285,7.414884954494113,-93.0,821.1842905782315,2708.482727823509,28635.92619995193,5318.287326197209,31165.146109633708,13996.112033244375,32080.729708846044,13161.340147803812,27645.151417158344,12698.938927416,23618.021262439423,92.55314923238288,71.1,0.748706393885876,3.5875924733958136,43.0,-5.0,487.0,44024.941281181746,72.62854190118733
