,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
03:35:53.481,298540.0,1.0,1.2,-0.1,0.9746177963525832
03:35:56.485,35220.0,0.7,0.2,2.7,2.475569191366937
03:35:59.498,268424.0,0.8,1.1,-2.0,2.826861363072648
03:36:02.503,104384.0,0.1,1.5,2.8,2.1226497227499
03:36:05.506,65204.0,0.4,0.8,-6.8,2.739066026350081
03:36:08.515,99897.0,0.8,1.2,-7.0,1.5109184343549638
03:36:11.528,189947.0,0.3,2.0,-9.2,2.1302237179264814
03:36:14.533,33918.0,0.5,1.5,4.5,1.4640249909967948
03:36:17.543,166507.0,0.1,1.6,-0.5,1.76255050232052
03:36:20.557,144138.0,0.9,0.3,5.5,1.4567164086865771
03:36:23.569,115383.0,0.6,0.6,2.5,2.544289094187204
03:36:26.584,281965.0,0.8,0.9,-6.5,2.809108112058636
03:36:29.588,103126.0,0.6,1.1,2.2,0.7729223875829492
03:36:32.602,286335.0,0.5,1.0,2.1,1.316851463058898
03:36:35.610,119551.0,1.0,2.0,2.4,0.8235710646971824
03:36:38.613,31144.0,0.4,1.2,-7.0,1.1166042462819368
03:36:41.625,203069.0,0.5,1.2,-9.4,2.5236383918458105
03:36:44.627,27895.0,0.2,1.8,5.9,1.2295221065442083
03:36:47.637,165690.0,0.9,0.8,-3.2,2.038453388308379
03:36:50.652,269586.0,0.6,1.9,-5.3,1.1613575248195376
03:36:53.666,275022.0,0.2,1.8,5.0,2.746024172983577
03:36:56.685,237872.0,0.3,0.6,-0.4,0.8422899783914968
03:36:59.696,287897.0,0.7,1.9,9.3,2.846106256021323
03:37:02.710,296204.0,0.5,1.7,-8.5,2.8117622632883656
03:37:05.715,59692.0,0.5,1.0,-4.6,1.9212262757426173
03:37:08.730,299935.0,1.0,1.6,-7.1,2.5426374753405927
03:37:11.739,156043.0,0.7,1.7,-2.1,0.9356662550628286
03:37:14.752,248728.0,0.9,1.2,-6.6,1.3875817246377822
03:37:17.760,75129.0,0.9,0.1,-3.6,0.3762377912803548
03:37:20.779,293052.0,0.8,0.6,5.7,0.3884919239281573
03:37:23.793,249751.0,0.3,1.5,0.1,1.2585208872241782
03:37:26.807,294172.0,0.2,1.0,0.3,1.215921469362136
03:37:29.816,235923.0,0.4,0.7,-5.8,0.8808632964818366
03:37:32.829,257779.0,0.6,0.2,-0.0,1.4986505795065588
03:37:35.837,148062.0,0.6,0.1,8.0,1.550232835392855
03:37:38.847,119091.0,0.3,1.7,9.0,2.4113056631142222
03:37:41.855,145918.0,1.0,1.7,-9.5,1.346628974146061
03:37:44.862,32744.0,0.7,1.5,4.5,2.891498209543601
03:37:47.867,59046.0,0.1,0.2,2.9,1.5479697771711274
03:37:50.879,287939.0,0.2,1.3,-8.5,1.8363817371868787
03:37:53.903,152568.0,0.8,1.3,3.8,0.2612065691914906
03:37:56.915,288177.0,1.0,0.3,-0.2,1.277887699205263
03:37:59.927,217642.0,1.0,1.3,-4.0,1.6176327752210269
03:38:02.929,6478.0,0.7,0.9,5.6,1.517957779601713
03:38:05.939,202109.0,0.5,1.9,0.5,1.1950533234359348
03:38:08.949,178594.0,0.5,1.2,8.4,2.081142111957786
03:38:11.958,159860.0,1.0,0.8,9.6,2.767040453168988
03:38:14.961,15722.0,0.7,0.9,7.2,0.5675782754253456
03:38:17.969,90831.0,0.8,1.3,6.9,1.955953875002
03:38:20.975,69047.0,1.0,0.1,-9.1,0.676516989319291
03:38:23.977,35397.0,0.4,1.9,3.1,1.9217521810925375
03:38:26.987,160321.0,0.1,1.0,-3.8,1.889257399143625
03:38:29.994,104494.0,1.0,1.1,4.9,1.3460661279876107
03:38:33.000,88512.0,0.7,1.3,-5.5,0.7716905821431577
03:38:36.019,161742.0,0.3,1.8,-3.8,0.7753432831267772
03:38:39.029,159126.0,0.6,1.5,-7.4,2.5330795917656275
03:38:42.033,42181.0,0.4,0.6,-5.7,2.4828490565169545
03:38:45.041,177883.0,0.2,1.2,-0.8,1.1438991464228638
03:38:48.048,163764.0,0.2,2.0,5.3,2.255754448074602
03:38:51.064,292399.0,0.2,1.1,2.9,2.161014254688692
03:38:54.073,139967.0,1.0,1.9,-3.5,2.009272833898552
03:38:57.074,15813.0,0.7,1.2,-5.4,2.3256681868523184
03:39:00.077,46119.0,0.8,0.7,-0.2,0.3127883688860235
03:39:03.087,171240.0,0.8,1.8,8.8,2.254373138569551
03:39:06.093,127694.0,0.7,0.6,-6.9,2.8304861265656887
03:39:09.099,84715.0,0.7,0.4,8.2,1.1387567910687244
03:39:12.105,60636.0,0.4,0.1,-1.6,0.523158027132627
03:39:15.107,13647.0,1.0,0.2,0.9,0.4538699957750315
03:39:18.117,150945.0,0.9,1.0,7.7,0.2950355572818099
03:39:21.130,165866.0,0.2,1.9,-4.7,1.831428754889515
03:39:24.137,120270.0,0.3,0.2,9.7,2.629494735392138
03:39:27.146,165909.0,1.0,2.0,4.0,2.677765100485776
03:39:30.155,208658.0,0.7,2.0,-2.9,1.870740441799176
03:39:33.159,42692.0,0.6,2.0,-1.4,0.8622780012220526
03:39:36.172,231347.0,1.0,1.5,-1.9,0.7880603881358568
03:39:39.177,33978.0,0.5,0.9,-5.7,1.841939091905115
03:39:42.183,59217.0,1.0,0.7,-1.4,1.5312514299915228
03:39:45.186,19659.0,0.1,0.5,5.9,1.9485574287362424
03:39:48.192,134113.0,0.7,0.6,1.1,1.035362690086718
03:39:51.200,99746.0,0.4,0.8,6.1,2.659982907240902
03:39:54.213,251016.0,0.8,1.7,-8.6,2.695551026901071
03:39:57.227,294853.0,0.3,1.8,-3.6,1.397558216763524
03:40:00.240,275202.0,0.9,0.2,3.9,2.043270708068345
03:40:03.247,106391.0,0.6,0.6,9.4,2.965427690162421
03:40:06.260,230601.0,0.7,0.8,-1.9,1.6165956761549083
03:40:09.269,146221.0,0.1,2.0,9.7,0.7116771789597058
03:40:12.280,183492.0,0.6,1.4,-5.9,2.6326886374369973
03:40:15.292,228357.0,0.5,0.5,-8.6,0.970003838020358
03:40:18.298,57515.0,0.5,1.2,9.6,2.822688157446932
03:40:21.302,71538.0,0.3,2.0,9.6,1.9118588916447008
03:40:24.306,59944.0,0.4,1.3,3.2,0.7748783412486014
03:40:27.310,34396.0,0.9,1.0,7.0,1.5758657791823918
03:40:30.323,293088.0,0.1,0.9,6.5,2.1593288943391653
03:40:33.329,43636.0,0.1,1.1,-8.7,1.220595598239532
03:40:36.335,97491.0,0.5,0.9,-4.7,2.716696544100672
03:40:39.351,290081.0,0.7,0.9,-9.2,2.5019091291375712
03:40:42.359,167500.0,0.5,0.4,5.1,0.4474882554812581
03:40:45.366,92928.0,0.5,0.8,8.9,1.5816976828396625
03:40:48.376,237938.0,0.9,1.4,-2.7,0.3917421672939017
03:40:51.385,165401.0,0.5,1.5,4.5,1.0344244390876258
03:40:54.390,35806.0,0.2,1.8,-2.4,1.50462636732537
03:40:57.396,86826.0,0.7,1.3,-0.9,2.4250193039569097
03:41:00.407,234976.0,0.1,0.5,3.4,1.4645443921145698
03:41:03.418,140395.0,0.4,2.0,-4.3,2.164774773962476
03:41:06.425,156979.0,0.3,1.5,-6.5,1.7740380151569046
03:41:09.439,265705.0,1.0,0.9,2.9,2.5634256806128355
03:41:12.443,65961.0,0.9,1.2,-5.4,0.760121523051249
03:41:15.457,299183.0,0.5,1.7,5.9,1.193944180243852
03:41:18.463,62190.0,1.0,0.5,5.1,1.3625737739566877
03:41:21.468,25292.0,0.6,1.6,-5.3,2.9215198703999428
03:41:24.473,23227.0,0.3,2.0,-6.4,2.6034302812678694
03:41:27.478,56826.0,0.5,1.5,5.0,2.6665593943818164
03:41:30.491,281759.0,0.2,1.2,-1.8,2.870597812660354
03:41:33.502,238412.0,0.4,0.2,-9.6,1.06845458724404
03:41:36.509,81514.0,0.5,1.6,-6.2,1.211714556982495
03:41:39.512,74799.0,0.6,1.8,-9.3,0.3861728213181603
03:41:42.514,22304.0,0.2,2.0,-2.5,1.1676872816375028
03:41:45.525,214619.0,0.8,1.5,2.6,0.665920298956197
03:41:48.529,19368.0,0.3,1.6,2.3,1.290521404977201
03:41:51.538,129672.0,0.8,0.7,5.9,1.8044404170752175
03:41:54.543,78825.0,0.4,0.3,8.5,1.2879558892866632
03:41:57.552,139092.0,0.6,0.4,-2.4,0.8808542901918057
03:42:00.566,252069.0,0.1,0.3,3.0,0.6253649754284405
03:42:03.572,102250.0,0.9,0.8,9.6,1.7398626155253454
03:42:06.579,105943.0,0.3,0.1,-7.2,2.439841377932311
03:42:09.592,242997.0,0.9,1.1,-1.2,1.562921368283914
03:42:12.603,193038.0,0.2,1.1,-5.4,2.980738508185423
03:42:15.611,132809.0,1.0,2.0,-3.3,1.4319568216812444
03:42:18.617,69109.0,0.6,1.9,-5.3,1.5051477983938746
03:42:21.625,178205.0,1.0,1.7,6.1,1.177358119312918
03:42:24.637,249984.0,0.2,0.1,-7.9,0.4960915774600403
03:42:27.647,191939.0,0.2,2.0,-3.0,1.9176093704918284
03:42:30.660,264277.0,0.1,1.0,9.9,1.10504058489985
03:42:33.664,20587.0,0.2,0.6,4.6,1.154051942039885
03:42:36.666,12499.0,0.3,0.6,7.0,2.8011073392245764
03:42:39.670,71941.0,0.7,0.2,-8.6,1.1425686287904455
03:42:42.676,90328.0,0.2,0.4,1.2,0.993334054454247
03:42:45.689,254008.0,0.1,0.9,7.6,2.27629095243264
