,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
02:59:54.696,268925.0,1.0,0.7,-2.7,0.8162631035954262,1.1,163.32674123900836,23249.0,310.0,2.507265958548349
02:59:57.709,233610.0,0.5,0.5,-9.6,1.6021354964458443,2.6,1981.709444258592,588.0,980.0,2.9886436634916973
03:00:00.733,212292.0,0.8,1.1,-9.7,2.1495772734991654,3.7,29841.575642225336,9185.0,840.0,1.4341348581944189
03:00:03.739,55489.0,0.6,0.6,-4.0,1.9400105392851976,1.0,31571.201617206923,22512.0,40.0,1.19113435427958
03:00:06.749,151965.0,0.9,0.7,-0.3,2.848397857502317,1.9,5793.593804255348,30693.0,40.0,2.150582098997908
03:00:09.761,176950.0,0.5,1.3,-2.6,1.2809110504869308,0.9,21327.67722994707,26747.0,180.0,1.2143297893674945
03:00:12.772,145903.0,0.9,0.2,-3.7,2.080920068941708,4.2,23457.970883417063,28484.0,400.0,1.3089880443543225
03:00:15.780,168254.0,0.2,0.1,-9.6,2.031229621593229,0.4,5568.310058590742,14424.0,940.0,1.652256384570281
03:00:18.783,55088.0,0.7,1.8,2.1,2.3219557102390604,1.4,16030.738156644264,2794.0,580.0,1.0751953427599896
03:00:21.800,284635.0,1.0,2.0,-6.5,1.0897991943047791,4.0,30174.09696922621,22899.0,120.0,1.0746864009051158
03:00:24.816,287412.0,0.3,1.6,-9.5,2.856076911644508,4.5,2971.679886838605,8580.0,760.0,2.1855296491120555
03:00:27.822,103645.0,0.2,1.0,-8.8,2.056682560485174,3.3,21806.84907213463,29941.0,920.0,1.4388591093362448
03:00:30.840,148790.0,0.1,0.8,-2.9,1.672833907405983,2.1,11651.96847864513,5363.0,820.0,1.964718344788705
03:00:33.844,34694.0,0.4,0.5,-1.3,2.2785285686098637,2.7,1824.561150651084,25558.0,830.0,1.6503927922742734
03:00:36.859,273037.0,0.7,1.2,-9.2,1.700144559170135,0.6,32075.30873668185,12820.0,80.0,2.507825867805848
03:00:39.875,269826.0,1.0,1.9,6.3,0.7506721172778894,2.8,11026.881050808412,24391.0,540.0,1.7400699459116509
03:00:42.888,274341.0,0.7,0.5,8.1,1.7314408276129505,4.9,10351.250357758512,6307.0,660.0,1.5471400812486953
03:00:45.891,41896.0,0.9,1.3,6.7,0.6707326951908155,1.4,16465.460375487546,8893.0,350.0,1.550234650629892
03:00:48.896,1703.0,0.3,1.8,2.9,1.3404131128583177,2.2,7903.874876758797,27672.0,140.0,2.289286235500117
03:00:51.910,272034.0,0.8,1.4,2.5,1.4398244951476231,4.8,17890.93220357547,3608.0,80.0,1.7542151974966556
03:00:54.924,248271.0,0.4,1.7,-0.8,0.8596705407534335,1.7,3069.897623753351,16692.0,430.0,1.300190026853544
03:00:57.933,106844.0,0.3,1.2,-8.1,0.981522526212112,3.6,17191.6645790895,13997.0,600.0,2.453230156468895
03:01:00.937,13796.0,0.2,1.0,-6.9,1.5694237436903185,3.4,8683.04232967026,20883.0,940.0,2.795155946587009
03:01:03.943,28445.0,0.5,0.8,5.4,2.666959912349884,4.1,12816.36639438767,27687.0,750.0,1.1743401279814694
03:01:06.952,135546.0,0.7,1.3,2.7,1.8518284861312504,0.3,5646.831822534626,7650.0,630.0,1.4154216416553145
03:01:09.957,30275.0,0.8,1.2,-4.2,2.7254138584637144,2.8,16594.342984306048,17786.0,430.0,1.4332369181121312
03:01:12.968,163323.0,0.1,2.0,3.3,1.9901593560587505,4.3,13239.270240800644,23878.0,440.0,1.2825429996548028
03:01:15.974,44105.0,0.3,1.0,4.9,1.9990396050067725,3.1,21523.473816666334,10062.0,900.0,1.7449390601669683
03:01:18.985,205753.0,0.7,1.8,-3.9,0.8366949235866461,4.3,3785.0102112637305,18229.0,980.0,1.7463182099787486
03:01:21.994,66814.0,0.7,1.0,6.5,0.9420806616020896,4.6,3463.752598451803,29899.0,530.0,1.7425079271823325
03:01:25.004,193145.0,0.4,0.1,9.3,2.4406488808375832,2.6,14081.100847669028,1665.0,380.0,1.7162049120550755
