,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
13:20:20.302,470.0,230.0,-0.1,1.4262048120079918,7.824184563029888,960.0,1150.0,2000.0,7.6460529169596665,0.19396404370332565,930.0,62.0,53.0,-0.8290808425988698,-0.2721950373915055,0.712354159690415,94.0,76.07708435437677,8.822779193945347,100.0,90.0,44.0,1.6821372858994776,8468.93984450691,31054.0
13:20:23.321,1070.0,120.0,-0.7,8.128908819447037,9.624286011198254,960.0,950.0,1000.0,33.00049332794093,7.080153781033498,140.0,88.0,32.0,0.40849249592850745,0.9445153471899397,0.703899489812621,168.0,0.4028451315154502,6.447567423830314,3600.0,33.0,35.0,1.6459791518471139,19485.59278659463,20577.0
13:20:26.352,1520.0,450.0,-4.4,4.1400730638828485,4.352921826998943,910.0,1000.0,1550.0,17.633155811555163,4.866420323600452,220.0,23.0,89.0,-0.7692145376030478,0.2016197414954628,0.07835579870163056,201.0,48.01547291467312,12.809249575776906,3800.0,2.0,99.0,1.2378127141074187,12011.417970931361,24638.0
13:20:29.363,320.0,30.0,-0.2,2.674349464707962,9.245818006340366,1010.0,750.0,900.0,31.781847689489677,1.2608657203369882,130.0,86.0,42.0,-0.9513755967116875,0.5172130444442979,-0.38228100313525004,224.0,81.44238202008401,9.492014576809936,3800.0,27.0,99.0,2.095784337827773,25185.399702373154,6571.0
13:20:32.374,1670.0,490.0,-0.8,3.388899460041494,6.744627403996525,760.0,1450.0,1350.0,44.45292964173107,1.251281350191551,410.0,91.0,66.0,-0.7096684590118278,0.8075942265106817,0.9985515457955718,119.0,69.19091375691052,29.079700584786952,100.0,55.0,95.0,2.576814376963837,2899.909414057618,8446.0
13:20:35.389,1770.0,140.0,-1.1,9.267324354945655,7.599032803705282,610.0,1700.0,2000.0,45.064087533329825,0.24218265817484053,640.0,27.0,81.0,-0.9024643443324296,0.636083166557246,0.4727893876300996,103.0,57.08165026198022,24.047271999208245,100.0,67.0,77.0,2.568450739040353,13938.795386892905,22743.0
13:20:38.399,520.0,190.0,-2.1,9.326386547216844,4.038442960577335,510.0,1550.0,1650.0,40.51579321837701,1.0093728979277916,110.0,66.0,80.0,0.7701401139998769,-0.08373410994847763,0.8807693319758054,184.0,46.061579416247845,7.340553905103114,3800.0,9.0,84.0,1.666054888647245,32369.78353127477,8295.0
13:20:41.409,1370.0,260.0,-2.3,7.074162985095077,6.267847554497007,460.0,1900.0,1650.0,16.92148160747215,6.116209815555843,300.0,57.0,31.0,0.3561685141875681,0.7868664978290547,0.643435179756862,202.0,33.88233267052758,29.583972384290735,1500.0,26.0,1.0,2.443573122113609,28668.27047371715,25807.0
13:20:44.423,570.0,370.0,-1.7,7.225137269004918,3.7832096828816844,160.0,1450.0,1700.0,32.694568774729746,5.899853758426309,960.0,26.0,76.0,-0.3479568521438555,-0.48961659740905017,-0.07198267848776263,96.0,34.683667869421555,1.5596421898149655,2000.0,60.0,20.0,2.569487762141453,10398.634259799464,26162.0
13:20:47.430,1770.0,310.0,-2.8,9.183563208177727,3.350683899693829,860.0,1800.0,950.0,35.07068612427947,3.9129473618540134,520.0,55.0,28.0,-0.266927054056462,0.8561602205977608,0.5401889040765007,238.0,7.650629619858263,19.33896647539925,2900.0,65.0,85.0,2.1092049967696287,21950.13041010058,20908.0
13:20:50.444,720.0,30.0,-4.7,7.104941746517771,3.164310470362909,310.0,1900.0,1450.0,0.3071559314624772,4.018523100187945,130.0,96.0,29.0,-0.24272556401555434,-0.2057837463446769,0.3861837592499482,130.0,19.294389014795776,28.682340045300982,1800.0,51.0,24.0,2.5484132595670506,18030.5010329224,27740.0
13:20:53.453,320.0,240.0,-0.1,9.26807267634551,9.181219561860072,160.0,550.0,1650.0,8.269543233206033,3.6306035387718243,550.0,92.0,36.0,0.14026620322357974,0.8639740874831412,0.21715570041804622,163.0,70.29248563523397,6.692803085108033,4500.0,74.0,19.0,2.135340652286243,585.7004741214561,2478.0
13:20:56.467,1370.0,40.0,-4.2,1.165020736655243,6.630703964012613,360.0,950.0,1650.0,46.59987629424037,6.0717307261378535,370.0,77.0,32.0,-0.2826141484053325,-0.22540553726844131,0.866552418589591,59.0,4.386536255527074,4.3217162357659715,1000.0,24.0,24.0,1.7328633271318745,14992.763778351895,26812.0
13:20:59.480,1170.0,470.0,-1.7,5.799180782213526,9.97019447464291,460.0,1250.0,1500.0,3.0412613508648487,3.793895820372512,940.0,45.0,36.0,-0.8275543562980512,0.12464777436459806,-0.4766203340402222,44.0,66.40859421931361,2.424782045316712,3200.0,36.0,87.0,2.700500496838575,18049.630079031715,3614.0
13:21:02.503,820.0,210.0,-3.0,3.1956588694134958,4.3730371662060366,160.0,1750.0,2000.0,14.290879980870685,4.147758143010857,660.0,60.0,90.0,-0.4316978713889399,0.3303122112895366,0.8331392089187974,59.0,50.968591140542976,14.448419490627609,1100.0,40.0,41.0,1.158965000751589,16392.69227307893,9100.0
13:21:05.531,420.0,160.0,-0.5,9.986735070379705,6.2369843663907165,260.0,500.0,1500.0,19.521667352866807,2.88235902455153,680.0,98.0,60.0,-0.6923120044100812,0.24881855615471227,-0.22552071768741655,226.0,95.77855457990368,25.80238201458749,700.0,91.0,75.0,2.584021646147711,19609.7469742324,30719.0
13:21:08.546,170.0,390.0,-1.0,7.256174470783815,2.162799971335871,560.0,950.0,1550.0,48.382745370097595,0.39473310942006457,420.0,51.0,54.0,0.5025273439965343,-0.24091354963021944,-0.030788088226965937,89.0,14.644894203162174,7.576686738149578,600.0,58.0,40.0,2.786769350655588,1948.7991395773481,9803.0
13:21:11.568,1970.0,160.0,-0.3,4.0428106973382905,2.3796771920023234,710.0,1950.0,1950.0,24.623489264579785,7.090233177939786,680.0,72.0,55.0,0.27778623760572296,-0.4832523100703483,-0.40041630595518124,98.0,44.25239004809692,10.705903888083059,1300.0,38.0,50.0,2.8250425552276166,31102.761825124035,10641.0
13:21:14.588,470.0,400.0,-2.5,4.405066838800563,6.3653982329203735,160.0,150.0,1600.0,44.16453473350012,0.6475999725164359,230.0,53.0,8.0,-0.516995310299569,0.3026420579641833,-0.14616958309195305,209.0,56.861022051437146,14.815534632722775,900.0,84.0,21.0,2.2174208020766146,17420.86953664096,27520.0
13:21:17.610,120.0,230.0,-4.7,8.178601946881383,5.3409099284762345,310.0,350.0,1550.0,38.4264823125285,1.8374588590599101,470.0,89.0,77.0,0.5897860414984906,-0.38072669119870267,-0.16828988648040194,130.0,32.6615173817696,28.75890497289096,3200.0,71.0,78.0,1.7527210125574864,26787.11762817864,18490.0
13:21:20.621,620.0,260.0,-0.3,9.482153170146876,3.028660459637469,710.0,1300.0,1750.0,44.325627365886625,0.11010636149267938,470.0,76.0,94.0,-0.4836779273349928,0.7443819322945477,-0.3565222564976385,103.0,15.446461014364365,29.38068363150322,4200.0,76.0,42.0,1.2993224273740476,2517.300498970047,25822.0
13:21:23.633,120.0,300.0,-4.7,7.676473697449339,3.5437867014481714,510.0,50.0,1900.0,8.086952549368648,4.067562867484378,370.0,48.0,36.0,-0.4606855222877907,-0.4366698160978576,0.9329594041130158,203.0,56.12937800030119,7.543814226960677,100.0,87.0,93.0,1.511454056399867,11777.310108814845,30880.0
13:21:26.678,1620.0,280.0,-4.7,5.408279342333525,3.8763611028269525,210.0,2000.0,1600.0,15.279486589102564,1.925735127407382,90.0,51.0,89.0,0.641783262301139,0.42711274895162055,-0.3646897205158983,172.0,9.63477664237974,7.152837732685384,2000.0,6.0,59.0,1.7082420006214665,19720.932789539766,21342.0
13:21:29.690,170.0,70.0,-0.6,4.753686719101691,6.1699168856819595,860.0,750.0,1350.0,8.544610214726045,2.429325233023526,270.0,63.0,15.0,0.3827023850385092,0.1264291065472286,-0.1353384900949125,35.0,30.31852560805547,26.747679994828317,4100.0,4.0,25.0,1.508337767765353,18069.523931875683,4747.0
13:21:32.698,1120.0,120.0,-0.6,3.830131236355909,1.6828127602164522,660.0,650.0,1700.0,20.297953690298126,4.112402815542348,880.0,100.0,99.0,-0.7226407520782212,0.4593811726674998,0.16328381047356744,172.0,33.53640023728902,19.569071483702558,2100.0,4.0,60.0,2.445529188144279,26939.19050750293,22849.0
13:21:35.712,1020.0,380.0,-3.6,9.936784374190168,7.529620595754118,810.0,1150.0,950.0,4.788373803880985,1.2124625685564334,600.0,85.0,30.0,0.8562788915126829,0.29244435413974357,0.7496095094095194,136.0,13.012664080528813,29.805762283690306,2900.0,69.0,1.0,2.4178492530284252,30438.47317804352,5538.0
13:21:38.723,120.0,340.0,-0.6,5.008225911904144,9.280065070225683,360.0,400.0,1900.0,30.815142276884234,7.023379695795093,670.0,37.0,83.0,0.2772635060652482,0.22470044642479658,0.40329445734692104,220.0,25.586718274429256,15.577709652927469,1300.0,29.0,1.0,1.9254917190670635,30469.214647499794,17226.0
13:21:41.730,1920.0,460.0,-2.3,8.088660327431217,7.650599084370361,560.0,1650.0,1700.0,47.26050903654367,6.457422280686637,980.0,55.0,28.0,-0.43926916318048537,0.898698188227935,-0.44674764514340315,96.0,66.35182673182321,25.484419576707516,1800.0,69.0,94.0,1.0157772144136383,25434.86280470962,4243.0
13:21:44.741,470.0,20.0,-2.7,5.659469442912047,2.693347843337185,560.0,1250.0,1000.0,21.69328570651675,7.231320437258921,420.0,90.0,89.0,-0.8525171098879797,-0.22383449885429046,0.050686333786335025,195.0,70.02972765247597,28.435552277969816,2700.0,53.0,48.0,2.143330430516995,13471.600520592794,11512.0
13:21:47.749,870.0,230.0,-1.2,2.2245623509451984,6.051444485514079,910.0,150.0,1050.0,2.1792441178323294,5.301421366617666,940.0,76.0,14.0,0.5371686164046301,-0.17729770478942447,0.21727601735332347,192.0,35.24468331042817,13.45463100474852,1400.0,58.0,14.0,1.76342925757922,12217.462946380112,21699.0
13:21:50.789,420.0,130.0,-4.9,5.643954161973637,2.06155267868602,310.0,850.0,1300.0,12.961540001691175,3.3839122344984007,240.0,5.0,87.0,-0.3127828884433824,0.5582175211269547,0.7966990172276922,212.0,79.35404145334903,9.049960187845125,1100.0,13.0,89.0,2.6000269742234727,31185.87837097809,29825.0
