,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
17:13:35.186,2.0,0.1,33.0,4610.0,0.1,0.0,0.0,50.0,100.0,180.0,47.0,69.0,5.0,4.0,38.0,33.0,34.0,78.0,12.0,15.0,38.0,103.0,0.0,1.0,20.0
17:13:40.251,0.2,0.1,27.0,1965.0,0.1,0.0,0.0,10.0,20.0,10.0,44.0,51.0,10.0,50.0,53.0,38.0,21.0,29.0,71.0,17.0,7.0,68.0,0.0,1.0,40.0
17:13:44.287,1.8,0.1,30.0,2579.0,0.1,0.0,0.0,40.0,10.0,240.0,25.0,22.0,26.0,5.0,70.0,4.0,91.0,45.0,6.0,70.0,81.0,53.0,0.0,1.0,25.0
17:13:48.369,0.5,0.1,194.0,622.0,0.1,0.0,0.0,50.0,40.0,190.0,38.0,22.0,7.0,107.0,108.0,14.0,29.0,21.0,83.0,6.0,35.0,7.0,0.0,1.0,40.0
17:13:52.587,0.3,0.1,171.0,1433.0,0.1,0.0,0.0,20.0,70.0,80.0,15.0,2.0,21.0,91.0,74.0,46.0,57.0,76.0,41.0,19.0,43.0,76.0,0.0,1.0,20.0
17:13:57.443,0.3,0.1,96.0,1142.0,0.1,0.0,0.0,100.0,100.0,80.0,35.0,41.0,18.0,45.0,34.0,17.0,25.0,17.0,9.0,56.0,14.0,84.0,0.0,1.0,40.0
17:14:02.955,1.1,0.1,123.0,672.0,0.1,0.0,0.0,40.0,50.0,20.0,1.0,8.0,7.0,37.0,49.0,70.0,34.0,52.0,119.0,46.0,29.0,95.0,0.0,1.0,15.0
17:14:07.825,0.5,0.1,136.0,922.0,0.1,0.0,0.0,10.0,40.0,210.0,41.0,24.0,17.0,88.0,60.0,19.0,21.0,42.0,42.0,98.0,57.0,15.0,0.0,1.0,35.0
17:14:12.691,0.9,0.1,117.0,1102.0,0.1,0.0,0.0,10.0,40.0,60.0,52.0,11.0,18.0,38.0,52.0,23.0,13.0,93.0,63.0,68.0,29.0,9.0,0.0,1.0,25.0
17:14:17.395,0.9,0.1,43.0,14.0,0.1,0.0,0.0,40.0,70.0,160.0,82.0,39.0,2.0,11.0,60.0,23.0,62.0,91.0,98.0,103.0,13.0,38.0,0.0,1.0,20.0
17:14:22.477,0.7,0.1,30.0,1689.0,0.1,0.0,0.0,20.0,10.0,110.0,47.0,57.0,13.0,34.0,61.0,53.0,107.0,42.0,86.0,46.0,95.0,27.0,0.0,1.0,35.0
17:14:26.536,0.2,0.1,82.0,98.0,0.1,0.0,0.0,70.0,70.0,250.0,16.0,57.0,5.0,48.0,21.0,53.0,15.0,29.0,58.0,75.0,12.0,61.0,0.0,1.0,20.0
17:14:31.020,0.9,0.1,203.0,2309.0,0.1,0.0,0.0,70.0,130.0,250.0,62.0,28.0,28.0,113.0,95.0,42.0,86.0,95.0,113.0,13.0,98.0,75.0,0.0,1.0,50.0
17:14:36.338,0.5,0.1,106.0,1178.0,0.1,0.0,0.0,50.0,70.0,180.0,34.0,73.0,3.0,34.0,56.0,53.0,43.0,27.0,77.0,45.0,67.0,34.0,0.0,1.0,15.0
17:14:40.440,1.4,0.1,32.0,1212.0,0.1,0.0,0.0,20.0,80.0,110.0,57.0,4.0,25.0,33.0,25.0,25.0,7.0,12.0,31.0,96.0,19.0,21.0,0.0,1.0,20.0
17:14:44.702,0.4,0.1,127.0,582.0,0.1,0.0,0.0,10.0,40.0,10.0,11.0,89.0,10.0,6.0,21.0,17.0,97.0,8.0,15.0,56.0,100.0,88.0,0.0,1.0,25.0
17:14:49.318,0.2,0.1,214.0,3164.0,0.1,0.0,0.0,40.0,40.0,60.0,80.0,11.0,30.0,11.0,13.0,52.0,53.0,17.0,70.0,21.0,25.0,46.0,0.0,1.0,50.0
17:14:54.486,0.7,0.1,79.0,3706.0,0.1,0.0,0.0,10.0,20.0,150.0,8.0,59.0,25.0,30.0,19.0,86.0,5.0,78.0,39.0,41.0,56.0,9.0,0.0,1.0,15.0
17:14:58.665,0.5,0.1,216.0,6.0,0.1,0.0,0.0,40.0,40.0,150.0,26.0,75.0,17.0,49.0,108.0,35.0,90.0,11.0,3.0,29.0,37.0,52.0,0.0,1.0,30.0
17:15:03.487,0.2,0.1,123.0,2661.0,0.1,0.0,0.0,40.0,10.0,100.0,50.0,75.0,13.0,110.0,15.0,98.0,101.0,75.0,4.0,3.0,101.0,42.0,0.0,1.0,15.0
17:15:09.379,0.7,0.1,96.0,265.0,0.1,0.0,0.0,80.0,120.0,60.0,62.0,87.0,5.0,38.0,67.0,35.0,38.0,33.0,69.0,27.0,25.0,21.0,0.0,1.0,40.0
17:15:15.159,0.2,0.1,36.0,2488.0,0.1,0.0,0.0,20.0,40.0,160.0,64.0,18.0,20.0,11.0,82.0,25.0,89.0,57.0,100.0,34.0,25.0,14.0,0.0,1.0,25.0
17:15:20.337,0.4,0.1,86.0,2221.0,0.1,0.0,0.0,50.0,50.0,180.0,68.0,19.0,21.0,48.0,5.0,41.0,45.0,12.0,27.0,49.0,53.0,49.0,0.0,1.0,25.0
17:15:24.469,0.7,0.1,47.0,1156.0,0.1,0.0,0.0,120.0,10.0,110.0,99.0,29.0,3.0,73.0,19.0,21.0,85.0,105.0,34.0,75.0,8.0,63.0,0.0,1.0,15.0
17:15:28.555,0.2,0.1,161.0,143.0,0.1,0.0,0.0,70.0,20.0,120.0,6.0,67.0,17.0,23.0,105.0,34.0,85.0,61.0,53.0,115.0,45.0,23.0,0.0,1.0,30.0
17:15:32.802,0.5,0.1,41.0,7.0,0.1,0.0,0.0,120.0,40.0,40.0,56.0,29.0,17.0,17.0,33.0,71.0,34.0,120.0,98.0,9.0,34.0,52.0,0.0,1.0,35.0
17:15:37.667,1.3,0.1,144.0,2293.0,0.1,0.0,0.0,130.0,20.0,120.0,47.0,41.0,2.0,3.0,52.0,6.0,23.0,74.0,66.0,62.0,17.0,71.0,0.0,1.0,20.0
17:15:42.343,0.4,0.1,133.0,768.0,0.1,0.0,0.0,100.0,20.0,160.0,90.0,1.0,4.0,54.0,13.0,12.0,3.0,58.0,11.0,48.0,17.0,13.0,0.0,1.0,40.0
17:15:46.369,1.4,0.1,137.0,1231.0,0.1,0.0,0.0,70.0,70.0,20.0,37.0,29.0,7.0,39.0,23.0,17.0,46.0,27.0,5.0,17.0,11.0,84.0,0.0,1.0,50.0
17:15:50.526,0.4,0.1,50.0,376.0,0.1,0.0,0.0,20.0,50.0,190.0,57.0,89.0,10.0,38.0,7.0,83.0,99.0,37.0,45.0,5.0,56.0,7.0,0.0,1.0,25.0
17:15:54.576,0.2,0.1,85.0,3554.0,0.1,0.0,0.0,10.0,70.0,110.0,75.0,31.0,10.0,89.0,58.0,27.0,57.0,27.0,2.0,33.0,7.0,54.0,0.0,1.0,15.0
17:15:58.446,1.1,0.1,161.0,1772.0,0.1,0.0,0.0,10.0,20.0,120.0,56.0,44.0,20.0,2.0,30.0,17.0,9.0,58.0,86.0,19.0,25.0,27.0,0.0,1.0,15.0
17:16:02.388,0.2,0.1,33.0,1093.0,0.1,0.0,0.0,100.0,40.0,60.0,62.0,78.0,2.0,66.0,99.0,25.0,27.0,37.0,27.0,105.0,27.0,61.0,0.0,1.0,15.0
17:16:06.334,0.9,0.1,33.0,481.0,0.1,0.0,0.0,100.0,50.0,180.0,80.0,28.0,5.0,34.0,65.0,35.0,27.0,65.0,49.0,38.0,83.0,46.0,0.0,1.0,20.0
17:16:10.704,0.5,0.1,194.0,2393.0,0.1,0.0,0.0,70.0,50.0,150.0,24.0,77.0,13.0,75.0,27.0,48.0,43.0,97.0,5.0,43.0,15.0,34.0,0.0,1.0,30.0
17:16:14.574,0.2,0.1,34.0,1407.0,0.1,0.0,0.0,20.0,130.0,190.0,6.0,95.0,2.0,6.0,35.0,65.0,23.0,17.0,114.0,61.0,9.0,3.0,0.0,1.0,35.0
17:16:18.475,0.9,0.1,63.0,1363.0,0.1,0.0,0.0,40.0,40.0,110.0,42.0,24.0,2.0,93.0,49.0,5.0,68.0,29.0,88.0,45.0,5.0,62.0,0.0,1.0,35.0
17:16:22.517,0.4,0.1,93.0,2740.0,0.1,0.0,0.0,50.0,10.0,20.0,11.0,8.0,7.0,53.0,78.0,27.0,68.0,58.0,27.0,95.0,5.0,29.0,0.0,1.0,40.0
17:16:26.470,0.4,0.1,162.0,330.0,0.1,0.0,0.0,80.0,100.0,110.0,34.0,22.0,20.0,13.0,21.0,23.0,75.0,53.0,112.0,60.0,68.0,105.0,0.0,1.0,25.0
17:16:30.384,0.4,0.1,31.0,323.0,0.1,0.0,0.0,130.0,40.0,190.0,35.0,8.0,5.0,116.0,91.0,42.0,27.0,48.0,69.0,104.0,6.0,80.0,0.0,1.0,30.0
