
07:47:46.882 : ============================================================

07:47:46.882 : {'window_size_lstm': 3, 'window_size_vio': 15}
07:47:47.032 : ------------------------------------------------------------
07:47:47.032 : Loop #1
07:49:16.768 : Generated Params : [1970.0, 30.0, -4.4, 0.5, 1.0, 810.0, 1300.0, 1250.0, 0.0, 0.0, 120.0, 29.0, 16.0, -1.0, -0.5, -0.5, 172.0, 0.0, 1.0, 900.0, 2.0, 24.0, 1.0, 0.0, 27748.0]
07:49:21.501 : Generated Params : [1020.0, 450.0, -3.4, 0.5, 1.0, 210.0, 1900.0, 1800.0, 0.0, 0.0, 250.0, 16.0, 90.0, -1.0, -0.5, -0.5, 43.0, 0.0, 1.0, 300.0, 13.0, 16.0, 1.0, 0.0, 25400.0]
07:49:26.149 : Generated Params : [1020.0, 330.0, -4.8, 0.5, 1.0, 210.0, 1250.0, 1100.0, 0.0, 0.0, 110.0, 89.0, 8.0, -1.0, -0.5, -0.5, 50.0, 0.0, 1.0, 1100.0, 73.0, 1.0, 1.0, 0.0, 18393.0]
07:49:29.912 : Generated Params : [220.0, 50.0, -2.9, 0.5, 1.0, 960.0, 1400.0, 1250.0, 0.0, 0.0, 80.0, 89.0, 19.0, -1.0, -0.5, -0.5, 58.0, 0.0, 1.0, 4400.0, 58.0, 19.0, 1.0, 0.0, 12933.0]
07:49:34.276 : Generated Params : [220.0, 310.0, -3.9, 0.5, 1.0, 510.0, 250.0, 1050.0, 0.0, 0.0, 810.0, 87.0, 92.0, -1.0, -0.5, -0.5, 151.0, 0.0, 1.0, 700.0, 19.0, 84.0, 1.0, 0.0, 2934.0]
07:49:38.061 : Generated Params : [1670.0, 70.0, -1.8, 0.5, 1.0, 210.0, 250.0, 1050.0, 0.0, 0.0, 40.0, 31.0, 8.0, -1.0, -0.5, -0.5, 38.0, 0.0, 1.0, 1600.0, 13.0, 84.0, 1.0, 0.0, 18379.0]
07:49:41.886 : Generated Params : [1570.0, 360.0, -1.8, 0.5, 1.0, 210.0, 900.0, 1950.0, 0.0, 0.0, 210.0, 38.0, 12.0, -1.0, -0.5, -0.5, 31.0, 0.0, 1.0, 200.0, 88.0, 8.0, 1.0, 0.0, 27248.0]
07:49:46.246 : Generated Params : [720.0, 200.0, -1.5, 0.5, 1.0, 510.0, 750.0, 900.0, 0.0, 0.0, 290.0, 12.0, 25.0, -1.0, -0.5, -0.5, 84.0, 0.0, 1.0, 4000.0, 11.0, 39.0, 1.0, 0.0, 7184.0]
07:49:50.081 : Generated Params : [1170.0, 230.0, -1.9, 0.5, 1.0, 260.0, 600.0, 1050.0, 0.0, 0.0, 240.0, 19.0, 19.0, -1.0, -0.5, -0.5, 137.0, 0.0, 1.0, 400.0, 16.0, 89.0, 1.0, 0.0, 7998.0]
07:49:53.909 : Generated Params : [1020.0, 330.0, -0.0, 0.5, 1.0, 710.0, 950.0, 1650.0, 0.0, 0.0, 380.0, 59.0, 39.0, -1.0, -0.5, -0.5, 56.0, 0.0, 1.0, 3200.0, 2.0, 29.0, 1.0, 0.0, 31757.0]
07:49:58.374 : Generated Params : [120.0, 90.0, -4.4, 0.5, 1.0, 210.0, 500.0, 1700.0, 0.0, 0.0, 190.0, 82.0, 44.0, -1.0, -0.5, -0.5, 144.0, 0.0, 1.0, 1900.0, 38.0, 11.0, 1.0, 0.0, 18313.0]
07:50:02.199 : Generated Params : [1920.0, 360.0, -3.7, 0.5, 1.0, 710.0, 100.0, 1050.0, 0.0, 0.0, 160.0, 24.0, 21.0, -1.0, -0.5, -0.5, 206.0, 0.0, 1.0, 4100.0, 38.0, 47.0, 1.0, 0.0, 17720.0]
