,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
08:42:36.589,40634.0,0.786929162527583,56.52910247057786,1059.629344334307,3221.981737023148,3.3,14200.0,1490.7708323586526,25926.0,1640.0
08:42:39.600,177403.0,2.629263074400602,87.90356024620755,1306.6704904480448,1474.891660059196,0.2,16600.0,1819.5440258516887,10045.0,2450.0
08:42:42.610,188360.0,0.8676951475269203,92.28330322645796,1865.9874406200584,9277.410866677445,2.9,9300.0,1810.2647884006549,31311.0,1550.0
08:42:45.614,6768.0,1.7009528014047903,45.72005949392892,1343.7019613379096,5279.533933756991,4.7,9600.0,1389.937922115065,17642.0,1810.0
08:42:48.631,264419.0,1.4057863268195678,29.004730723678207,1911.1345447529889,8190.050496838005,1.2,5800.0,1034.1558161639218,26929.0,1370.0
08:42:51.637,106945.0,2.10964599424849,0.4313354380248657,1752.5188667761786,8590.784024210874,2.0,4900.0,1812.2502470909544,13194.0,1070.0
08:42:54.640,6661.0,1.985388297212328,36.35863363010279,1536.1568637085925,7956.378937783424,0.6,2400.0,1158.135122527426,122.0,670.0
08:42:57.648,132580.0,0.4237930591513154,51.43278142694822,1398.951644978616,3731.455373471664,1.9,17600.0,1942.5765402828504,28069.0,2070.0
08:43:00.653,87499.0,1.372702434619012,59.06903625295783,1594.033439340657,6648.027058860329,2.5,7200.0,1226.6995535517303,26153.0,1280.0
08:43:03.664,172389.0,1.7752002445392046,33.92941323079302,1843.4655262590484,4068.353283065224,0.7,17900.0,1216.89562082837,6882.0,40.0
08:43:06.693,292557.0,0.274784216363693,35.484906143515325,1116.832456696033,513.8602792240117,0.1,13200.0,1616.9825568006393,3345.0,1750.0
08:43:09.706,192047.0,2.753698117858844,25.786604050505243,1299.7406465024674,3188.860947722992,3.5,14800.0,1190.2435322433892,1017.0,2340.0
08:43:12.709,57399.0,2.1415800301344188,6.826647512000588,1118.9117339910506,490.113638844046,2.5,8700.0,1132.5805330723742,29552.0,700.0
08:43:15.715,28988.0,1.2673625734024891,54.61771478076076,1367.5568110519584,1497.3517078213936,1.9,12100.0,1342.153635422858,22522.0,2690.0
08:43:18.729,281712.0,2.3310019699095426,52.70007691992371,1256.2456993449118,7606.797066913914,3.9,9300.0,1326.94576843176,19048.0,1170.0
