,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
01:50:31.323,233206.0,0.9,0.5,10.0,2.3963536880682508
01:50:34.336,180522.0,0.6,0.5,-8.2,0.43958389284450133
01:50:37.340,20468.0,0.9,1.5,9.0,1.9511999769181436
01:50:40.351,199480.0,0.7,1.5,-6.8,0.8442700641568883
01:50:43.356,80473.0,0.3,0.7,6.3,1.432900862646913
01:50:46.364,132941.0,0.3,1.2,-4.7,1.4136208755984587
01:50:49.372,186077.0,0.4,1.5,-0.4,0.7261921894206036
01:50:52.380,99180.0,0.4,0.9,5.7,1.2166394302630053
01:50:55.392,188801.0,0.6,0.9,-1.1,2.674976619793799
01:50:58.409,274273.0,0.2,1.9,-9.5,2.692553473794758
01:51:01.422,258114.0,0.3,2.0,-2.3,1.2649915899708486
01:51:04.432,156268.0,0.3,1.1,-9.1,2.731418535549644
01:51:07.435,39436.0,0.8,1.5,-5.9,2.6144394853319426
01:51:10.446,218613.0,0.9,0.3,7.7,1.382965691880061
01:51:13.453,85130.0,0.8,1.7,-7.4,1.577130621773414
01:51:16.454,12735.0,1.0,1.8,-4.8,0.8035130128832944
01:51:19.456,38596.0,0.8,1.5,-7.2,0.35738691840370435
01:51:22.460,28465.0,0.4,0.8,0.4,1.615218011713987
01:51:25.473,292273.0,0.5,0.8,-6.1,0.9090962736137811
01:51:28.484,220665.0,0.5,1.2,3.0,1.7027600200870872
01:51:31.488,6450.0,0.7,1.0,-1.9,1.1897664443303113
01:51:34.497,136770.0,0.6,1.5,8.2,1.8798472669810553
01:51:37.510,228207.0,0.7,0.5,-4.3,1.5526180976943007
01:51:40.516,93327.0,0.4,0.5,-1.6,2.7351621566583004
01:51:43.528,222822.0,0.2,1.9,-8.0,0.6755427442505088
01:51:46.538,156353.0,0.9,1.1,9.9,0.27469815182955637
01:51:49.545,122183.0,0.6,0.2,6.3,2.104216317535033
01:51:52.554,203192.0,0.2,1.2,7.9,1.7391689980843552
01:51:55.560,131473.0,0.2,1.6,4.9,2.6555264592821572
