,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
13:48:27.519,5.0,5.0,0.0,31.0,0.81,4.0,1.0,56.0,9.4,67.0,63.0,6.0,6.0,0.33,0.0,26063.0,0.3,1.7,210.0,1.0,0.1,0.0,519.0,18.0,0.5
13:48:32.508,5.0,5.0,0.0,31.0,0.93,-62.0,1.0,27.0,4.4,64.0,68.0,4.0,3.5,0.39,0.0,28657.0,0.4,1.2,710.0,1.0,0.1,0.0,907.0,301.0,0.5
13:48:37.704,5.0,5.0,0.0,83.0,0.85,-13.0,1.0,71.0,5.8,53.0,66.0,5.5,6.0,0.29,0.0,19653.0,0.9,1.9,1000.0,1.0,0.1,0.0,362.0,782.0,0.5
13:48:42.981,5.0,5.0,0.0,24.0,0.35,13.0,1.0,41.0,9.5,2.0,46.0,5.5,5.0,0.35,0.0,1941.0,0.5,1.3,500.0,1.0,0.1,0.0,696.0,729.0,0.5
13:48:48.832,5.0,5.0,0.0,49.0,0.99,41.0,1.0,49.0,6.4,67.0,36.0,4.5,4.5,0.18,0.0,27501.0,0.7,0.2,130.0,1.0,0.1,0.0,862.0,968.0,0.5
13:48:53.939,5.0,5.0,0.0,77.0,0.47,46.0,1.0,1.0,8.3,55.0,55.0,4.0,4.5,0.29,0.0,26670.0,0.9,1.3,560.0,1.0,0.1,0.0,304.0,644.0,0.5
13:48:59.500,5.0,5.0,0.0,-41.0,0.7,77.0,1.0,97.0,1.9,57.0,61.0,4.5,5.0,0.37,0.0,14414.0,0.7,0.3,500.0,1.0,0.1,0.0,450.0,852.0,0.5
13:49:04.395,5.0,5.0,0.0,-1.0,0.21,68.0,1.0,-25.0,2.6,55.0,57.0,5.0,6.0,0.19,0.0,12584.0,1.1,2.0,450.0,1.0,0.1,0.0,931.0,959.0,0.5
13:49:09.360,5.0,5.0,0.0,10.0,0.94,-39.0,1.0,-74.0,9.3,52.0,51.0,6.0,5.0,0.37,0.0,31449.0,0.9,0.7,820.0,1.0,0.1,0.0,974.0,885.0,0.5
13:49:15.279,5.0,5.0,0.0,-41.0,0.35,-18.0,1.0,68.0,8.8,56.0,20.0,5.0,4.5,0.22,0.0,27282.0,0.7,1.9,940.0,1.0,0.1,0.0,811.0,774.0,0.5
13:49:21.626,5.0,5.0,0.0,100.0,0.44,1.0,1.0,-30.0,8.3,61.0,62.0,4.0,4.0,0.37,0.0,25434.0,1.1,0.7,940.0,1.0,0.1,0.0,3.0,741.0,0.5
13:49:26.505,5.0,5.0,0.0,-94.0,0.98,49.0,1.0,-20.0,3.2,67.0,52.0,3.5,4.5,0.15,0.0,17741.0,0.7,2.0,890.0,1.0,0.1,0.0,149.0,967.0,0.5
13:49:31.492,5.0,5.0,0.0,-96.0,0.5,16.0,1.0,37.0,9.8,41.0,7.0,3.5,5.0,0.39,0.0,24628.0,0.3,1.7,880.0,1.0,0.1,0.0,890.0,574.0,0.5
13:49:37.361,5.0,5.0,0.0,-69.0,0.87,51.0,1.0,34.0,4.5,41.0,63.0,4.5,5.0,0.33,0.0,22865.0,0.2,0.5,940.0,1.0,0.1,0.0,940.0,224.0,0.5
13:49:43.844,5.0,5.0,0.0,52.0,0.18,67.0,1.0,100.0,8.2,68.0,69.0,4.5,5.0,0.29,0.0,27434.0,0.5,1.9,550.0,1.0,0.1,0.0,635.0,457.0,0.5
13:49:51.595,5.0,5.0,0.0,-76.0,0.8,-16.0,1.0,36.0,8.7,35.0,48.0,5.0,4.5,0.4,0.0,20921.0,0.9,0.7,810.0,1.0,0.1,0.0,726.0,382.0,0.5
13:49:56.873,5.0,5.0,0.0,65.0,0.93,63.0,1.0,93.0,4.8,47.0,41.0,5.5,6.0,0.33,0.0,30084.0,0.4,0.5,530.0,1.0,0.1,0.0,181.0,729.0,0.5
13:50:01.849,5.0,5.0,0.0,93.0,0.32,33.0,1.0,-25.0,8.8,70.0,66.0,6.0,3.5,0.19,0.0,26226.0,0.5,0.5,550.0,1.0,0.1,0.0,566.0,917.0,0.5
13:50:07.431,5.0,5.0,0.0,100.0,0.81,60.0,1.0,-16.0,6.4,25.0,40.0,6.0,4.5,0.37,0.0,26775.0,1.1,1.1,630.0,1.0,0.1,0.0,696.0,678.0,0.5
13:50:12.697,5.0,5.0,0.0,-84.0,0.82,88.0,1.0,-38.0,8.1,56.0,46.0,3.0,4.5,0.37,0.0,31566.0,0.9,0.7,880.0,1.0,0.1,0.0,334.0,630.0,0.5
13:50:17.367,5.0,5.0,0.0,20.0,0.9,61.0,1.0,60.0,6.3,58.0,61.0,3.5,6.0,0.35,0.0,27650.0,0.5,0.7,410.0,1.0,0.1,0.0,922.0,893.0,0.5
