,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
09:16:25.748,31.979941807093613,6.444508304259141,135.8208732760252,-36.0,0.5,47.0,873.359914831871,-88.0,8.6,45.0,53.0,2.5,4.5,0.17,16293.638372111192,8311.0,0.9,0.9,260.0,1.0869275078986436,53.0991503130625,73.70422654072947,402.0,240.0,8.78439751681585
09:16:28.758,23.459400348823767,27.16951230839272,190.63819300760485,-49.0,0.44,20.0,895.0525687853033,64.0,1.9,4.0,21.0,6.0,3.5,0.35,22756.61589319356,13750.0,0.5,1.7,40.0,1.3770079273879878,21.670430425318205,60.54509960683242,763.0,843.0,9.397610459636791
09:16:31.775,28.374233487624664,5.822373056649007,154.78347057544144,85.0,0.52,35.0,629.8911102607643,-87.0,4.8,30.0,8.0,2.5,5.5,0.14,5336.310862221535,15396.0,1.0,1.8,250.0,2.601886684193793,84.44767805497618,112.04285769180636,820.0,78.0,3.3156217219384985
09:16:34.786,31.703306051894035,47.38341601402936,187.73522309715912,57.0,0.27,89.0,738.2383011986806,-5.0,3.0,35.0,16.0,3.5,4.0,0.33,31102.117143444553,13959.0,0.4,1.8,440.0,2.49610689402504,27.749805254851115,70.70176085285202,943.0,794.0,7.272682428617514
09:16:37.794,48.37918384141133,5.391540361725099,163.96006464596888,44.0,0.68,66.0,8.091154069817758,36.0,4.3,8.0,69.0,3.0,6.0,0.2,17677.541271204984,22078.0,0.3,0.4,270.0,1.451810858290058,56.51220469829444,17.182125553066157,942.0,283.0,4.388584584232581
09:16:40.806,44.15891460896757,5.374891836520785,88.17691064359727,-69.0,0.39,-77.0,511.36147005261654,62.0,6.5,16.0,45.0,5.0,2.5,0.15,23804.119628879038,2538.0,1.0,1.9,660.0,2.5309118716198693,23.385088770310038,45.10287416553098,170.0,90.0,2.9670169971478857
09:16:43.813,5.53414100920355,21.90849124823457,128.59878757704826,46.0,0.89,-87.0,66.04354859865084,38.0,2.4,39.0,57.0,6.0,3.0,0.36,25541.368745171192,26824.0,0.7,1.9,810.0,2.7483521891621336,63.1572821711902,80.2655534332901,5.0,25.0,8.009767088759343
09:16:46.830,27.198763576888325,29.540242374636307,192.6881522183487,-44.0,0.52,-57.0,620.1999261046896,-59.0,0.3,28.0,11.0,3.5,5.5,0.28,958.9588185106273,11282.0,0.2,1.0,770.0,2.6736027438800276,89.47595342562572,21.219188336120382,111.0,122.0,1.539863639852456
09:16:49.844,49.14796559603876,21.150401212606823,75.59508916428673,26.0,0.29,77.0,916.59961515979,61.0,6.2,22.0,9.0,5.0,4.0,0.4,28461.97933462054,23269.0,0.5,0.8,820.0,2.4720194797562467,68.86072626682869,100.08666416424646,29.0,469.0,0.5379844210754272
09:16:52.856,29.192071584133846,18.376964102445882,198.41841440488773,-77.0,0.37,80.0,994.6230064608321,46.0,0.6,29.0,70.0,4.5,4.0,0.22,539.4101114144029,2488.0,0.4,1.2,60.0,1.0192099520397317,38.29946105985787,107.05598910905475,306.0,99.0,4.446571522708349
