,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:18:01.001,12339.181030753836,32001.422044327253,837.5053006209342,-139.0,-0.03988650201873789,680.0,0.37181411649340745,0.3832745869710177,137.0,23.0,47.0,1600.0,113.0,32.53915245610618,36.0,11.0,6.0,0.38,11.36319079108631,5.0,0.2,0.01,16.134972129208172,-7.0,35.0
14:18:04.004,7468.303403553729,91831.10997632728,514.48338919342,92.0,-0.04140220256012772,550.0,-0.14392887074145244,-0.46815040463178476,-93.0,65.0,38.0,3200.0,60.0,83.97861608185097,53.0,36.0,2.0,0.29,4.741375302200602,7.0,0.13,0.01,11.585672201837212,-44.0,122.0
14:18:07.007,16015.796869765938,5801.881896596295,301.2150242598146,111.0,0.39066496500192827,820.0,0.3208712515932288,-0.13659766673434454,-8.0,97.0,94.0,1000.0,177.0,67.97726797456129,64.0,60.0,8.0,0.51,7.822137807320611,5.0,0.1,0.0,1.4012281330908594,-14.0,18.0
14:18:10.011,5448.027526893395,35626.76811363627,262.60922963458984,-139.0,-0.01368749375138767,80.0,0.18671491163634735,-0.12226518591362556,57.0,8.0,30.0,2800.0,129.0,45.46085932727383,13.0,26.0,2.0,0.52,8.07383036489586,3.0,0.04,0.0,13.675226628234595,-118.0,-13.0
14:18:13.016,5470.146299775349,66601.1354848723,32.33115272803576,-2.0,-0.05015988540368177,100.0,-0.5532052587303771,-0.29460700616396196,165.0,51.0,58.0,2100.0,210.0,52.25200918736596,38.0,83.0,6.0,0.42,7.41387645297427,6.0,0.08,0.01,2.656065286819804,50.0,-52.0
14:18:16.020,17598.167799323972,51635.16471057087,102.6225667446834,69.0,-0.4629156254242465,620.0,-0.05089190612127259,0.292200247687451,-114.0,11.0,64.0,100.0,36.0,65.93917515267255,32.0,96.0,6.0,0.27,10.465756210451193,6.0,0.11,0.02,1.176166430462653,81.0,-151.0
14:18:19.025,32293.509342171837,71876.5383604647,396.93609972505374,14.0,0.9360856263861401,40.0,0.07517013708850895,0.154657889704495,-79.0,35.0,96.0,1300.0,142.0,80.99867188999215,82.0,99.0,7.0,0.36,4.9356196779046275,6.0,0.15,0.01,23.670240775143434,-111.0,-74.0
14:18:22.029,2909.400900761696,39240.86005331596,329.1539722099702,86.0,0.47900608613918094,20.0,0.8705019236511855,-0.4967056275831049,171.0,34.0,72.0,1000.0,85.0,51.72510011390321,47.0,36.0,10.0,0.32,4.123868558478227,8.0,0.09,0.02,5.223044191625722,19.0,-159.0
14:18:25.033,27771.200903046643,55702.03313607305,10.869179112710091,81.0,0.20622243332282142,60.0,0.7812332182662747,-0.40719467843615,-169.0,99.0,87.0,2400.0,187.0,34.73792179184878,22.0,10.0,10.0,0.18,4.760693873905119,10.0,0.03,0.01,24.946633893863286,105.0,-110.0
14:18:28.037,24179.783047945843,1124.384231615938,96.6021011486849,-39.0,0.2107013133767952,720.0,0.28488399130086295,0.9617299070254337,-68.0,25.0,85.0,1600.0,77.0,68.29399536447423,91.0,40.0,10.0,0.34,8.323234054801569,5.0,0.18,0.0,13.51698072810674,-35.0,-169.0
