,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
09:56:40.150,294157.0,1.3076105287806699,89.50706011269428,1284.930701143894,3287.005383605489,4.5,7300.0,1067.5562079964022,13419.0,2870.0
09:56:43.163,234858.0,2.751313416807601,27.882729614669472,1825.3676342550393,3022.7505484047647,4.8,9900.0,1663.1083000462986,21330.0,320.0
09:56:46.177,229844.0,1.465911568432474,81.60777872783778,1481.4099834012945,2064.6512246238944,0.1,14900.0,1823.9040844748633,5153.0,470.0
09:56:49.187,119300.0,2.87946961931423,61.67027343621415,1133.6061858770154,2677.100688982565,2.9,17400.0,1330.604531467112,12838.0,30.0
09:56:52.193,43736.0,2.7276961104054425,74.6097824975484,1003.3517411013628,1465.1056745522296,1.0,1700.0,1947.1042366980978,14414.0,1430.0
09:56:55.202,114917.0,1.6037982067754724,45.14114399727286,1875.9395756822078,1601.3338134741898,0.3,3900.0,1679.5068525415077,29731.0,2470.0
09:56:58.210,106586.0,2.7299651408239303,65.72676940062037,1871.7278962973446,7289.806894047666,3.8,8100.0,1699.806490506881,15493.0,2670.0
09:57:01.215,31012.0,1.0780514151409069,44.05375749247305,1565.0406963755033,2878.6908111003577,2.7,4500.0,1879.8217223481279,26342.0,2490.0
09:57:04.225,151967.0,1.8089110050271926,81.21796190097912,1098.5530674439817,1513.4010251307855,4.2,6400.0,1784.1167051386456,9588.0,2590.0
09:57:07.235,143459.0,2.1392051021345524,20.960518091163845,1492.1219550936441,9854.362244196416,1.8,14300.0,1413.3674816753903,5470.0,1430.0
09:57:10.248,279967.0,2.2216748288808557,80.81464245227752,1008.1148791293642,2525.521745879449,1.8,6100.0,1348.8348204286492,13555.0,30.0
09:57:13.261,212142.0,2.848705169593302,96.36418682639629,1658.7973563171008,7765.468628891659,0.4,10500.0,1928.5178313285483,10226.0,1440.0
09:57:16.272,216092.0,2.8024701905927545,23.790041841778546,1007.8648556478122,3900.9475659432483,0.8,6900.0,1725.246680264232,14799.0,1840.0
