,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG,RNGFND5_PWRRNG,RNGFND6_PWRRNG,RNGFND7_PWRRNG,RNGFND8_PWRRNG,RNGFND9_PWRRNG,RNGFNDA_PWRRNG,WPNAV_TER_MARGIN,OA_MARGIN_MAX,VISO_POS_M_NSE,WP_NAVALT_MIN,OA_BR_LOOKAHEAD,FOLL_OFS_X,BCN_ALT,TERRAIN_MARGIN,INS_TCAL1_TMAX
12:37:05.096,270.0,0.0,0.0,1.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,35.1,0.1,0.0,70.0,-29.0,7163.0,0.05,-70.0
12:37:13.223,0.0,0.0,0.0,1.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,65.1,0.1,0.0,4.0,52.0,1673.0,0.05,-70.0
12:37:17.437,380.0,0.0,0.0,1.0,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,36.1,0.1,0.0,1.0,55.0,4245.0,0.05,-70.0
12:37:21.636,500.0,0.0,0.0,1.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,74.1,0.1,0.0,68.0,60.0,9427.0,0.05,-70.0
12:37:27.295,80.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,70.0,-100.0,1670.0,0.05,-70.0
12:37:33.360,180.0,0.0,0.0,1.0,-63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,42.0,34.0,1383.0,0.05,-70.0
12:37:37.373,500.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,28.1,0.1,0.0,7.0,100.0,1269.0,0.05,-70.0
12:37:43.095,100.0,0.0,0.0,1.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,92.1,0.1,0.0,15.0,100.0,5357.0,0.05,-70.0
12:37:49.225,130.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,1.0,100.0,0.0,0.05,-70.0
12:37:55.199,140.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,1.0,-13.0,9949.0,0.05,-70.0
12:37:59.478,0.0,0.0,0.0,1.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,5.0,17.0,10000.0,0.05,-70.0
12:38:03.740,320.0,0.0,0.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,82.1,0.1,0.0,59.0,-100.0,0.0,0.05,-70.0
12:38:07.924,500.0,0.0,0.0,1.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,1.0,-16.0,0.0,0.05,-70.0
