,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
01:53:07.845,157309.0,0.5,1.7,3.7,0.7897876295423506,2.3,6028.940511081962,14662.0,740.0,1.872553871977528,0.7700095303568973,107.9105733012687,74.68076865659997,833.0,58.79726575712338
01:53:10.871,281179.0,0.4,1.4,2.6,2.149666124865377,1.5,29591.0455209113,18555.0,630.0,1.6711979559365986,72.78242959117841,129.81310410468808,56.96353032422405,479.0,130.0758097432969
01:53:13.878,71861.0,0.4,0.4,5.7,2.2074307375510163,4.3,10844.641470939936,11330.0,950.0,1.6595360494161917,1.4116231658243836,110.53958784400244,112.23156892082672,731.0,242.7430515973663
01:53:16.887,176732.0,1.0,0.7,-7.1,2.739104522713316,0.5,13307.372977469471,12613.0,130.0,1.3063226513427448,12.250102185088249,131.4756199877185,156.04699091096154,407.0,114.24947875755184
01:53:19.896,157231.0,0.2,0.3,-9.2,1.997032832781115,4.9,15310.192184173276,27379.0,50.0,2.1058858558318856,78.49684553791607,68.0191406459428,125.32103962934416,910.0,83.65813944806293
01:53:22.899,23505.0,0.7,1.7,-4.7,1.1019639080113628,1.2,10126.357202948931,21868.0,660.0,1.2262200311779057,89.66010441768668,55.69629292642435,131.63002237717075,677.0,232.74273349410112
01:53:25.904,43703.0,0.7,0.3,-7.6,2.6871600657558474,3.8,2404.241412290315,27386.0,880.0,1.55689893218828,42.34430353521842,179.12208397127054,99.55997925245744,935.0,181.94022312974343
01:53:28.917,209960.0,0.1,0.6,4.3,0.5199609509538158,0.8,29550.890128762203,26444.0,400.0,1.7456130978219586,72.70696814924445,131.61217003938793,100.72462182402988,381.0,201.010601064155
01:53:31.926,100449.0,0.5,2.0,4.8,2.10179738436574,4.4,31824.8271549688,16267.0,370.0,1.555982231790167,48.47437253226473,160.15876049780007,139.23049451417558,681.0,250.66694513489688
01:53:34.940,295143.0,0.6,1.9,-4.7,0.2651865578791508,3.2,19943.322536510957,21879.0,440.0,2.1466839751687363,12.49069137602545,89.13317727657167,146.38200805853205,858.0,131.84374441867246
01:53:37.953,296202.0,0.8,1.9,8.1,2.064281378604518,3.1,31302.788485107423,3980.0,980.0,2.5370250662783915,19.814455123563818,142.07401649950918,172.2234846667941,458.0,230.87378188766613
