,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
19:54:36.696,0.7,0.1,123.0,1235.0,0.1,0.0,0.0,40.0,20.0,150.0,98.0,41.0,13.0,91.0,43.0,35.0,29.0,2.0,12.0,5.0,63.0,42.0,0.0,1.0,20.0
19:54:40.970,0.7,0.1,40.0,628.0,0.1,0.0,0.0,40.0,40.0,60.0,69.0,56.0,3.0,14.0,9.0,114.0,21.0,71.0,61.0,74.0,2.0,37.0,0.0,1.0,50.0
19:54:45.583,0.5,0.1,43.0,547.0,0.1,0.0,0.0,80.0,70.0,190.0,11.0,18.0,19.0,27.0,15.0,15.0,54.0,53.0,52.0,21.0,105.0,6.0,0.0,1.0,15.0
19:54:50.942,0.3,0.1,98.0,87.0,0.1,0.0,0.0,50.0,80.0,40.0,11.0,34.0,30.0,50.0,77.0,13.0,71.0,82.0,2.0,57.0,19.0,19.0,0.0,1.0,15.0
19:54:55.826,0.3,0.1,124.0,2670.0,0.1,0.0,0.0,40.0,50.0,10.0,32.0,6.0,5.0,29.0,98.0,60.0,17.0,90.0,19.0,53.0,21.0,68.0,0.0,1.0,15.0
19:55:00.796,0.5,0.1,81.0,556.0,0.1,0.0,0.0,20.0,50.0,180.0,15.0,10.0,3.0,6.0,99.0,58.0,3.0,83.0,53.0,116.0,35.0,49.0,0.0,1.0,25.0
19:55:06.098,1.5,0.1,171.0,1378.0,0.1,0.0,0.0,40.0,10.0,240.0,29.0,19.0,20.0,83.0,57.0,10.0,60.0,30.0,29.0,104.0,27.0,7.0,0.0,1.0,20.0
19:55:11.485,1.4,0.1,77.0,1762.0,0.1,0.0,0.0,80.0,10.0,80.0,11.0,10.0,31.0,113.0,116.0,60.0,9.0,49.0,21.0,23.0,33.0,23.0,0.0,1.0,20.0
19:55:16.334,0.5,0.1,71.0,3448.0,0.1,0.0,0.0,80.0,20.0,20.0,83.0,35.0,9.0,17.0,53.0,10.0,21.0,43.0,45.0,112.0,8.0,33.0,0.0,1.0,35.0
19:55:22.047,0.9,0.1,250.0,591.0,0.1,0.0,0.0,10.0,10.0,10.0,25.0,39.0,19.0,8.0,120.0,89.0,8.0,50.0,33.0,3.0,57.0,75.0,0.0,1.0,20.0
