,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
14:14:02.774,5.0,5.0,0.0,5.0,0.81,85.0,1.0,42.0,2.9,40.0,62.0,5.0,4.5,0.12,0.0,14561.0,0.9,1.4,80.0,1.0,0.1,0.0,909.0,973.0,0.5
14:14:08.218,5.0,5.0,0.0,87.0,0.96,84.0,1.0,91.0,6.1,12.0,61.0,5.5,3.5,0.25,0.0,31748.0,0.9,0.9,840.0,1.0,0.1,0.0,940.0,594.0,0.5
14:14:14.266,5.0,5.0,0.0,50.0,0.35,95.0,1.0,31.0,5.1,56.0,64.0,5.0,3.0,0.2,0.0,27400.0,0.9,1.8,40.0,1.0,0.1,0.0,941.0,979.0,0.5
14:14:19.666,5.0,5.0,0.0,84.0,0.93,72.0,1.0,-92.0,8.4,69.0,58.0,5.5,5.5,0.37,0.0,16611.0,0.3,1.5,860.0,1.0,0.1,0.0,297.0,792.0,0.5
14:14:24.619,5.0,5.0,0.0,-74.0,0.61,-16.0,1.0,-99.0,8.4,66.0,69.0,5.0,6.0,0.39,0.0,20511.0,0.5,1.8,890.0,1.0,0.1,0.0,248.0,800.0,0.5
14:14:29.303,5.0,5.0,0.0,38.0,0.13,-87.0,1.0,51.0,5.7,14.0,66.0,5.0,3.5,0.35,0.0,8811.0,0.7,2.0,530.0,1.0,0.1,0.0,513.0,829.0,0.5
14:14:33.837,5.0,5.0,0.0,16.0,0.52,49.0,1.0,88.0,9.5,58.0,66.0,3.0,5.5,0.39,0.0,19108.0,0.9,1.8,590.0,1.0,0.1,0.0,237.0,940.0,0.5
14:14:39.194,5.0,5.0,0.0,-37.0,0.9,90.0,1.0,-6.0,6.3,31.0,51.0,3.5,5.5,0.39,0.0,30296.0,0.4,2.0,960.0,1.0,0.1,0.0,843.0,417.0,0.5
14:14:43.479,5.0,5.0,0.0,8.0,0.18,9.0,1.0,-84.0,4.5,14.0,50.0,6.0,4.0,0.14,0.0,10728.0,0.5,0.5,250.0,1.0,0.1,0.0,601.0,109.0,0.5
14:14:48.509,5.0,5.0,0.0,65.0,0.81,42.0,1.0,0.0,0.8,35.0,47.0,5.5,6.0,0.39,0.0,18784.0,0.4,1.9,900.0,1.0,0.1,0.0,504.0,905.0,0.5
14:14:53.282,5.0,5.0,0.0,23.0,0.68,91.0,1.0,20.0,9.6,17.0,62.0,5.0,4.0,0.39,0.0,30798.0,1.1,1.3,440.0,1.0,0.1,0.0,900.0,871.0,0.5
14:14:57.582,5.0,5.0,0.0,48.0,0.92,-79.0,1.0,13.0,4.5,28.0,34.0,5.0,6.0,0.37,0.0,18696.0,0.2,1.4,1000.0,1.0,0.1,0.0,987.0,264.0,0.5
14:15:02.707,5.0,5.0,0.0,91.0,0.96,39.0,1.0,1.0,6.2,52.0,29.0,3.5,5.5,0.4,0.0,13148.0,0.4,1.5,320.0,1.0,0.1,0.0,580.0,830.0,0.5
14:15:07.396,5.0,5.0,0.0,42.0,0.86,70.0,1.0,-12.0,1.9,42.0,70.0,3.5,5.0,0.31,0.0,5337.0,0.7,0.7,750.0,1.0,0.1,0.0,574.0,885.0,0.5
14:15:12.266,5.0,5.0,0.0,25.0,0.4,25.0,1.0,84.0,6.4,42.0,1.0,3.0,4.5,0.33,0.0,31507.0,0.7,1.1,730.0,1.0,0.1,0.0,899.0,936.0,0.5
14:15:17.431,5.0,5.0,0.0,42.0,0.63,75.0,1.0,79.0,3.4,70.0,62.0,3.0,5.5,0.12,0.0,19144.0,0.9,2.0,620.0,1.0,0.1,0.0,732.0,83.0,0.5
14:15:22.596,5.0,5.0,0.0,54.0,0.68,88.0,1.0,84.0,8.7,28.0,23.0,4.5,6.0,0.25,0.0,25421.0,0.3,1.9,120.0,1.0,0.1,0.0,255.0,494.0,0.5
14:15:27.357,5.0,5.0,0.0,88.0,1.0,67.0,1.0,86.0,8.6,36.0,22.0,3.0,5.0,0.39,0.0,29767.0,0.2,0.4,560.0,1.0,0.1,0.0,579.0,461.0,0.5
14:15:31.611,5.0,5.0,0.0,25.0,0.92,60.0,1.0,71.0,9.0,45.0,22.0,3.0,4.0,0.39,0.0,20535.0,1.1,1.5,420.0,1.0,0.1,0.0,905.0,842.0,0.5
