,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
03:30:47.024,203623.0,0.6,1.2,-8.9,0.6679059523626534,4.0,30417.722801946657,28379.0,560.0,1.9731679636050037,62.019749204216744,87.12567286924634,133.0941759744985,661.0,24.981563473847682
03:30:50.038,254486.0,0.6,0.2,0.2,0.4212159431661485,4.8,23559.597803790388,17703.0,790.0,2.1386275752209754,26.807211793464113,119.85686112326702,95.69196712795878,356.0,184.16464837392866
03:30:53.049,144614.0,0.7,1.3,-5.5,1.810279796990732,2.9,31877.856277105737,8846.0,10.0,1.3924787413364255,37.536676363847235,176.02137512047557,167.2996345787342,956.0,154.6626859004082
03:30:56.060,181246.0,1.0,0.7,-2.5,1.16760225145436,3.2,13007.785181043653,15708.0,220.0,2.060683742099709,28.91192763481414,138.50336710782017,143.23116642940636,259.0,54.613364776509705
03:30:59.074,296646.0,0.9,1.5,-9.9,2.613957568114002,3.3,20017.33327390297,21947.0,260.0,2.992183296054769,96.44052608433691,182.17720305410418,144.27319738082434,886.0,144.66679693524608
03:31:02.083,131763.0,0.2,2.0,-9.8,1.1916707543440508,4.6,10708.427309639948,13421.0,110.0,2.4369399264611435,66.90100880747032,112.42098726404083,183.69191392383644,814.0,228.26439229412122
03:31:05.089,33929.0,0.1,1.6,-5.8,0.8598678522459087,4.0,17485.132392727584,22627.0,290.0,1.991363301767245,10.00851948430568,99.98233431069289,106.94278872684328,229.0,16.160261229979444
03:31:08.097,95541.0,0.7,0.3,-6.5,2.1059640975823934,1.1,8993.49179196349,31770.0,510.0,2.944267671331567,9.030504157766456,87.77642746794044,132.76167228954517,686.0,19.79634882631755
03:31:11.114,167972.0,0.2,2.0,-9.6,2.481904189932813,3.7,10036.884786433913,8914.0,790.0,2.1335415130015747,99.28813340640136,147.11886326471557,111.89659903696759,537.0,200.48495819094592
03:31:14.128,289839.0,0.9,0.4,-7.2,1.7809195413053303,1.4,16573.246430173192,11396.0,470.0,1.7494641372214903,44.66588608678188,133.1970961610246,67.30238505475481,951.0,27.922724121825112
