,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG
11:38:10.303,38875.0,2.9968796445417047,71.43440379965033,1522.0133041171953,4239.44581442496,4.2,3200.0,1152.5780281059417,11339.0,1270.0,3.5706370359723287,150.0,9.2,137.79947808781702,165.52449232596396
11:38:13.319,234080.0,0.5351661449500713,34.02055146249767,1085.627544633548,1744.7652502831004,3.6,8800.0,1495.6608749515979,14749.0,2050.0,3.9285998249983773,1500.0,5.1,198.63062033832477,78.72574609354174
11:38:16.335,298361.0,1.5482957808730415,79.06118527492495,1728.8864729407846,8086.634013573155,4.1,11900.0,1636.7047244267362,25562.0,250.0,3.451459957589762,900.0,1.4,228.59607520418203,251.66510745032232
11:38:19.338,11130.0,1.3958954850381577,75.9369433148602,1580.96519641748,7210.956195828462,4.2,6600.0,1223.887938918394,14310.0,630.0,0.7573294096746066,1400.0,2.9,187.60640336815098,108.93896419057721
11:38:22.350,190837.0,0.8502532555935676,85.38031631349016,1732.5533688866344,6528.977322028677,2.7,9900.0,1347.7748625573292,20795.0,1740.0,1.6956728591488441,1900.0,8.4,51.86929064433427,249.27936972278192
11:38:25.355,11655.0,2.2159593018373873,5.93368158541596,1169.1931442482692,2360.062911580053,3.0,3200.0,1898.628534079443,22499.0,270.0,2.655426568219737,50.0,3.1,25.407823906249345,237.69161446534312
11:38:28.368,250806.0,2.584004632799605,75.52664446502682,1924.3310149843503,2993.8034549023596,4.8,11000.0,1029.070675355993,8836.0,1090.0,3.635516178810347,1550.0,3.1,54.214820879214756,182.54039599856665
11:38:31.375,70187.0,1.8854591660810212,69.2883564049937,1035.144763530492,5922.199919056425,1.4,17700.0,1446.0671254619308,23998.0,2650.0,0.70264738985599,1750.0,9.1,189.3107556614349,50.812256861650006
11:38:34.379,12392.0,2.9367844645210726,56.00174920568,1243.7749906121953,5613.966631322469,4.0,17600.0,1846.0885256857036,19476.0,2360.0,3.3294108011690837,250.0,4.4,243.65449035323343,214.23780377795745
11:38:37.382,5589.0,1.2469223895700132,72.0737199997036,1897.1296511027156,1072.2736865919794,3.3,3000.0,1586.0338765741872,3421.0,1910.0,1.2134092850693974,900.0,5.2,10.226379947761796,67.04410813183216
11:38:40.388,34357.0,2.4110882010331536,2.813181205285711,1124.2341186324074,445.41602794490814,2.0,16300.0,1132.7415778021082,20053.0,970.0,3.1640859885532153,400.0,2.4,49.260231802822624,195.33513970324674
11:38:43.392,1556.0,0.531832886247976,99.37119482398127,1453.521733749838,4903.124062983663,2.4,4400.0,1246.4508752909328,13804.0,390.0,1.474047169610479,1000.0,4.4,223.09774702726884,189.94435354415273
11:38:46.399,72268.0,2.8743594043826706,79.2631093083218,1423.3704967952588,1014.5387163485784,1.2,11200.0,1639.4180782804292,10284.0,230.0,1.072672698853442,350.0,4.5,173.91812524776864,192.67164043315594
11:38:49.403,11108.0,0.564009033130868,26.565111528520603,1497.56627308107,1696.2966658978487,1.8,17500.0,1191.5988754264927,24547.0,130.0,2.3671247494619383,850.0,2.8,211.66358953351863,111.017463992894
11:38:52.414,203198.0,1.2834893188727503,89.364363368158,1111.6285322280219,4889.678362807213,0.3,14800.0,1015.1503672402059,10353.0,2790.0,1.828336401818881,550.0,9.1,108.64930790757474,102.4041451163898
11:38:55.430,260221.0,2.4977189058137315,89.41228304989548,1511.2441557402428,1555.2886407607637,0.6,900.0,1532.7994390463969,7823.0,650.0,1.6151824016309462,1350.0,2.2,205.59381507904345,232.11070972689672
11:38:58.444,230611.0,0.7813530604745719,74.36562575320868,1201.754261769294,9606.625414255113,1.4,14800.0,1020.9007934770847,29587.0,2540.0,0.7508208007098829,150.0,4.3,100.77023958844933,180.50422451633594
11:39:01.451,127367.0,2.4488377772211067,8.81941234685533,1282.0618673108563,6339.376577532894,4.0,16800.0,1036.7033312500782,14028.0,1580.0,1.1282762315825927,100.0,1.3,206.09538376854647,23.96373589172363
11:39:04.467,293100.0,0.5427530504487525,98.60090445484018,1569.9286622622767,9043.28280315151,4.5,10300.0,1445.3367066836959,31887.0,2620.0,2.1204018309009407,1900.0,1.1,119.1942183439714,247.79455811975524
11:39:07.469,294.0,1.2962680275802594,49.67472842283989,1925.1888725904043,9812.962820040415,3.7,15400.0,1956.1979596009567,8996.0,1270.0,0.5315992153733253,1200.0,8.2,226.59282842445336,37.183185404215706
11:39:10.475,34883.0,1.1700825448230916,30.644912426877386,1603.2477890669202,4734.120481550152,3.2,7800.0,1697.4399017418723,7885.0,640.0,1.6298592381178296,150.0,4.3,78.83808075567357,143.49476498156295
11:39:13.481,106125.0,0.45343788958593323,36.13530025218708,1072.679733964819,6752.105020459821,1.2,2000.0,1980.8452124489982,26410.0,1850.0,2.3004797963293755,900.0,9.9,227.15356947299654,129.38577693636026
11:39:16.488,158995.0,2.5287991768859968,89.7538206347023,1284.6383335803848,7415.711206139728,1.5,4000.0,1725.4640989961827,26254.0,1590.0,0.7888164142522305,250.0,8.2,149.15158500102274,203.02439317210695
11:39:19.493,37126.0,2.9998908933972888,60.9800021419152,1030.0506377940626,7033.962724072052,1.3,11700.0,1772.6748853366953,13922.0,760.0,1.9056825743669812,1400.0,7.4,181.5074151977804,116.48009368920991
11:39:22.510,294275.0,0.9263771657600683,89.08835389805856,1718.2705834661372,5581.182004968111,1.9,7000.0,1194.0982064137286,22940.0,1350.0,2.8866631791648256,1150.0,8.3,194.1913367738489,106.57692075689943
11:39:25.519,85628.0,2.514656958315844,90.83814542322705,1369.899788875848,7993.8166917424605,1.6,12200.0,1758.0658609880409,30675.0,2180.0,1.2954996434269535,1800.0,3.8,42.428909942531526,51.07785881658573
11:39:28.529,161127.0,1.252080139696352,51.71151651681928,1499.9394311860387,5429.583667222178,0.4,12300.0,1892.3903726914666,25863.0,770.0,3.599930782948267,1150.0,6.9,172.26645940329072,119.37001187408615
11:39:31.536,129271.0,2.5127968802117535,55.66989213322545,1961.1924040205756,2379.514460278742,4.3,8900.0,1517.726681426383,29318.0,240.0,1.3241603175555223,1050.0,9.4,74.22187535665687,79.62523815119282
11:39:34.544,160489.0,0.7283076642382226,82.88230345580371,1837.3229519887582,6964.766194020388,3.1,4300.0,1986.109988004943,10019.0,2160.0,2.121232378366787,400.0,7.8,187.2413088454042,244.99193392340996
