,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
03:22:04.040,249534.0,0.6,1.2,-5.0,1.559738718156668
03:22:07.051,219942.0,0.7,2.0,-8.3,2.289319369428426
03:22:10.062,201118.0,0.6,2.0,0.5,1.5999802634808058
03:22:13.076,261408.0,0.8,1.5,-0.1,0.8855189437962154
03:22:16.086,187813.0,1.0,1.7,1.9,0.9717011477690656
03:22:19.089,27847.0,1.0,0.3,-4.3,2.616101378996369
03:22:22.098,113428.0,0.9,1.5,10.0,2.258647669545214
03:22:25.103,42097.0,0.8,1.5,-5.3,1.946180221031448
03:22:28.109,137443.0,0.9,0.4,-9.5,1.1524554997770535
03:22:31.113,31158.0,0.3,1.1,2.1,2.431703520564516
03:22:34.117,35095.0,0.3,1.7,1.6,2.249704433195173
03:22:37.130,254448.0,1.0,0.1,3.6,2.757384230108888
03:22:40.135,59501.0,0.4,1.4,-0.8,1.0709573037734308
03:22:43.152,279079.0,1.0,1.6,-1.0,1.1438902442532133
03:22:46.167,201177.0,0.1,0.2,-7.3,1.1823164282168597
03:22:49.173,78259.0,0.4,1.9,2.6,1.7480864417826196
03:22:52.174,3144.0,0.9,0.9,7.8,0.6923653381875882
03:22:55.188,260153.0,0.7,1.3,3.9,1.786121526837492
03:22:58.195,89578.0,0.6,1.4,-6.1,1.3980976178983529
03:23:01.199,92504.0,0.7,1.3,2.6,1.706308520513941
03:23:04.204,111458.0,0.7,1.4,9.1,2.011747977094257
03:23:07.214,138716.0,0.1,0.3,-8.4,2.232762048951122
03:23:10.218,74214.0,0.4,1.5,-3.5,2.066179032777363
03:23:13.229,194471.0,0.1,0.4,1.4,2.9760268635753047
03:23:16.237,151984.0,0.3,0.3,1.0,2.9795871631492914
03:23:19.251,261866.0,0.6,0.4,-4.4,0.6342247260620664
03:23:22.278,274235.0,0.3,1.0,2.8,1.1232204805334884
03:23:25.287,141057.0,0.6,1.3,5.7,2.235248636632765
03:23:28.291,67328.0,0.3,0.6,4.5,0.3507765960548962
03:23:31.301,233660.0,0.8,0.9,-5.0,1.1286061562611691
03:23:34.305,47113.0,0.3,1.7,-9.4,2.5105863517540232
03:23:37.316,211169.0,0.4,0.3,-1.5,0.6165667987467757
03:23:40.327,232119.0,0.4,0.7,7.4,1.138735852305424
03:23:43.329,53925.0,0.9,1.3,-3.1,1.320754222129129
03:23:46.336,76771.0,0.9,0.5,10.0,1.0826903321171653
03:23:49.349,264742.0,0.5,0.1,-7.1,2.73252388313282
03:23:52.363,236367.0,1.0,1.4,-0.8,2.501154293070392
03:23:55.367,17961.0,0.7,1.1,-3.4,2.345873946162185
03:23:58.390,228775.0,0.4,1.8,-0.7,0.3933600411493249
03:24:01.393,212.0,0.1,1.0,-3.7,2.585847479034005
03:24:04.397,21552.0,0.7,0.4,1.6,0.5706298922541952
03:24:07.408,186436.0,1.0,1.8,-1.6,2.702606425239934
03:24:10.419,209612.0,0.5,1.8,-2.1,2.655390943681786
03:24:13.432,258379.0,0.6,0.6,8.1,1.8316929861903328
03:24:16.435,69111.0,0.3,1.3,-5.7,0.3099401896403985
03:24:19.443,164463.0,1.0,1.4,8.2,1.915220704476232
03:24:22.453,228918.0,0.3,2.0,-8.3,0.4134151389553614
03:24:25.467,298704.0,0.5,1.9,-6.6,1.8487628643001397
03:24:28.471,17726.0,1.0,0.4,3.4,0.4157736704909444
03:24:31.489,243498.0,0.3,0.8,-4.0,2.6878489765592595
03:24:34.499,19349.0,0.8,1.9,8.2,1.7284258229813383
03:24:37.506,154897.0,0.1,0.9,9.9,1.7953979375339264
03:24:40.507,18070.0,0.1,0.3,-2.0,2.7971606990180566
03:24:43.511,12938.0,0.8,0.3,2.7,0.6198129393145706
03:24:46.517,141577.0,0.1,1.2,4.7,1.7895669160294658
03:24:49.530,266379.0,0.3,0.9,-3.7,0.2609805758655367
03:24:52.542,292877.0,0.9,1.3,-1.7,2.9763074203669966
03:24:55.553,214535.0,0.5,1.6,-4.0,1.922633529372384
03:24:58.560,102632.0,0.5,0.1,7.1,1.3603547255638009
03:25:01.566,97338.0,0.4,1.4,-3.7,2.920177596667213
03:25:04.580,297773.0,0.5,0.7,-2.7,2.539276285648825
03:25:07.607,177933.0,0.7,0.9,-9.8,0.7280694760385977
03:25:10.615,137017.0,0.8,1.0,8.2,2.8942018804898137
03:25:13.619,11434.0,0.6,1.2,-6.3,2.1978409635643548
03:25:16.624,34329.0,0.1,1.7,9.8,0.3742536716243184
03:25:19.637,271938.0,0.8,2.0,-7.7,1.6726186740018163
03:25:22.644,106054.0,0.5,1.3,8.1,1.446385027896639
03:25:25.652,96786.0,0.4,0.3,-7.6,2.679153105557758
03:25:28.663,133935.0,0.2,2.0,0.4,2.2480043459842687
03:25:31.673,126057.0,0.3,1.7,-1.4,0.6097857258637698
03:25:34.680,173476.0,0.4,0.2,7.0,2.909370217428737
03:25:37.684,11425.0,0.3,1.9,4.9,0.9526229860990144
03:25:40.691,96730.0,0.2,0.2,7.3,2.8338992553749858
03:25:43.705,268619.0,0.5,1.8,-9.7,1.601948660469284
03:25:46.710,107503.0,0.4,0.1,-5.4,2.263520767774826
03:25:49.720,182287.0,0.5,0.1,-6.2,1.5354024034355065
03:25:52.730,224774.0,0.6,0.8,-0.4,0.3866685198623378
03:25:55.735,57425.0,0.2,0.3,6.7,1.7179656301107316
03:25:58.743,160078.0,0.1,0.8,2.8,1.192870081431978
03:26:01.748,49046.0,0.3,1.8,-3.0,2.6575025188366608
03:26:04.757,152433.0,0.3,1.5,4.2,2.901100986947201
03:26:07.765,129042.0,0.8,0.1,-6.4,1.8586703069560149
03:26:10.776,164110.0,0.6,1.9,5.1,1.4177115730037717
03:26:13.787,201204.0,0.5,1.2,0.8,1.5681926129239758
03:26:16.797,269757.0,0.1,0.8,-6.5,1.8123674403188803
03:26:19.803,100381.0,0.1,0.9,10.0,2.322784448444097
03:26:22.807,57714.0,0.9,1.3,-6.4,1.1330812535072774
03:26:25.820,247078.0,0.1,0.5,-7.9,2.1497704440533325
03:26:28.825,30187.0,0.3,0.9,3.3,2.0528879938601223
03:26:31.838,270187.0,0.3,0.3,-7.9,1.4450677183023737
03:26:34.846,146109.0,1.0,1.1,4.5,2.458194916172186
03:26:37.849,40894.0,0.3,2.0,-0.3,1.0938877410515406
03:26:40.854,64786.0,1.0,0.7,0.7,2.927268113461656
03:26:43.858,72553.0,0.8,0.9,2.4,2.8394041535343555
03:26:46.866,165829.0,0.3,1.5,9.5,2.545370374339605
03:26:49.877,169176.0,0.7,0.2,-7.9,1.5492341582140623
03:26:52.881,73358.0,0.8,0.4,-5.2,0.9934595320020614
03:26:55.896,293641.0,1.0,0.9,6.2,1.487286150306906
03:26:58.908,242431.0,0.9,0.9,-2.1,2.76940531385625
03:27:01.912,21331.0,0.4,1.4,7.5,1.8440659032170488
03:27:04.923,191531.0,0.7,1.4,-5.4,2.108072327618689
03:27:07.931,193636.0,0.2,0.7,5.7,1.7069209596191357
03:27:10.935,78328.0,0.1,1.3,4.5,1.5709363857557344
03:27:13.945,225070.0,0.3,0.6,1.6,2.2162849486378366
03:27:16.951,97901.0,0.8,1.1,-2.5,0.8948514671589913
03:27:19.964,158576.0,0.2,1.5,-8.7,1.1414179611646968
03:27:22.967,3374.0,0.1,1.4,2.8,2.9896723727165115
03:27:25.974,84910.0,0.3,0.4,-2.9,0.4668816098057804
03:27:28.983,144900.0,0.3,1.5,6.0,2.982652055772309
03:27:31.996,295142.0,0.1,0.2,1.1,2.447043647555538
03:27:35.003,111686.0,0.8,1.1,-9.7,2.686743206055917
03:27:38.012,149498.0,0.7,1.8,9.4,2.006739756513883
03:27:41.024,233205.0,0.7,0.6,-3.5,2.615968344032131
03:27:44.038,282349.0,0.4,2.0,-3.3,1.192535517932754
03:27:47.051,298906.0,0.7,0.9,2.4,1.8948902004790449
03:27:50.056,18541.0,0.8,1.6,4.7,0.6046445166425469
03:27:53.065,144513.0,0.9,1.9,1.9,1.5451466464094947
03:27:56.078,269146.0,1.0,1.0,2.7,1.5238340895778903
03:27:59.083,27065.0,0.7,1.9,0.1,1.710871591726011
03:28:02.092,88009.0,0.8,0.8,-9.3,2.560680838431604
03:28:05.100,193533.0,0.4,1.9,-1.6,2.864409281984382
