,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
14:31:44.069,5.0,5.0,0.0,-24.0,0.3,50.0,1.0,98.0,9.0,66.0,61.0,6.0,5.5,0.39,0.0,20187.0,0.5,1.3,420.0,1.0,0.1,0.0,755.0,116.0,0.5
14:31:50.168,5.0,5.0,0.0,34.0,0.88,99.0,1.0,96.0,9.6,57.0,46.0,4.5,5.5,0.21,0.0,21667.0,1.1,1.8,380.0,1.0,0.1,0.0,937.0,768.0,0.5
14:31:56.073,5.0,5.0,0.0,97.0,0.86,-6.0,1.0,-58.0,6.5,25.0,58.0,5.5,6.0,0.27,0.0,21605.0,0.7,0.7,810.0,1.0,0.1,0.0,751.0,867.0,0.5
14:32:01.936,5.0,5.0,0.0,65.0,0.13,100.0,1.0,20.0,4.7,14.0,50.0,3.5,5.5,0.31,0.0,9625.0,0.9,1.3,780.0,1.0,0.1,0.0,94.0,489.0,0.5
14:32:06.652,5.0,5.0,0.0,40.0,0.63,60.0,1.0,13.0,8.3,70.0,7.0,6.0,4.5,0.23,0.0,22535.0,0.9,0.4,960.0,1.0,0.1,0.0,797.0,375.0,0.5
14:32:12.506,5.0,5.0,0.0,64.0,0.97,85.0,1.0,71.0,3.2,44.0,23.0,5.5,4.5,0.2,0.0,31386.0,1.1,0.7,890.0,1.0,0.1,0.0,904.0,709.0,0.5
14:32:16.917,5.0,5.0,0.0,2.0,0.5,-43.0,1.0,75.0,2.8,23.0,44.0,4.5,6.0,0.37,0.0,10778.0,0.9,0.3,1000.0,1.0,0.1,0.0,783.0,654.0,0.5
14:32:22.060,5.0,5.0,0.0,-20.0,0.63,45.0,1.0,87.0,7.7,55.0,56.0,5.5,6.0,0.33,0.0,30953.0,0.9,1.7,740.0,1.0,0.1,0.0,842.0,703.0,0.5
14:32:27.039,5.0,5.0,0.0,37.0,0.8,85.0,1.0,24.0,7.3,63.0,58.0,4.5,4.5,0.37,0.0,7874.0,0.7,1.4,450.0,1.0,0.1,0.0,934.0,829.0,0.5
14:32:31.012,5.0,5.0,0.0,-68.0,0.29,75.0,1.0,-53.0,6.9,15.0,11.0,3.5,2.5,0.27,0.0,10584.0,0.7,0.7,530.0,1.0,0.1,0.0,747.0,643.0,0.5
14:32:35.119,5.0,5.0,0.0,-13.0,0.91,64.0,1.0,-25.0,6.9,33.0,47.0,6.0,6.0,0.33,0.0,23244.0,1.1,1.3,890.0,1.0,0.1,0.0,932.0,747.0,0.5
14:32:39.122,5.0,5.0,0.0,20.0,0.9,-10.0,1.0,88.0,6.4,66.0,28.0,5.0,4.0,0.23,0.0,15051.0,1.1,1.8,450.0,1.0,0.1,0.0,641.0,835.0,0.5
14:32:43.243,5.0,5.0,0.0,38.0,0.61,-43.0,1.0,62.0,3.5,64.0,63.0,4.5,5.5,0.37,0.0,19973.0,0.9,1.3,650.0,1.0,0.1,0.0,972.0,839.0,0.5
14:32:47.312,5.0,5.0,0.0,-52.0,0.06,89.0,1.0,88.0,7.5,17.0,69.0,5.0,4.0,0.31,0.0,13301.0,0.3,0.9,940.0,1.0,0.1,0.0,513.0,653.0,0.5
14:32:51.494,5.0,5.0,0.0,65.0,0.86,-12.0,1.0,67.0,8.7,23.0,59.0,2.5,6.0,0.12,0.0,28578.0,0.7,0.4,570.0,1.0,0.1,0.0,834.0,654.0,0.5
14:32:57.027,5.0,5.0,0.0,73.0,0.63,-41.0,1.0,-56.0,9.8,57.0,48.0,3.5,6.0,0.39,0.0,27705.0,0.5,1.7,240.0,1.0,0.1,0.0,571.0,398.0,0.5
14:33:01.091,5.0,5.0,0.0,16.0,0.8,81.0,1.0,49.0,3.4,40.0,69.0,4.5,6.0,0.23,0.0,31397.0,1.1,0.3,480.0,1.0,0.1,0.0,673.0,958.0,0.5
14:33:07.222,5.0,5.0,0.0,92.0,0.67,71.0,1.0,66.0,6.1,58.0,5.0,5.5,3.5,0.39,0.0,16154.0,0.5,1.7,630.0,1.0,0.1,0.0,440.0,815.0,0.5
14:33:11.270,5.0,5.0,0.0,3.0,0.79,99.0,1.0,-53.0,4.1,70.0,67.0,5.5,3.0,0.15,0.0,5599.0,0.3,1.1,1000.0,1.0,0.1,0.0,677.0,807.0,0.5
14:33:15.323,5.0,5.0,0.0,-18.0,0.98,-81.0,1.0,-39.0,8.3,62.0,59.0,5.0,6.0,0.33,0.0,13837.0,1.1,1.8,480.0,1.0,0.1,0.0,338.0,362.0,0.5
14:33:19.356,5.0,5.0,0.0,45.0,0.62,31.0,1.0,99.0,10.1,46.0,46.0,5.5,3.0,0.25,0.0,29264.0,0.9,1.7,350.0,1.0,0.1,0.0,578.0,775.0,0.5
14:33:23.390,5.0,5.0,0.0,87.0,0.87,74.0,1.0,14.0,6.9,33.0,45.0,5.5,5.0,0.25,0.0,27576.0,0.7,1.1,940.0,1.0,0.1,0.0,913.0,575.0,0.5
