,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
09:26:51.301,0.8,76.68441825310741,127.0,2429.0,1.7511345203507773,320.85704744638906,3453.090787110499,50.0,20.0,220.0,47.0,94.0,22.0,104.0,17.0,71.0,30.0,1.0,18.0,48.0,120.0,83.0,57.60543759409326,19.070950445607043,25.0
09:26:54.307,1.2,32.947058052777805,103.0,2086.0,0.4804045252613266,3649.683459483545,1626.5122345559462,120.0,120.0,230.0,6.0,49.0,6.0,76.0,40.0,31.0,71.0,117.0,46.0,30.0,51.0,71.0,56.518399451459146,14.91934999833009,35.0
09:26:57.321,1.3,14.424876077269529,105.0,2354.0,0.9691221323619326,701.0073597967447,2979.1016588057387,60.0,40.0,90.0,56.0,49.0,34.0,45.0,40.0,60.0,21.0,105.0,94.0,93.0,93.0,58.0,89.01496888035193,10.624321273153303,25.0
09:27:00.330,1.6,88.2104676535331,185.0,927.0,0.9369309541092069,4034.767336639018,1992.106478376054,130.0,10.0,30.0,82.0,100.0,2.0,23.0,103.0,14.0,74.0,87.0,87.0,59.0,41.0,90.0,9.967995554057415,4.094696147891778,15.0
09:27:03.339,0.7,6.602881014949731,185.0,4442.0,4.077705928778543,3759.9267649352396,1385.1802385357946,100.0,80.0,30.0,9.0,93.0,35.0,100.0,87.0,92.0,69.0,15.0,7.0,105.0,112.0,106.0,73.92557234887306,16.68811669623252,45.0
09:27:06.354,1.5,91.78085777716477,146.0,1282.0,3.5310392307738128,2588.044561029698,175.7501862126683,80.0,60.0,180.0,91.0,93.0,24.0,71.0,55.0,6.0,77.0,64.0,41.0,74.0,78.0,73.0,49.18772873647901,18.46039660168609,30.0
09:27:09.359,0.9,27.69959601213995,226.0,3997.0,1.7866435465044583,1731.7905793637012,873.2932005240713,70.0,110.0,30.0,27.0,57.0,35.0,66.0,59.0,83.0,18.0,11.0,36.0,3.0,113.0,70.0,104.51677647255248,17.67366853688841,35.0
09:27:12.369,0.5,12.700591151911038,116.0,4697.0,3.6584653793298303,2144.3697183518107,59.13520343222893,120.0,50.0,70.0,63.0,39.0,15.0,105.0,34.0,75.0,52.0,18.0,67.0,77.0,75.0,67.0,20.062723921670077,19.857428071032007,45.0
09:27:15.378,0.3,48.83742883295679,70.0,1339.0,4.008588683882809,2550.9521275905267,2167.92391217304,90.0,80.0,190.0,74.0,73.0,13.0,79.0,46.0,54.0,76.0,48.0,120.0,27.0,117.0,39.0,92.98321910390652,10.3562361075461,40.0
09:27:18.390,0.6,49.638724632748236,201.0,3719.0,1.3539003269483398,1624.2547072033133,1007.1877415676589,20.0,30.0,160.0,67.0,83.0,28.0,44.0,59.0,109.0,10.0,32.0,13.0,92.0,115.0,97.0,81.92499509994191,17.416282634215406,30.0
09:27:21.398,1.3,86.37762101823205,128.0,4018.0,2.6077179389854974,3929.780499938629,488.0173496080073,100.0,20.0,120.0,49.0,76.0,7.0,9.0,78.0,16.0,110.0,47.0,17.0,43.0,94.0,99.0,54.101139652850705,15.344168935521962,40.0
09:27:24.414,0.7,55.65920264931427,179.0,2766.0,0.9614966139975596,955.6990002544761,3551.5678959744196,110.0,110.0,160.0,70.0,13.0,21.0,81.0,6.0,65.0,72.0,19.0,104.0,115.0,109.0,46.0,94.84299906770421,13.126272616692123,40.0
09:27:27.424,1.8,88.81291626401725,204.0,1900.0,1.7218988906388812,1645.9348655772963,970.4641308846407,80.0,120.0,120.0,94.0,21.0,24.0,64.0,81.0,41.0,7.0,33.0,48.0,2.0,29.0,23.0,82.97262678244988,14.775420386786264,20.0
09:27:30.433,2.0,43.96930226817615,198.0,1564.0,4.6399178337940565,3357.907962592016,1964.6553791396057,30.0,60.0,250.0,81.0,37.0,36.0,114.0,96.0,97.0,47.0,109.0,118.0,115.0,36.0,106.0,35.30914123565358,8.473468323467072,50.0
09:27:33.448,0.6,92.79451095507298,142.0,3565.0,4.520075698942524,2155.1416530439683,2676.6976751503616,30.0,90.0,110.0,8.0,82.0,24.0,72.0,35.0,21.0,9.0,29.0,39.0,85.0,79.0,6.0,114.87390579973895,15.712204287194341,50.0
09:27:36.459,0.9,45.897773105584044,72.0,4251.0,0.5135554483640627,4046.40896330488,513.4073022654567,20.0,120.0,50.0,6.0,62.0,5.0,4.0,2.0,109.0,105.0,66.0,73.0,8.0,27.0,111.0,72.72504579232977,12.020218748592278,50.0
09:27:39.468,0.2,2.1333715328497522,50.0,1935.0,0.2560304905944497,1719.3443514550954,310.2341881842474,80.0,50.0,160.0,93.0,8.0,25.0,39.0,20.0,53.0,13.0,73.0,110.0,16.0,59.0,1.0,33.48783000900869,3.502160339898258,25.0
09:27:42.476,0.1,1.41434539063233,215.0,1537.0,0.39162761087583675,3133.9720978736927,1159.2737887823082,100.0,10.0,180.0,73.0,18.0,13.0,58.0,30.0,72.0,114.0,9.0,74.0,47.0,82.0,46.0,119.47168959870737,3.890336889926432,15.0
09:27:45.487,1.6,85.29452556243164,109.0,4336.0,0.7697998513862901,202.23819034233628,3677.1513708139832,120.0,10.0,160.0,41.0,99.0,4.0,35.0,109.0,47.0,29.0,19.0,65.0,52.0,17.0,11.0,75.39539657220641,17.299896091274768,15.0
09:27:48.492,0.3,57.628163528200055,72.0,4543.0,2.883406881968633,641.0111253526308,2356.2701191571523,50.0,130.0,120.0,7.0,71.0,15.0,97.0,57.0,74.0,105.0,83.0,35.0,13.0,65.0,17.0,94.65052931411437,5.964126158067928,50.0
09:27:51.500,1.9,13.854726181619233,169.0,3793.0,1.6400375830177245,1333.3091616403333,486.07402723790995,30.0,20.0,40.0,5.0,45.0,35.0,71.0,27.0,79.0,24.0,109.0,59.0,5.0,70.0,111.0,90.58888560163557,10.82964193817939,35.0
09:27:54.511,0.2,25.559971865418362,113.0,4310.0,2.1008266533391238,364.78598815281043,3130.036922563613,10.0,120.0,210.0,35.0,41.0,31.0,21.0,30.0,56.0,1.0,113.0,93.0,43.0,100.0,92.0,83.97232350454455,9.997631645778032,20.0
09:27:57.523,2.0,36.53747355968634,160.0,2357.0,3.283530160802951,3054.970351299807,3011.190564845321,90.0,90.0,230.0,94.0,8.0,38.0,20.0,25.0,119.0,76.0,117.0,6.0,62.0,55.0,91.0,60.643131680755076,17.36810739811132,20.0
09:28:00.535,1.9,52.37103138760057,123.0,675.0,0.9085244634029891,1396.693392966828,3725.229390219443,30.0,50.0,160.0,70.0,70.0,23.0,83.0,39.0,70.0,13.0,56.0,86.0,98.0,114.0,64.0,44.186912998588376,16.299291185882502,35.0
09:28:03.545,0.9,94.2647520716865,76.0,3275.0,3.1423339804000805,2035.3161084264552,3132.8411307457363,100.0,10.0,140.0,41.0,70.0,40.0,25.0,67.0,96.0,6.0,33.0,92.0,105.0,9.0,25.0,66.15848912333463,7.414157023412304,40.0
09:28:06.560,2.0,2.6376909109019033,194.0,865.0,2.7280204851367835,3729.960844144628,77.68804494976543,20.0,60.0,40.0,45.0,25.0,18.0,9.0,108.0,79.0,5.0,10.0,99.0,1.0,85.0,58.0,12.486356765808914,3.123706416813729,25.0
09:28:09.569,1.1,14.60143140476232,193.0,1476.0,4.582964331580965,4009.7773472982994,1076.131326998597,40.0,70.0,210.0,44.0,15.0,13.0,54.0,83.0,4.0,99.0,43.0,70.0,30.0,60.0,91.0,93.12020486114476,2.1722274155198074,50.0
09:28:12.583,1.3,74.74394753356268,83.0,2785.0,3.8649509019310293,1705.7192341451598,2252.179316942932,30.0,20.0,60.0,84.0,70.0,20.0,8.0,42.0,68.0,95.0,40.0,59.0,87.0,20.0,37.0,102.36757176456686,3.1846961531314477,20.0
09:28:15.594,0.1,55.37514212201622,153.0,3173.0,1.0108754217799598,2282.7600592598255,2124.7447979715757,70.0,130.0,100.0,81.0,68.0,32.0,83.0,37.0,31.0,47.0,23.0,9.0,28.0,22.0,52.0,72.68193823488681,1.8976394708600264,15.0
09:28:18.614,1.2,19.740562043448243,161.0,2611.0,2.441323300471918,339.7187408009487,359.9810844462957,130.0,120.0,180.0,31.0,99.0,3.0,78.0,99.0,115.0,12.0,116.0,7.0,66.0,28.0,29.0,98.41552428947854,14.21842216090978,20.0
09:28:21.623,0.4,25.661638202169932,76.0,2736.0,0.5314515365905347,2432.984242680982,2870.815712271706,60.0,30.0,250.0,8.0,22.0,23.0,45.0,115.0,120.0,41.0,14.0,39.0,66.0,41.0,20.0,24.926054232173705,2.538449987562461,30.0
09:28:24.637,1.9,25.54538783733499,153.0,3131.0,1.742715279108217,2578.5462387963976,1970.9980459896287,130.0,10.0,90.0,75.0,35.0,18.0,12.0,62.0,98.0,34.0,23.0,112.0,20.0,104.0,2.0,82.9454577877627,4.595959468488267,35.0
09:28:27.651,1.3,62.478618158629644,149.0,111.0,2.6722605544389286,4002.409742486231,1402.151972010073,40.0,90.0,80.0,76.0,72.0,22.0,46.0,74.0,89.0,6.0,48.0,12.0,103.0,14.0,77.0,33.63626002609187,4.153656596293455,30.0
09:28:30.660,1.2,86.70876168296388,56.0,912.0,3.7660458819536564,2602.5677666377323,3123.1487837894765,50.0,100.0,200.0,79.0,70.0,11.0,102.0,27.0,81.0,54.0,10.0,37.0,64.0,17.0,56.0,21.12126427287153,9.168014968897506,50.0
09:28:33.670,1.5,96.15368200785316,170.0,4403.0,2.2378661604697565,982.2578809363843,2785.5182657801506,110.0,30.0,190.0,37.0,12.0,11.0,9.0,82.0,27.0,28.0,56.0,56.0,18.0,20.0,34.0,91.97300495771614,8.602337887728371,40.0
09:28:36.680,0.9,47.33980204319955,58.0,2459.0,0.8594585418201299,2939.755960988941,1754.2381779983516,70.0,60.0,250.0,9.0,44.0,35.0,78.0,108.0,85.0,35.0,38.0,1.0,62.0,32.0,4.0,90.2509215136692,2.814924040385046,30.0
09:28:39.686,1.5,0.9987934200202707,168.0,139.0,1.0990977023173067,1947.7070811787441,781.9155612873127,30.0,10.0,130.0,85.0,39.0,27.0,113.0,34.0,13.0,66.0,113.0,15.0,5.0,78.0,19.0,35.93406833497046,11.418199766968241,40.0
09:28:42.709,1.5,11.771344260931597,136.0,3341.0,1.5771561584054827,3858.530184429139,2771.7006007875143,90.0,80.0,230.0,47.0,29.0,27.0,66.0,70.0,119.0,26.0,9.0,107.0,7.0,85.0,48.0,28.106575994354497,15.246599351026383,35.0
09:28:45.717,1.2,69.34546196021796,200.0,3684.0,2.156176255427555,3926.4904755959606,4005.870415344429,50.0,50.0,180.0,47.0,89.0,35.0,83.0,73.0,109.0,112.0,77.0,15.0,100.0,79.0,119.0,113.37579405525963,6.739489808429873,25.0
09:28:48.727,2.0,56.994532263610225,95.0,2126.0,3.516111851960171,4015.468951584169,2062.2585837582283,90.0,60.0,40.0,13.0,90.0,6.0,37.0,105.0,91.0,71.0,42.0,65.0,71.0,64.0,3.0,58.323511710042894,12.057297813133195,15.0
09:28:51.736,1.9,59.87544991586729,247.0,2373.0,4.965584169915042,1843.3722325249898,1252.3958569542,80.0,10.0,210.0,67.0,19.0,35.0,117.0,18.0,89.0,74.0,19.0,117.0,71.0,91.0,109.0,114.01370655697147,7.421104289404677,45.0
09:28:54.753,1.4,47.256890687898505,180.0,3832.0,1.1825389320546793,94.99345724962195,2000.5678779711325,20.0,70.0,10.0,61.0,36.0,38.0,89.0,81.0,92.0,86.0,92.0,94.0,68.0,57.0,98.0,48.978761697478454,19.396135686489934,30.0
09:28:57.769,0.9,33.78929574146717,46.0,4099.0,4.027834909236668,2160.057519163822,2396.2205344306476,120.0,60.0,140.0,21.0,71.0,12.0,40.0,6.0,7.0,8.0,56.0,99.0,102.0,74.0,82.0,87.07660404275023,1.676706610896845,30.0
09:29:00.777,0.4,85.83448470260642,95.0,1883.0,2.8856577213757215,2591.131405894129,1955.0050015155425,130.0,120.0,140.0,66.0,96.0,29.0,98.0,38.0,26.0,116.0,102.0,101.0,10.0,77.0,99.0,64.11821339397115,8.164493323657421,40.0
09:29:03.792,1.2,14.976178554717173,138.0,2193.0,3.935966726315452,601.9624609904818,2629.4597102816288,100.0,20.0,70.0,95.0,67.0,39.0,107.0,36.0,1.0,10.0,35.0,87.0,51.0,82.0,12.0,117.43755502617958,9.978629961778003,25.0
09:29:06.809,0.2,88.80607038977409,68.0,1232.0,0.6235666153832109,2443.661781059756,1221.1665119534396,130.0,130.0,140.0,87.0,84.0,15.0,5.0,79.0,91.0,105.0,87.0,93.0,101.0,106.0,32.0,62.91608607635151,12.513930018507406,30.0
09:29:09.824,0.6,97.33032428138934,70.0,636.0,2.6935612374582654,291.325140255843,3100.7410491706264,60.0,50.0,210.0,55.0,69.0,38.0,49.0,94.0,9.0,37.0,90.0,14.0,119.0,29.0,62.0,78.34131029609827,14.288020311757041,50.0
09:29:12.834,2.0,74.56284175972813,226.0,2256.0,0.537215935959401,3730.8438500584666,1112.7119603300969,100.0,40.0,180.0,78.0,15.0,25.0,44.0,54.0,56.0,105.0,62.0,101.0,51.0,62.0,54.0,18.5824879598813,10.474799961700308,30.0
09:29:15.851,1.4,99.65844749823138,195.0,1233.0,3.370643993011926,3181.634208238584,2608.8031893124185,100.0,120.0,190.0,4.0,60.0,1.0,97.0,87.0,77.0,56.0,86.0,92.0,61.0,24.0,38.0,36.697080490502884,16.71313339331084,20.0
09:29:18.859,2.0,51.00766678477709,49.0,1815.0,4.086304093811922,3175.788806781096,3604.0188135302737,40.0,80.0,190.0,74.0,25.0,25.0,51.0,108.0,28.0,98.0,28.0,77.0,83.0,75.0,38.0,35.3978744501109,11.657543609066755,40.0
09:29:21.873,0.2,69.7848930517835,36.0,4512.0,4.439916666937383,2903.431158528694,1086.76498559179,40.0,110.0,160.0,81.0,64.0,7.0,108.0,51.0,32.0,100.0,90.0,64.0,108.0,48.0,113.0,73.89580290676732,1.9471911946998648,30.0
09:29:24.890,1.1,70.7633713249442,80.0,1904.0,1.6148755618233155,1795.0443228439428,1903.5775649448544,100.0,70.0,100.0,48.0,85.0,14.0,39.0,85.0,39.0,46.0,50.0,120.0,25.0,94.0,89.0,52.47392289474079,6.077817525131152,15.0
09:29:27.908,1.3,56.12384068999234,76.0,1512.0,4.696026307723011,1988.0484128272935,2029.5746440592193,90.0,60.0,160.0,47.0,69.0,11.0,114.0,97.0,100.0,89.0,25.0,59.0,1.0,92.0,16.0,51.566541088245344,7.372552848531496,15.0
09:29:30.918,1.7,36.93021875280014,89.0,3265.0,3.9763695308558553,2934.580887581246,163.58122243655433,90.0,20.0,200.0,17.0,59.0,12.0,83.0,23.0,75.0,115.0,99.0,37.0,76.0,100.0,16.0,72.57695503917398,8.798997103230855,45.0
09:29:33.924,2.0,67.8452209399403,62.0,4091.0,4.781463944080021,846.3584647585246,1826.2811578721833,10.0,90.0,80.0,36.0,16.0,32.0,38.0,81.0,7.0,109.0,95.0,76.0,115.0,48.0,100.0,103.13068989035442,9.733563259507324,35.0
09:29:36.930,1.8,15.442952931472435,132.0,4566.0,2.733523508143442,2799.1910346872473,658.0471079738804,40.0,20.0,230.0,50.0,41.0,1.0,28.0,49.0,17.0,64.0,42.0,76.0,95.0,16.0,39.0,2.918282356422027,7.98181102877557,25.0
09:29:39.938,1.3,0.14026687192619805,242.0,4748.0,2.5960962494450146,1317.5705163161424,4018.290634450762,30.0,100.0,110.0,5.0,36.0,15.0,4.0,5.0,22.0,73.0,66.0,81.0,89.0,74.0,66.0,3.3746662778512304,5.494293435588473,40.0
09:29:42.948,1.6,94.61233781012292,28.0,4550.0,2.12141284981204,2084.54069590967,3315.7013607594154,120.0,120.0,230.0,66.0,67.0,30.0,30.0,66.0,49.0,56.0,3.0,22.0,18.0,97.0,58.0,101.93433231905753,4.003838529236733,15.0
09:29:45.967,1.7,74.9505819225306,233.0,2064.0,1.6732461592204546,104.75074610159169,1038.514910392254,120.0,60.0,190.0,70.0,56.0,23.0,24.0,42.0,19.0,29.0,16.0,80.0,110.0,65.0,46.0,99.87244140567076,5.823920231851588,30.0
