,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
02:40:01.500,119964.0,0.4,0.6,-7.6,2.830738554710475
02:40:04.505,48114.0,1.0,0.5,6.7,2.291525125248272
02:40:07.520,259228.0,0.2,1.1,-5.7,1.053613298671937
02:40:10.528,110529.0,0.7,2.0,8.9,0.4999989119498065
02:40:13.549,176815.0,0.7,0.3,0.9,0.697769303019806
02:40:16.561,261998.0,0.6,0.6,6.0,0.8214294756644854
02:40:19.568,116654.0,0.4,0.9,1.6,2.880166935123893
02:40:22.581,268648.0,0.3,1.9,-6.3,1.2743535736489735
02:40:25.586,37766.0,0.5,1.2,-7.7,2.514448428344997
02:40:28.591,47598.0,0.1,1.2,-2.6,1.6244638386777852
02:40:31.603,228656.0,0.6,1.4,-5.1,0.2710074099527595
02:40:34.616,255410.0,0.5,0.7,-4.2,1.2828124343704082
02:40:37.623,85018.0,0.1,0.9,-3.0,0.8663317590508878
02:40:40.635,215650.0,0.5,0.7,-8.4,2.3376408448444024
02:40:43.641,134947.0,1.0,0.8,-4.0,0.803123655886401
02:40:46.663,99350.0,0.8,1.5,-6.2,1.7748671018960072
02:40:49.671,177998.0,0.7,0.5,3.8,0.7326806420973837
02:40:52.677,109226.0,0.7,2.0,-9.4,2.7588602303019347
02:40:55.685,123189.0,0.9,0.2,7.9,0.4592035571460073
02:40:58.699,287471.0,0.4,0.2,-3.4,2.0589914287121545
02:41:01.708,227663.0,0.7,0.4,8.2,1.1547324671095758
02:41:04.716,88282.0,0.8,1.8,9.4,0.3216751647655548
02:41:07.722,92102.0,0.2,1.3,-0.5,1.982688762575952
02:41:10.730,89032.0,0.2,1.8,9.5,1.6722710491008317
02:41:13.737,88570.0,0.5,0.3,-8.3,2.690323837433762
02:41:16.747,196318.0,0.1,1.0,5.6,1.2162982880902704
02:41:19.749,36459.0,0.2,0.4,1.4,0.9825815827829076
02:41:22.752,42373.0,0.7,0.3,-6.6,1.4627127178113415
02:41:25.763,211232.0,0.1,0.9,8.6,2.3805965708764907
02:41:28.789,222858.0,0.2,1.7,2.2,1.7437627959589563
02:41:31.799,176701.0,0.6,0.4,-3.8,1.137891948266564
02:41:34.807,121596.0,0.8,0.5,4.6,2.7838882335116995
02:41:37.816,119905.0,0.4,1.0,-7.1,0.5061431968089729
02:41:40.823,91970.0,0.5,1.1,2.4,2.737856901495703
02:41:43.835,163878.0,0.5,0.8,7.1,2.969443852343903
02:41:46.838,37715.0,1.0,0.5,2.9,0.7642407599965865
02:41:49.848,222572.0,0.5,1.6,-4.5,2.844355591697493
02:41:52.855,150984.0,0.8,1.6,6.9,2.7712358292631767
02:41:55.862,157343.0,0.1,0.6,-0.2,1.8905609341320715
02:41:58.866,64259.0,0.4,1.0,-7.7,1.620537366314997
02:42:01.893,236725.0,0.6,1.6,-3.1,2.471808711572726
02:42:04.902,130150.0,0.8,1.0,-5.4,0.9869301331371144
02:42:07.910,187712.0,0.7,0.7,2.6,2.049096807595717
02:42:10.914,68983.0,0.1,2.0,-0.7,0.9180883986532076
02:42:13.930,255746.0,0.5,0.3,2.2,1.2738297484937544
02:42:16.937,94763.0,0.4,1.5,8.8,0.3518115382453065
02:42:19.951,243332.0,0.5,0.1,-4.0,1.679594731744296
02:42:22.957,84210.0,0.5,1.3,1.5,0.5265420788922426
02:42:25.967,174860.0,0.2,1.3,8.4,2.5353763539525933
02:42:28.974,108395.0,0.5,0.9,-1.4,2.368323705744786
02:42:31.985,261782.0,0.1,1.3,-5.5,2.68394122478047
02:42:35.014,289863.0,0.9,0.6,5.1,1.656125889590812
02:42:38.024,202043.0,0.2,1.5,-3.3,1.503485154963954
02:42:41.036,180581.0,0.7,1.5,-9.3,1.9860447202885685
02:42:44.046,161193.0,0.6,0.7,3.9,1.7310156956547385
02:42:47.060,296838.0,0.4,1.4,-4.2,0.9904147445348706
02:42:50.070,195611.0,1.0,0.2,7.0,2.3418250285872526
02:42:53.078,119591.0,0.2,1.6,-4.1,0.6470728897086331
02:42:56.082,36037.0,0.8,1.0,-9.1,1.501098469325854
02:42:59.093,186952.0,0.5,1.7,-2.0,2.407265052377388
02:43:02.101,172108.0,1.0,0.3,7.5,1.6058905429321024
02:43:05.109,99342.0,0.9,1.2,0.2,0.8075166802997875
02:43:08.119,109206.0,0.3,1.3,-7.0,2.720154290135554
02:43:11.128,121488.0,0.7,0.9,6.3,2.0517370944469624
02:43:14.140,192886.0,0.4,0.7,-1.7,2.0136530700769644
02:43:17.144,17030.0,0.8,0.7,-4.2,0.8895884866763024
02:43:20.148,21458.0,1.0,1.5,-9.5,0.8642501845523481
02:43:23.160,141077.0,0.1,0.5,6.2,2.752205457359145
02:43:26.168,62445.0,0.2,0.7,3.1,2.7927621958181064
02:43:29.169,13190.0,0.8,2.0,5.1,2.681057517186032
02:43:32.172,1497.0,0.9,1.0,2.3,1.6703777562995463
02:43:35.179,96366.0,0.8,0.6,6.9,2.0142581783745106
02:43:38.194,293528.0,0.3,0.1,-9.9,1.960071313609482
02:43:41.206,296079.0,0.8,2.0,-4.7,2.848813741675823
02:43:44.212,60290.0,0.3,1.0,1.9,2.124265570963768
02:43:47.222,181280.0,0.3,0.7,5.2,0.4776913541972918
02:43:50.231,18606.0,0.4,1.2,-0.8,2.1870261868899608
02:43:53.246,132290.0,0.9,1.4,-8.2,1.375592620703381
02:43:56.265,274206.0,0.2,1.3,6.0,0.5597138375093538
02:43:59.274,179517.0,0.5,0.2,-9.7,0.9876325439102274
02:44:02.279,91773.0,1.0,1.8,0.6,1.9486901086262285
02:44:05.291,284409.0,0.1,0.4,4.3,0.986221904705571
02:44:08.303,220938.0,0.6,0.2,-0.2,2.3477822392718406
02:44:11.309,134381.0,0.3,1.2,-2.7,1.0034201080971323
02:44:14.317,124153.0,0.9,0.6,-1.4,0.5845733293490085
02:44:17.322,81125.0,0.2,1.5,1.7,0.5851499557591856
02:44:20.328,55555.0,0.7,1.7,-6.7,1.4570326924840362
02:44:23.341,213875.0,0.8,1.6,-1.1,1.5658171581752625
02:44:26.351,166214.0,0.5,0.8,-0.1,1.866251680612777
02:44:29.357,88323.0,0.9,1.9,3.7,1.2034521703123204
02:44:32.360,6942.0,0.1,1.3,4.0,0.2636753171818219
02:44:35.375,285019.0,0.4,1.7,6.0,2.580770002645978
02:44:38.385,186870.0,0.9,1.7,2.8,1.327818699576906
02:44:41.395,169999.0,0.5,0.7,7.9,1.3632642036263087
02:44:44.405,168024.0,0.3,0.9,-6.6,1.1036001336234604
02:44:47.415,249365.0,0.2,0.2,6.6,2.114296122112876
02:44:50.428,252426.0,0.7,0.8,2.2,1.589361148902586
02:44:53.437,139469.0,0.1,2.0,-4.7,1.7969555418410397
02:44:56.444,115100.0,0.2,1.4,-7.7,2.435186496062858
02:44:59.456,204054.0,0.4,0.9,7.5,0.6792121107051279
02:45:02.463,111879.0,0.6,0.7,0.8,2.7853754268822675
02:45:05.472,193281.0,0.8,0.1,-4.8,1.8479745953771367
02:45:08.486,282126.0,0.1,1.4,-9.0,1.282944995642366
02:45:11.494,176687.0,0.6,1.2,2.6,0.6969628863067032
02:45:14.501,143274.0,0.6,0.5,-9.7,1.2123535896161326
02:45:17.506,138330.0,0.3,0.5,3.3,2.735066386063429
02:45:20.519,209213.0,0.7,0.5,-7.0,2.8684275330340867
02:45:23.531,244788.0,0.2,0.9,8.7,1.3813181091925677
02:45:26.541,244943.0,0.6,1.5,-1.5,2.2932282565803623
02:45:29.549,126842.0,0.1,2.0,6.7,1.587238281703189
02:45:32.552,5829.0,0.5,0.3,-9.3,2.984295771969088
02:45:35.569,211494.0,0.1,1.7,3.2,0.6816127918978176
02:45:38.575,68818.0,0.9,1.1,1.7,2.067062946297348
