,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
13:14:22.147,5.0,5.0,0.0,58.0,0.44,73.0,1.0,48.0,6.2,59.0,5.0,6.0,6.0,0.37,0.0,12016.0,1.1,1.2,630.0,1.0,0.1,0.0,690.0,803.0,0.5
13:14:27.129,5.0,5.0,0.0,1.0,0.23,-43.0,1.0,100.0,5.2,50.0,42.0,6.0,5.5,0.27,0.0,24494.0,0.9,1.3,130.0,1.0,0.1,0.0,811.0,982.0,0.5
13:14:31.154,5.0,5.0,0.0,-37.0,0.91,4.0,1.0,-53.0,3.9,58.0,51.0,5.0,6.0,0.29,0.0,15961.0,0.3,1.3,160.0,1.0,0.1,0.0,676.0,993.0,0.5
13:14:35.214,5.0,5.0,0.0,-18.0,0.92,80.0,1.0,56.0,7.6,66.0,36.0,3.0,5.5,0.37,0.0,30136.0,0.7,1.4,370.0,1.0,0.1,0.0,299.0,981.0,0.5
13:14:39.288,5.0,5.0,0.0,61.0,0.62,25.0,1.0,5.0,8.8,14.0,40.0,4.5,6.0,0.4,0.0,26931.0,0.7,1.2,570.0,1.0,0.1,0.0,128.0,247.0,0.5
13:14:43.357,5.0,5.0,0.0,-35.0,0.33,100.0,1.0,28.0,10.0,52.0,35.0,6.0,3.5,0.33,0.0,29316.0,0.3,1.3,750.0,1.0,0.1,0.0,127.0,967.0,0.5
13:14:47.381,5.0,5.0,0.0,4.0,0.29,-14.0,1.0,75.0,2.9,62.0,58.0,5.5,5.5,0.37,0.0,17967.0,1.1,1.5,440.0,1.0,0.1,0.0,346.0,995.0,0.5
13:14:51.383,5.0,5.0,0.0,40.0,0.93,38.0,1.0,48.0,4.4,37.0,62.0,4.0,5.0,0.29,0.0,29039.0,0.7,1.4,1000.0,1.0,0.1,0.0,585.0,917.0,0.5
13:14:55.789,5.0,5.0,0.0,81.0,0.87,87.0,1.0,43.0,3.5,44.0,66.0,4.0,3.0,0.31,0.0,3069.0,0.9,1.9,610.0,1.0,0.1,0.0,95.0,769.0,0.5
13:15:00.366,5.0,5.0,0.0,31.0,0.94,83.0,1.0,55.0,3.4,31.0,29.0,6.0,5.0,0.22,0.0,15947.0,0.9,1.3,280.0,1.0,0.1,0.0,424.0,926.0,0.5
13:15:05.783,5.0,5.0,0.0,8.0,0.98,88.0,1.0,33.0,1.8,52.0,67.0,3.5,5.0,0.22,0.0,14820.0,0.5,1.3,650.0,1.0,0.1,0.0,942.0,486.0,0.5
13:15:10.404,5.0,5.0,0.0,46.0,0.99,90.0,1.0,47.0,2.9,55.0,53.0,5.0,5.5,0.35,0.0,4317.0,0.7,0.5,120.0,1.0,0.1,0.0,988.0,862.0,0.5
13:15:15.367,5.0,5.0,0.0,-75.0,0.41,80.0,1.0,21.0,3.5,28.0,63.0,3.0,6.0,0.33,0.0,27736.0,0.4,0.5,940.0,1.0,0.1,0.0,751.0,251.0,0.5
13:15:19.379,5.0,5.0,0.0,-31.0,0.94,75.0,1.0,24.0,2.1,7.0,63.0,5.5,6.0,0.39,0.0,24786.0,0.5,1.9,650.0,1.0,0.1,0.0,968.0,622.0,0.5
13:15:23.504,5.0,5.0,0.0,53.0,0.59,-12.0,1.0,92.0,3.8,62.0,53.0,5.5,6.0,0.33,0.0,12403.0,0.5,0.5,470.0,1.0,0.1,0.0,1000.0,378.0,0.5
13:15:28.237,5.0,5.0,0.0,92.0,0.81,0.0,1.0,-8.0,8.2,31.0,29.0,4.5,5.0,0.18,0.0,26779.0,0.7,1.2,380.0,1.0,0.1,0.0,519.0,955.0,0.5
13:15:33.246,5.0,5.0,0.0,86.0,0.91,-37.0,1.0,34.0,3.9,34.0,5.0,6.0,4.5,0.35,0.0,19726.0,0.9,0.9,700.0,1.0,0.1,0.0,47.0,682.0,0.5
13:15:37.307,5.0,5.0,0.0,-16.0,0.88,-56.0,1.0,91.0,9.6,61.0,47.0,2.5,5.0,0.35,0.0,20782.0,0.9,0.7,700.0,1.0,0.1,0.0,427.0,797.0,0.5
13:15:41.351,5.0,5.0,0.0,-56.0,0.47,28.0,1.0,91.0,7.8,66.0,46.0,6.0,6.0,0.29,0.0,30519.0,0.3,1.9,410.0,1.0,0.1,0.0,928.0,40.0,0.5
13:15:45.411,5.0,5.0,0.0,52.0,0.51,97.0,1.0,-26.0,10.0,28.0,40.0,4.5,5.0,0.27,0.0,30048.0,0.9,1.5,730.0,1.0,0.1,0.0,355.0,533.0,0.5
13:15:49.517,5.0,5.0,0.0,-35.0,0.96,40.0,1.0,88.0,7.5,52.0,64.0,2.5,5.0,0.24,0.0,27354.0,1.1,1.8,290.0,1.0,0.1,0.0,590.0,942.0,0.5
