,LAND_SPEED,LAND_ALT_LOW,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG,RNGFND5_PWRRNG,RNGFND6_PWRRNG,RNGFND7_PWRRNG,RNGFND8_PWRRNG,RNGFND9_PWRRNG,RNGFNDA_PWRRNG,WPNAV_TER_MARGIN,OA_MARGIN_MAX,VISO_POS_M_NSE,WP_NAVALT_MIN,OA_BR_LOOKAHEAD,FOLL_OFS_X,BCN_ALT,TERRAIN_MARGIN
13:52:22.257,100.0,9060.0,1.355304283764217,2.816148499591322,2.522328704395929,-13.0,315.16915136196656,8048.018164337998,8731.961351109894,17769.603820100237,26389.32789030643,22033.661700744986,8376.708011894494,25940.980978030395,1618.8079102955116,26302.60486733025,22621.96604403717,41.553577820177274,71.1,8.818721624761462,4.786100466907584,9.0,45.0,6097.0,25233.689181864254
13:52:25.266,80.0,5300.0,0.22493265947537533,16.473818429026366,8.720769210309236,-7.0,978.6966711288799,28404.32003604981,25567.76230959373,31278.083128100163,5155.581495385635,19251.88550214172,10293.895789854678,21204.238708719047,7602.727375050145,7964.869517844442,2661.888560236469,52.47598973801379,88.1,2.4652152329538346,0.646592017939166,43.0,87.0,8550.0,913.0182197893571
13:52:28.275,50.0,3810.0,2.9115400561538305,0.20177019492060744,3.2533956899202723,38.0,843.7234970395233,17986.722738817043,17910.42013808077,26471.004796200214,13341.617859150514,7608.244742309775,10829.379469246864,31186.056150641627,9909.068142019829,21113.345164232,11963.729228437353,94.91340916597163,16.1,8.634735242006172,4.682346933856836,83.0,68.0,2160.0,8946.524229311552
13:52:31.280,40.0,5780.0,2.7417938490051763,10.98623760008465,2.110803578834057,-13.0,40.351122339659206,12868.64201164975,19968.671730577247,29846.262645112798,22518.965260765235,14253.081351145629,3376.033317445643,13464.533773896066,12076.834540573118,16126.93819881711,26555.244474045856,83.1490373937981,74.1,3.464427826044094,3.1565841089154922,38.0,42.0,3065.0,10085.465792888745
13:52:34.289,110.0,2990.0,3.952023435275364,15.957959339471046,4.1071765665737345,-94.0,563.178674931408,13570.293763167645,29494.45268211297,6026.496268565521,8409.817916833741,7280.447682229088,10893.673885861997,20880.89943868018,13324.153876780607,8622.259347924948,18409.11665382966,10.774489021125769,53.1,5.057064505898413,3.531706124437706,22.0,61.0,1490.0,15187.32203874703
13:52:37.297,190.0,8360.0,1.6754760044581574,0.4618647469541348,3.816789775640613,56.0,787.8015713240948,26576.231724384157,15155.326474909645,24289.037681357,19987.272686687418,10226.455961941983,30881.13959054232,2260.0856127764723,15837.10117576549,30002.387820739415,1467.551599545404,71.2618885968122,97.1,7.997533701024797,2.2111683531748287,73.0,-53.0,6908.0,12696.412274120945
13:52:40.303,110.0,8560.0,9.673832955784661,16.879782230663572,1.9875755017075853,57.0,57.844563585484956,27823.69063489938,11180.708994039269,12334.764261729437,21062.141422370532,4399.571544037097,32537.401831780797,23216.238500393203,24146.238488571173,30066.958632772617,4687.852513053146,22.494439737947772,89.1,1.7923636990153686,2.5468186107066,87.0,-80.0,3075.0,44464.66978467252
13:52:43.310,50.0,250.0,2.709165524191839,14.236334268009887,8.229577283814598,19.0,101.03518477283713,18355.863437429154,27347.19492571398,9249.261912797552,30234.35249190726,30374.44325358842,28518.355173387026,29958.053473202992,16987.780182863964,30944.240249161532,23819.29310833275,76.97709552840386,62.1,1.2639257257759948,3.6670039828812633,82.0,-36.0,6756.0,41499.23624481999
13:52:46.323,180.0,1190.0,3.4546776387198808,9.472424394376942,9.6553382391188,12.0,37.56712428433484,24898.202745005365,11041.712209526584,9545.650264965272,27548.664251871916,6216.017701311708,1262.2826033664712,5775.844588462885,19113.724701423547,5765.964074814301,23543.707743748728,98.33722241017239,74.1,1.0475784382755668,0.36327610480291317,69.0,91.0,5125.0,17101.069122062774
13:52:49.329,60.0,9100.0,0.7610128949565476,17.10347415835536,9.763345338619803,47.0,570.9378169227404,5499.1258543919275,28266.483318040326,25605.993460942318,11659.863009000772,21796.482338913007,32493.79762423524,20243.40084657122,22822.15799374266,7056.971907206336,12119.140747571968,16.821076017215834,80.1,5.879374387322508,1.9263641901768151,76.0,51.0,6184.0,18163.70202555126
